RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS,year,Player,pos
373.0,"Norris Cole, PG",NO/MIA,75.0,24.4,-1.25,-1.85,-3.1,-0.81,2015,Norris Cole, PG
375.0,"Marco Belinelli, SG",SA,62.0,22.4,0.0,-3.12,-3.12,-0.66,2015,Marco Belinelli, SG
376.0,"Tony Parker, PG",SA,68.0,28.7,0.18,-3.33,-3.15,-0.98,2015,Tony Parker, PG
378.0,"Rajon Rondo, PG",BOS/DAL,68.0,29.7,-3.55,0.34,-3.21,-1.12,2015,Rajon Rondo, PG
381.0,"Cole Aldrich, C",NY,61.0,16.0,-4.78,1.51,-3.27,-0.54,2015,Cole Aldrich, C
385.0,"Jodie Meeks, SG",DET,60.0,24.4,-0.96,-2.38,-3.34,-0.88,2015,Jodie Meeks, SG
387.0,"Kent Bazemore, SF",ATL,75.0,17.7,-3.39,0.03,-3.36,-0.81,2015,Kent Bazemore, SF
388.0,"Damjan Rudez, SF",IND,68.0,15.4,-1.31,-2.09,-3.4,-0.68,2015,Damjan Rudez, SF
391.0,"Luke Babbitt, SF",NO,63.0,13.2,-1.66,-1.85,-3.51,-0.59,2015,Luke Babbitt, SF
392.0,"Dion Waiters, SG",CLE/OKC,80.0,27.6,-2.35,-1.17,-3.52,-1.65,2015,Dion Waiters, SG
395.0,"Chase Budinger, SF",MIN,67.0,19.2,-1.81,-1.74,-3.55,-0.97,2015,Chase Budinger, SF
397.0,"Jeff Green, SF",BOS/MEM,78.0,31.5,-1.51,-2.05,-3.56,-1.85,2015,Jeff Green, SF
398.0,"Jarrett Jack, PG",BKN,80.0,28.0,-2.06,-1.59,-3.65,-1.76,2015,Jarrett Jack, PG
402.0,"Dennis Schroder, PG",ATL,77.0,19.7,-0.78,-2.93,-3.71,-1.23,2015,Dennis Schroder, PG
403.0,"Jason Maxiell, PF",CHA,61.0,14.4,-3.73,0.01,-3.72,-0.75,2015,Jason Maxiell, PF
409.0,"Carl Landry, PF",SAC,70.0,17.0,-2.99,-0.8,-3.79,-1.07,2015,Carl Landry, PF
410.0,"Chris Kaman, C",POR,74.0,18.9,-2.56,-1.25,-3.81,-1.26,2015,Chris Kaman, C
412.0,"Tim Hardaway Jr., SG",NY,70.0,24.0,-0.42,-3.39,-3.81,-1.48,2015,Tim Hardaway Jr., SG
415.0,"Henry Sims, C",PHI,73.0,19.2,-4.18,0.28,-3.9,-1.37,2015,Henry Sims, C
416.0,"Kendrick Perkins, C",CLE/OKC,68.0,16.9,-4.97,1.06,-3.91,-1.12,2015,Kendrick Perkins, C
417.0,"Kevin Seraphin, C",WSH,79.0,15.6,-3.68,-0.28,-3.96,-1.16,2015,Kevin Seraphin, C
419.0,"Matt Bonner, C",SA,72.0,13.0,-1.45,-2.52,-3.97,-0.94,2015,Matt Bonner, C
421.0,"D.J. Augustin, PG",DET/OKC,82.0,24.0,-0.76,-3.24,-4.0,-1.99,2015,D.J. Augustin, PG
424.0,"Austin Rivers, PG",NO/LAC,76.0,20.6,-2.44,-1.61,-4.05,-1.64,2015,Austin Rivers, PG
425.0,"Bojan Bogdanovic, SG",BKN,78.0,23.8,-0.16,-3.93,-4.09,-1.91,2015,Bojan Bogdanovic, SG
426.0,"Carlos Boozer, PF",LAL,71.0,23.8,-1.74,-2.36,-4.1,-1.82,2015,Carlos Boozer, PF
430.0,"Kirk Hinrich, SG",CHI,66.0,24.4,-2.37,-1.83,-4.2,-1.84,2015,Kirk Hinrich, SG
433.0,"Shane Larkin, PG",NY,76.0,24.5,-2.54,-1.79,-4.33,-2.19,2015,Shane Larkin, PG
434.0,"Nik Stauskas, SG",SAC,73.0,15.4,-1.88,-2.45,-4.33,-1.41,2015,Nik Stauskas, SG
437.0,"Jordan Hill, C",LAL,70.0,26.8,-2.95,-1.42,-4.37,-2.34,2015,Jordan Hill, C
439.0,"K.J. McDaniels, SG",HOU/PHI,62.0,21.8,-3.88,-0.5,-4.38,-1.74,2015,K.J. McDaniels, SG
440.0,"Tayshaun Prince, SF",BOS/DET/MEM,58.0,24.1,-2.31,-2.1,-4.41,-1.74,2015,Tayshaun Prince, SF
442.0,"Udonis Haslem, PF",MIA,62.0,16.0,-4.12,-0.31,-4.43,-1.25,2015,Udonis Haslem, PF
443.0,"Ray McCallum, PG",SAC,68.0,21.1,-1.48,-2.95,-4.43,-1.88,2015,Ray McCallum, PG
445.0,"JJ Hickson, C",DEN,73.0,19.3,-3.47,-1.13,-4.6,-2.03,2015,JJ Hickson, C
448.0,"Lance Thomas, SF",NY/OKC,62.0,24.0,-3.07,-1.64,-4.71,-2.14,2015,Lance Thomas, SF
451.0,"Jason Smith, PF",NY,82.0,21.8,-1.41,-3.37,-4.78,-2.63,2015,Jason Smith, PF
452.0,"Lance Stephenson, SG",CHA,61.0,25.8,-4.6,-0.22,-4.82,-2.4,2015,Lance Stephenson, SG
460.0,"JaKarr Sampson, SG",PHI,74.0,15.3,-3.09,-2.29,-5.38,-2.23,2015,JaKarr Sampson, SG
461.0,"Derrick Williams, PF",SAC,74.0,19.8,-0.89,-4.59,-5.48,-2.9,2015,Derrick Williams, PF
471.0,"Zach LaVine, PG",MIN,77.0,24.7,-2.53,-4.34,-6.87,-5.34,2015,Zach LaVine, PG
1.0,"LeBron James, SF",CLE,76.0,35.6,6.49,3.3,9.79,21.55,2016,LeBron James, SF
2.0,"Draymond Green, PF",GS,81.0,34.7,3.93,5.04,8.97,22.66,2016,Draymond Green, PF
3.0,"Chris Paul, PG",LAC,74.0,32.7,6.15,2.44,8.59,18.12,2016,Chris Paul, PG
4.0,"Stephen Curry, PG",GS,79.0,34.2,7.65,0.86,8.51,21.1,2016,Stephen Curry, PG
5.0,"Kawhi Leonard, SF",SA,72.0,33.1,4.19,3.88,8.07,16.74,2016,Kawhi Leonard, SF
6.0,"Russell Westbrook, PG",OKC,80.0,34.4,7.25,0.6,7.85,19.53,2016,Russell Westbrook, PG
7.0,"Kyle Lowry, PG",TOR,77.0,37.0,5.12,1.7,6.82,17.34,2016,Kyle Lowry, PG
8.0,"Kevin Durant, SF",OKC,72.0,35.8,5.51,0.97,6.48,16.0,2016,Kevin Durant, SF
9.0,"Nikola Jokic, C",DEN,80.0,21.7,2.42,3.61,6.03,9.88,2016,Nikola Jokic, C
10.0,"Kevin Love, PF",CLE,77.0,31.5,3.17,2.14,5.31,12.52,2016,Kevin Love, PF
11.0,"Paul Millsap, PF",ATL,81.0,32.7,1.98,3.26,5.24,14.05,2016,Paul Millsap, PF
12.0,"Tim Duncan, C",SA,61.0,25.2,-0.48,5.43,4.95,7.69,2016,Tim Duncan, C
13.0,"Paul George, SF",IND,81.0,34.8,3.35,1.58,4.93,14.66,2016,Paul George, SF
14.0,"DeMarcus Cousins, C",SAC,65.0,34.6,1.58,3.25,4.83,12.03,2016,DeMarcus Cousins, C
15.0,"DeAndre Jordan, C",LAC,77.0,33.7,0.35,4.07,4.42,12.47,2016,DeAndre Jordan, C
16.0,"James Harden, SG",HOU,82.0,38.1,5.37,-0.98,4.39,15.07,2016,James Harden, SG
17.0,"Ricky Rubio, PG",MIN,76.0,30.6,2.25,1.89,4.14,10.72,2016,Ricky Rubio, PG
18.0,"Jimmy Butler, SG",CHI,67.0,36.9,3.12,0.89,4.01,11.06,2016,Jimmy Butler, SG
19.0,"Manu Ginobili, SG",SA,58.0,19.6,2.0,1.91,3.91,5.12,2016,Manu Ginobili, SG
20.0,"Khris Middleton, SG",MIL,79.0,36.1,3.13,0.63,3.76,12.27,2016,Khris Middleton, SG
21.0,"Cole Aldrich, C",LAC,60.0,13.3,-0.72,4.46,3.74,3.42,2016,Cole Aldrich, C
22.0,"Pau Gasol, C",CHI,72.0,31.8,0.65,3.07,3.72,9.96,2016,Pau Gasol, C
23.0,"Channing Frye, PF",CLE/ORL,70.0,17.1,1.43,2.25,3.68,5.01,2016,Channing Frye, PF
24.0,"Danny Green, SG",SA,79.0,26.1,0.32,2.93,3.25,8.18,2016,Danny Green, SG
25.0,"Andrew Bogut, C",GS,70.0,20.7,-2.24,5.45,3.21,6.03,2016,Andrew Bogut, C
26.0,"Jae Crowder, SF",BOS,73.0,31.6,1.21,1.79,3.0,9.28,2016,Jae Crowder, SF
27.0,"Al Horford, C",ATL,82.0,32.1,0.89,2.08,2.97,10.09,2016,Al Horford, C
28.0,"Andre Drummond, C",DET,81.0,32.9,-0.19,3.16,2.97,10.2,2016,Andre Drummond, C
29.0,"Amir Johnson, PF",BOS,79.0,22.8,0.12,2.83,2.95,7.11,2016,Amir Johnson, PF
30.0,"Gordon Hayward, SF",UTAH,80.0,36.2,2.92,-0.02,2.9,10.5,2016,Gordon Hayward, SF
32.0,"Kelly Olynyk, C",BOS,69.0,20.2,0.69,2.13,2.82,5.44,2016,Kelly Olynyk, C
33.0,"Jared Sullinger, C",BOS,81.0,23.6,0.27,2.48,2.75,7.29,2016,Jared Sullinger, C
34.0,"John Wall, PG",WSH,77.0,36.2,2.6,0.12,2.72,10.62,2016,John Wall, PG
35.0,"Dirk Nowitzki, PF",DAL,75.0,31.5,2.14,0.56,2.7,8.36,2016,Dirk Nowitzki, PF
36.0,"Marvin Williams, PF",CHA,81.0,28.9,2.08,0.59,2.67,8.51,2016,Marvin Williams, PF
37.0,"Brook Lopez, C",BKN,73.0,33.7,0.47,2.18,2.65,9.0,2016,Brook Lopez, C
38.0,"Ed Davis, PF",POR,81.0,20.8,-0.02,2.62,2.6,6.05,2016,Ed Davis, PF
40.0,"Victor Oladipo, SG",ORL,72.0,33.0,1.8,0.79,2.59,8.65,2016,Victor Oladipo, SG
41.0,"Kemba Walker, PG",CHA,81.0,35.6,2.93,-0.35,2.58,10.38,2016,Kemba Walker, PG
42.0,"Gorgui Dieng, C",MIN,82.0,27.1,0.03,2.54,2.57,7.98,2016,Gorgui Dieng, C
43.0,"Kristaps Porzingis, PF",NY,72.0,28.4,0.24,2.26,2.5,7.09,2016,Kristaps Porzingis, PF
44.0,"Mason Plumlee, C",POR,82.0,25.4,0.32,2.11,2.43,7.45,2016,Mason Plumlee, C
45.0,"Patrick Beverley, PG",HOU,71.0,28.7,1.37,1.01,2.38,7.15,2016,Patrick Beverley, PG
47.0,"Steven Adams, C",OKC,80.0,25.2,-0.42,2.77,2.35,7.05,2016,Steven Adams, C
48.0,"Rudy Gobert, C",UTAH,61.0,31.7,-1.55,3.89,2.34,6.29,2016,Rudy Gobert, C
50.0,"C.J. McCollum, SG",POR,80.0,34.8,2.2,0.05,2.25,9.54,2016,C.J. McCollum, SG
51.0,"Carmelo Anthony, SF",NY,72.0,35.1,2.97,-0.73,2.24,8.4,2016,Carmelo Anthony, SF
52.0,"David West, PF",SA,78.0,18.0,-0.69,2.9,2.21,4.67,2016,David West, PF
53.0,"LaMarcus Aldridge, PF",SA,74.0,30.6,0.66,1.49,2.15,7.46,2016,LaMarcus Aldridge, PF
54.0,"Goran Dragic, PG",MIA,72.0,32.8,1.42,0.7,2.12,7.73,2016,Goran Dragic, PG
57.0,"Clint Capela, C",HOU,77.0,19.1,-0.68,2.74,2.06,4.92,2016,Clint Capela, C
58.0,"Ian Mahinmi, C",IND,71.0,25.6,-2.33,4.37,2.04,6.09,2016,Ian Mahinmi, C
59.0,"Patrick Patterson, PF",TOR,79.0,25.6,2.19,-0.16,2.03,6.24,2016,Patrick Patterson, PF
60.0,"Cody Zeller, PF",CHA,73.0,24.3,-0.31,2.26,1.95,5.69,2016,Cody Zeller, PF
61.0,"Anthony Davis, PF",NO,61.0,35.5,0.1,1.82,1.92,7.03,2016,Anthony Davis, PF
62.0,"Luol Deng, SF",MIA,74.0,32.4,1.2,0.69,1.89,7.52,2016,Luol Deng, SF
63.0,"Jared Dudley, SF",WSH,81.0,25.9,1.09,0.78,1.87,6.82,2016,Jared Dudley, SF
64.0,"Marcin Gortat, C",WSH,75.0,30.1,-0.83,2.65,1.82,7.26,2016,Marcin Gortat, C
65.0,"Klay Thompson, SG",GS,80.0,33.3,2.38,-0.61,1.77,8.7,2016,Klay Thompson, SG
66.0,"Al-Farouq Aminu, SF",POR,82.0,28.5,0.11,1.62,1.73,7.34,2016,Al-Farouq Aminu, SF
69.0,"Kyle Korver, SG",ATL,80.0,30.0,-0.13,1.82,1.69,7.31,2016,Kyle Korver, SG
70.0,"Andre Iguodala, SF",GS,65.0,26.6,1.08,0.61,1.69,5.44,2016,Andre Iguodala, SF
71.0,"Derrick Favors, PF",UTAH,62.0,32.0,-0.13,1.8,1.67,5.71,2016,Derrick Favors, PF
72.0,"Patty Mills, PG",SA,81.0,20.5,2.01,-0.36,1.65,5.05,2016,Patty Mills, PG
73.0,"Jrue Holiday, PG",NO,65.0,28.2,2.57,-0.94,1.63,5.62,2016,Jrue Holiday, PG
74.0,"Nikola Mirotic, PF",CHI,66.0,24.9,0.88,0.73,1.61,4.99,2016,Nikola Mirotic, PF
75.0,"Robert Covington, SF",PHI,67.0,28.4,-0.49,2.09,1.6,5.84,2016,Robert Covington, SF
76.0,"Zaza Pachulia, C",DAL,76.0,26.4,-1.04,2.59,1.55,5.68,2016,Zaza Pachulia, C
77.0,"Trevor Booker, PF",UTAH,79.0,20.7,-0.82,2.37,1.55,4.59,2016,Trevor Booker, PF
78.0,"Otto Porter Jr., SF",WSH,75.0,30.3,0.34,1.17,1.51,6.91,2016,Otto Porter Jr., SF
79.0,"Reggie Jackson, PG",DET,79.0,30.7,3.27,-1.82,1.45,7.0,2016,Reggie Jackson, PG
81.0,"Hassan Whiteside, C",MIA,73.0,29.1,-1.51,2.94,1.43,5.96,2016,Hassan Whiteside, C
83.0,"Tristan Thompson, C",CLE,82.0,27.7,0.13,1.24,1.37,6.3,2016,Tristan Thompson, C
84.0,"Kentavious Caldwell-Pope, SG",DET,76.0,36.7,0.85,0.52,1.37,7.88,2016,Kentavious Caldwell-Pope, SG
85.0,"Marcus Morris, PF",DET,80.0,35.7,0.85,0.51,1.36,8.05,2016,Marcus Morris, PF
86.0,"J.R. Smith, SG",CLE,77.0,30.7,2.56,-1.22,1.34,6.49,2016,J.R. Smith, SG
87.0,"Damian Lillard, PG",POR,75.0,35.7,4.47,-3.16,1.31,7.65,2016,Damian Lillard, PG
88.0,"Mike Scott, PF",ATL,75.0,15.3,0.32,0.99,1.31,3.18,2016,Mike Scott, PF
91.0,"Isaiah Thomas, PG",BOS,82.0,32.2,3.13,-1.89,1.24,7.58,2016,Isaiah Thomas, PG
92.0,"Rodney Hood, SG",UTAH,79.0,32.2,2.21,-0.98,1.23,6.51,2016,Rodney Hood, SG
93.0,"Nicolas Batum, SG",CHA,70.0,35.0,1.51,-0.29,1.22,6.75,2016,Nicolas Batum, SG
97.0,"Taj Gibson, PF",CHI,73.0,26.5,-0.45,1.56,1.11,5.11,2016,Taj Gibson, PF
98.0,"Giannis Antetokounmpo, SF",MIL,80.0,35.3,0.84,0.27,1.11,7.46,2016,Giannis Antetokounmpo, SF
99.0,"Jeremy Lamb, SG",CHA,66.0,18.6,-0.87,1.87,1.0,3.19,2016,Jeremy Lamb, SG
100.0,"George Hill, PG",IND,74.0,34.1,0.63,0.34,0.97,6.58,2016,George Hill, PG
101.0,"Omri Casspi, SF",SAC,69.0,27.2,0.34,0.62,0.96,5.12,2016,Omri Casspi, SF
102.0,"Wesley Johnson, SF",LAC,80.0,20.8,-1.12,2.05,0.93,4.34,2016,Wesley Johnson, SF
103.0,"Serge Ibaka, PF",OKC,78.0,32.1,0.03,0.86,0.89,6.48,2016,Serge Ibaka, PF
104.0,"Tony Allen, SG",MEM,64.0,25.3,-1.4,2.21,0.81,3.88,2016,Tony Allen, SG
105.0,"Karl-Anthony Towns, C",MIN,82.0,32.0,1.03,-0.22,0.81,6.56,2016,Karl-Anthony Towns, C
106.0,"Thaddeus Young, PF",BKN,73.0,33.0,-0.48,1.24,0.76,5.93,2016,Thaddeus Young, PF
107.0,"Nikola Vucevic, C",ORL,65.0,31.3,-0.19,0.95,0.76,4.99,2016,Nikola Vucevic, C
108.0,"Greg Monroe, C",MIL,79.0,29.3,0.53,0.18,0.71,5.53,2016,Greg Monroe, C
109.0,"Matthew Dellavedova, PG",CLE,76.0,24.6,1.39,-0.71,0.68,4.36,2016,Matthew Dellavedova, PG
110.0,"Darrell Arthur, PF",DEN,70.0,21.7,-0.73,1.39,0.66,3.62,2016,Darrell Arthur, PF
112.0,"Aaron Gordon, PF",ORL,78.0,23.9,0.4,0.23,0.63,4.48,2016,Aaron Gordon, PF
113.0,"Tobias Harris, SF",DET/ORL,76.0,33.1,-0.25,0.86,0.61,5.88,2016,Tobias Harris, SF
114.0,"Kyle Anderson, SF",SA,78.0,16.0,-1.36,1.97,0.61,2.86,2016,Kyle Anderson, SF
115.0,"Wesley Matthews, SG",DAL,78.0,33.9,1.95,-1.35,0.6,5.97,2016,Wesley Matthews, SG
116.0,"Monta Ellis, SG",IND,81.0,33.8,0.14,0.44,0.58,6.54,2016,Monta Ellis, SG
117.0,"Trevor Ariza, SF",HOU,81.0,35.3,1.22,-0.65,0.57,6.72,2016,Trevor Ariza, SF
118.0,"Dennis Schroder, PG",ATL,80.0,20.3,0.88,-0.31,0.57,3.7,2016,Dennis Schroder, PG
119.0,"Joe Johnson, SF",MIA/BKN,81.0,33.4,0.8,-0.24,0.56,6.29,2016,Joe Johnson, SF
122.0,"Chandler Parsons, SF",DAL,61.0,29.5,0.71,-0.23,0.48,3.94,2016,Chandler Parsons, SF
123.0,"Brandon Bass, PF",LAL,66.0,20.3,-0.15,0.5,0.35,2.96,2016,Brandon Bass, PF
124.0,"Shaun Livingston, PG",GS,78.0,19.5,-0.19,0.52,0.33,3.31,2016,Shaun Livingston, PG
125.0,"JJ Redick, SG",LAC,75.0,28.0,1.9,-1.59,0.31,4.59,2016,JJ Redick, SG
126.0,"Rajon Rondo, PG",SAC,72.0,35.2,0.89,-0.59,0.3,5.83,2016,Rajon Rondo, PG
127.0,"Deron Williams, PG",DAL,65.0,32.4,0.18,0.11,0.29,4.37,2016,Deron Williams, PG
128.0,"Ronnie Price, PG",PHX,62.0,19.5,-1.41,1.64,0.23,2.63,2016,Ronnie Price, PG
129.0,"Jose Calderon, PG",NY,72.0,28.1,0.62,-0.4,0.22,4.18,2016,Jose Calderon, PG
132.0,"Rudy Gay, SF",SAC,70.0,34.0,-0.19,0.36,0.17,5.21,2016,Rudy Gay, SF
133.0,"Jonas Valanciunas, C",TOR,60.0,26.0,-0.49,0.64,0.15,3.15,2016,Jonas Valanciunas, C
134.0,"Nemanja Bjelica, PF",MIN,60.0,17.9,0.06,0.08,0.14,2.24,2016,Nemanja Bjelica, PF
135.0,"Solomon Hill, SF",IND,59.0,14.7,-0.25,0.39,0.14,1.8,2016,Solomon Hill, SF
136.0,"P.J. Tucker, SF",PHX,82.0,31.0,-0.4,0.5,0.1,5.34,2016,P.J. Tucker, SF
138.0,"Dwight Powell, PF",DAL,69.0,14.4,-2.12,2.22,0.1,2.03,2016,Dwight Powell, PF
140.0,"Avery Bradley, PG",BOS,76.0,33.4,1.32,-1.24,0.08,5.31,2016,Avery Bradley, PG
141.0,"Boris Diaw, C",SA,76.0,18.2,-0.57,0.64,0.07,2.83,2016,Boris Diaw, C
142.0,"Andre Roberson, SG",OKC,70.0,22.2,-1.48,1.55,0.07,3.16,2016,Andre Roberson, SG
145.0,"Bismack Biyombo, C",TOR,82.0,22.0,-2.97,3.02,0.05,3.46,2016,Bismack Biyombo, C
147.0,"Robin Lopez, C",NY,82.0,27.1,-0.95,0.97,0.02,4.3,2016,Robin Lopez, C
149.0,"Ryan Anderson, PF",NO,66.0,30.4,1.59,-1.59,0.0,4.05,2016,Ryan Anderson, PF
152.0,"Marcus Smart, PG",BOS,61.0,27.3,-0.73,0.72,-0.01,3.45,2016,Marcus Smart, PG
154.0,"Dwight Howard, C",HOU,71.0,32.1,-1.66,1.62,-0.04,4.43,2016,Dwight Howard, C
155.0,"Lavoy Allen, PF",IND,79.0,20.2,-1.2,1.15,-0.05,3.07,2016,Lavoy Allen, PF
156.0,"Kyle O'Quinn, PF",NY,65.0,11.8,-1.22,1.14,-0.08,1.45,2016,Kyle O'Quinn, PF
159.0,"DeMar DeRozan, SG",TOR,78.0,35.9,2.33,-2.47,-0.14,5.15,2016,DeMar DeRozan, SG
160.0,"Kenneth Faried, PF",DEN,67.0,25.3,0.74,-0.91,-0.17,3.16,2016,Kenneth Faried, PF
161.0,"Jon Leuer, PF",PHX,67.0,18.7,-1.14,0.97,-0.17,2.45,2016,Jon Leuer, PF
163.0,"Jordan Hill, C",IND,73.0,20.7,-1.22,1.03,-0.19,2.77,2016,Jordan Hill, C
167.0,"Enes Kanter, C",OKC,82.0,21.0,1.27,-1.5,-0.23,3.15,2016,Enes Kanter, C
169.0,"Larry Nance Jr., PF",LAL,63.0,20.1,-1.69,1.37,-0.32,2.24,2016,Larry Nance Jr., PF
170.0,"Dewayne Dedmon, C",ORL,58.0,12.2,-2.08,1.76,-0.32,1.26,2016,Dewayne Dedmon, C
171.0,"Jonas Jerebko, PF",BOS,78.0,15.1,-1.34,1.0,-0.34,2.13,2016,Jonas Jerebko, PF
172.0,"Thabo Sefolosha, SF",ATL,75.0,23.4,-1.97,1.62,-0.35,3.07,2016,Thabo Sefolosha, SF
174.0,"Garrett Temple, SG",WSH,80.0,24.4,-1.24,0.89,-0.35,3.54,2016,Garrett Temple, SG
178.0,"Tony Parker, PG",SA,72.0,27.5,0.37,-0.77,-0.4,3.37,2016,Tony Parker, PG
180.0,"Anthony Tolliver, PF",DET,72.0,18.6,0.0,-0.41,-0.41,2.25,2016,Anthony Tolliver, PF
181.0,"Courtney Lee, SG",MEM/CHA,79.0,29.5,-0.31,-0.13,-0.44,3.91,2016,Courtney Lee, SG
183.0,"Mirza Teletovic, PF",PHX,79.0,21.3,2.05,-2.52,-0.47,2.94,2016,Mirza Teletovic, PF
185.0,"Tyson Chandler, C",PHX,66.0,24.5,-2.69,2.18,-0.51,2.72,2016,Tyson Chandler, C
187.0,"Langston Galloway, SG",NY,82.0,24.8,-1.09,0.56,-0.53,3.26,2016,Langston Galloway, SG
188.0,"Markieff Morris, PF",PHX/WSH,64.0,25.5,-1.47,0.9,-0.57,2.71,2016,Markieff Morris, PF
190.0,"Sasha Vujacic, SG",NY,61.0,14.9,-0.71,0.08,-0.63,1.43,2016,Sasha Vujacic, SG
192.0,"Jeff Teague, PG",ATL,79.0,28.5,1.12,-1.81,-0.69,3.53,2016,Jeff Teague, PG
193.0,"Joe Ingles, SF",UTAH,81.0,15.3,-0.58,-0.11,-0.69,1.82,2016,Joe Ingles, SF
198.0,"Darren Collison, PG",SAC,74.0,30.0,1.77,-2.51,-0.74,3.48,2016,Darren Collison, PG
200.0,"Cory Joseph, PG",TOR,80.0,25.6,-0.68,-0.09,-0.77,2.91,2016,Cory Joseph, PG
202.0,"Mario Chalmers, PG",MIA/MEM,61.0,22.5,0.18,-0.96,-0.78,1.8,2016,Mario Chalmers, PG
205.0,"Tony Snell, SF",CHI,64.0,20.3,-2.66,1.86,-0.8,1.9,2016,Tony Snell, SF
206.0,"Jeremy Lin, PG",CHA,78.0,26.3,-0.65,-0.18,-0.83,2.95,2016,Jeremy Lin, PG
207.0,"Luc Richard Mbah a Moute, PF",LAC,75.0,17.0,-2.57,1.72,-0.85,1.83,2016,Luc Richard Mbah a Moute, PF
210.0,"Mike Muscala, PF",ATL,60.0,9.4,-1.44,0.57,-0.87,0.81,2016,Mike Muscala, PF
212.0,"Justise Winslow, SF",MIA,78.0,28.6,-1.86,0.96,-0.9,3.1,2016,Justise Winslow, SF
216.0,"Elfrid Payton, PG",ORL,73.0,29.4,-0.62,-0.3,-0.92,3.03,2016,Elfrid Payton, PG
218.0,"Pablo Prigioni, PG",LAC,59.0,13.9,-1.28,0.35,-0.93,1.12,2016,Pablo Prigioni, PG
220.0,"E'Twaun Moore, SG",CHI,59.0,21.4,-0.51,-0.44,-0.95,1.75,2016,E'Twaun Moore, SG
221.0,"Vince Carter, SG",MEM,60.0,16.8,-0.28,-0.71,-0.99,1.36,2016,Vince Carter, SG
222.0,"Zach Randolph, PF",MEM,68.0,29.6,0.22,-1.21,-0.99,2.63,2016,Zach Randolph, PF
223.0,"Aron Baynes, C",DET,81.0,15.2,-1.16,0.17,-0.99,1.65,2016,Aron Baynes, C
224.0,"Maurice Harkless, SF",POR,78.0,18.7,-0.98,-0.02,-1.0,2.0,2016,Maurice Harkless, SF
226.0,"Evan Fournier, SG",ORL,79.0,32.5,1.51,-2.53,-1.02,3.41,2016,Evan Fournier, SG
229.0,"Dwyane Wade, SG",MIA,74.0,30.5,0.7,-1.78,-1.08,2.87,2016,Dwyane Wade, SG
230.0,"Meyers Leonard, PF",POR,61.0,21.9,0.18,-1.26,-1.08,1.71,2016,Meyers Leonard, PF
231.0,"Ish Smith, PG",NO/PHI,77.0,29.1,0.32,-1.42,-1.1,2.95,2016,Ish Smith, PG
235.0,"Marcus Thornton, SF",HOU/WSH,61.0,18.2,-0.6,-0.52,-1.12,1.46,2016,Marcus Thornton, SF
237.0,"Alexis Ajinca, C",NO,59.0,14.6,-2.97,1.84,-1.13,1.1,2016,Alexis Ajinca, C
239.0,"Andrew Wiggins, SG",MIN,81.0,35.1,0.67,-1.84,-1.17,3.54,2016,Andrew Wiggins, SG
241.0,"Nerlens Noel, PF",PHI,67.0,29.3,-3.48,2.29,-1.19,2.45,2016,Nerlens Noel, PF
242.0,"Jason Smith, PF",ORL,76.0,15.5,-1.74,0.53,-1.21,1.44,2016,Jason Smith, PF
244.0,"Marreese Speights, C",GS,72.0,11.6,-0.95,-0.29,-1.24,1.01,2016,Marreese Speights, C
246.0,"Luis Scola, PF",TOR,76.0,21.5,-1.27,-0.01,-1.28,1.89,2016,Luis Scola, PF
247.0,"Harrison Barnes, SF",GS,66.0,30.9,-0.17,-1.11,-1.28,2.47,2016,Harrison Barnes, SF
253.0,"Kent Bazemore, SF",ATL,75.0,27.8,-1.49,0.15,-1.34,2.37,2016,Kent Bazemore, SF
255.0,"Nick Collison, PF",OKC,59.0,11.8,-2.72,1.37,-1.35,0.78,2016,Nick Collison, PF
259.0,"Matt Barnes, SF",MEM,76.0,28.8,-0.45,-0.94,-1.39,2.36,2016,Matt Barnes, SF
262.0,"Frank Kaminsky III, C",CHA,81.0,21.1,-1.21,-0.23,-1.44,1.82,2016,Frank Kaminsky III, C
267.0,"Jeff Green, SF",LAC/MEM,80.0,28.2,-0.44,-1.06,-1.5,2.24,2016,Jeff Green, SF
269.0,"T.J. McConnell, PG",PHI,81.0,19.8,-0.45,-1.05,-1.5,1.67,2016,T.J. McConnell, PG
271.0,"Corey Brewer, SF",HOU,82.0,20.4,-1.67,0.14,-1.53,1.73,2016,Corey Brewer, SF
274.0,"C.J. Miles, SF",IND,64.0,22.9,0.12,-1.68,-1.56,1.51,2016,C.J. Miles, SF
275.0,"Randy Foye, SG",DEN/OKC,81.0,20.3,-2.04,0.47,-1.57,1.61,2016,Randy Foye, SG
277.0,"Donald Sloan, PG",BKN,61.0,21.6,0.11,-1.69,-1.58,1.3,2016,Donald Sloan, PG
278.0,"Rodney Stuckey, PG",IND,58.0,22.0,-1.26,-0.35,-1.61,1.22,2016,Rodney Stuckey, PG
280.0,"Evan Turner, SG",BOS,81.0,28.0,-1.84,0.23,-1.61,2.25,2016,Evan Turner, SG
281.0,"Leandro Barbosa, SG",GS,68.0,15.9,-0.5,-1.13,-1.63,1.06,2016,Leandro Barbosa, SG
283.0,"Devin Harris, PG",DAL,64.0,20.0,-1.52,-0.12,-1.64,1.2,2016,Devin Harris, PG
284.0,"Gary Harris, SG",DEN,76.0,32.1,0.4,-2.04,-1.64,2.29,2016,Gary Harris, SG
