AST%_advanced,Age,BLK%_advanced,BPM_advanced,DBPM_advanced,DRB%_advanced,DWS_advanced,G_advanced,MP_advanced,OBPM_advanced,ORB%_advanced,OWS_advanced,PER_advanced,Player,Pos,Rk_advanced,STL%_advanced,TRB%_advanced,Tm,USG%_advanced,VORP_advanced,WS/48_advanced,WS_advanced,type,year
17.8,25,0.2,-3.7,-1.3,15.7,1.8,81,2457,-2.4,2.7,-0.5,12.4,Evan Turner,SF,438,1.3,9,TOT,23.2,-1,0.027,1.4,advanced,2014
3.3,22,4.5,-5.1,-0.8,21.6,0.4,41,398,-4.3,10.9,0.1,13,Jeremy Tyler,C,439,0.8,16.1,NYK,19.1,-0.3,0.064,0.5,advanced,2014
5.7,26,4.4,-3.5,1.2,12.8,0.4,42,804,-4.7,8.4,-0.4,7.6,Ekpe Udoh,PF,440,1,10.5,MIL,11.4,-0.3,0,0,advanced,2014
28,31,0.5,-3.4,-2,9.2,0.3,41,643,-1.4,1.8,0.5,12.7,Beno Udrih,SG,441,1.9,5.4,TOT,17.2,-0.2,0.061,0.8,advanced,2014
4.2,21,2.5,-1.4,0.2,25.1,3.2,81,2282,-1.6,11.5,3.5,16.1,Jonas Valanciunas,C,442,0.5,18.2,TOR,18.5,0.3,0.141,6.7,advanced,2014
12.2,31,1.8,2.7,3,28.2,2.7,65,1800,-0.4,11.4,2.7,17,Anderson Varejao,C,443,2,19.6,CLE,14.6,2.1,0.144,5.4,advanced,2014
5.7,25,6.8,-1,2.3,14.6,0.3,24,339,-3.3,5.8,0.5,13.3,Jarvis Varnado,PF,444,1.4,10,TOT,11.6,0.1,0.114,0.8,advanced,2014
30.4,27,0.2,-1.4,-2.6,10,1.2,79,1779,1.2,1.3,2.4,14.1,Greivis Vasquez,SG-PG,445,0.9,5.6,TOT,21.1,0.3,0.097,3.6,advanced,2014
4,23,3.5,0.5,3.2,16.1,1.4,54,776,-2.7,11.7,0.2,12.7,Jan Vesely,PF,446,3.4,13.9,TOT,13.2,0.5,0.097,1.6,advanced,2014
5.5,29,2.2,-5.2,-4,17.9,0.1,20,180,-1.2,3.5,0,12.7,Charlie Villanueva,PF,447,1.1,10.3,DET,25,-0.1,0.034,0.1,advanced,2014
10.2,23,2,0.5,1.5,27.6,2.6,57,1812,-1,11.5,1.8,18.8,Nikola Vucevic,C,448,1.7,19.5,ORL,21.8,1.2,0.116,4.4,advanced,2014
0,29,0,-20.1,-3.4,32.2,0,2,10,-16.7,0,-0.1,1.5,Sasha Vujacic,SG,449,5,16.7,LAC,35.3,0,-0.289,-0.1,advanced,2014
25.5,32,1.4,2.3,0.3,12.3,2,54,1775,1.9,4.4,3.5,22,Dwyane Wade,SG,450,2.3,8.5,MIA,27.9,1.9,0.149,5.5,advanced,2014
18.2,22,0.7,-2.1,-1.8,9,1.3,70,2072,-0.2,1.7,0.3,14,Dion Waiters,SG,451,1.6,5.3,CLE,26.9,0,0.037,1.6,advanced,2014
29.7,23,1,1.7,0.2,11.6,3.3,73,2614,1.6,1.7,1.8,16.8,Kemba Walker,PG,452,1.7,6.6,CHA,25.8,2.4,0.093,5.1,advanced,2014
40.5,23,1.1,2.6,0.2,11.7,4,82,2980,2.4,1.5,4,19.5,John Wall,PG,453,2.6,6.5,WAS,27.4,3.4,0.128,7.9,advanced,2014
14.9,31,0.8,-0.3,2.2,14.5,1.6,58,1416,-2.5,2.8,-0.3,10,Gerald Wallace,SF,454,2.7,8.5,BOS,11.6,0.6,0.043,1.3,advanced,2014
13.7,24,0,-3.6,-2.5,8.7,0.1,9,116,-1.1,0,0.1,13,Casper Ware,PG,455,3.3,4.2,PHI,18.1,0,0.071,0.2,advanced,2014
14.4,29,0.5,0.5,0.8,7.4,2.1,63,1193,-0.3,1.9,1.1,13,C.J. Watson,PG,456,2.6,4.8,IND,16.6,0.7,0.13,3.2,advanced,2014
22,34,0.4,-5.6,-0.5,6.6,0.1,24,161,-5.1,3.4,-0.2,2.1,Earl Watson,PG,457,1.6,5,POR,8.1,-0.1,-0.018,-0.1,advanced,2014
31.7,22,0,11.2,9.2,23.9,0,2,9,2,0,0,19.3,Maalik Wayns,PG,458,11.1,12.3,LAC,9.8,0,0.313,0.1,advanced,2014
6.7,27,0.6,-0.1,-1.1,10.1,1.7,78,2157,1,2,3.3,11.5,Martell Webster,SF,459,1,6,WAS,14.7,1,0.112,5,advanced,2014
16.1,33,2.3,2,2.7,18.3,5,80,2472,-0.6,5.7,3.1,17.5,David West,PF,460,1.3,12.3,IND,21.9,2.5,0.157,8.1,advanced,2014
40.2,25,0.4,6.4,1.2,15.9,2.3,46,1412,5.2,4.6,3,24.7,Russell Westbrook,PG,461,3.1,10.5,OKC,34.4,3,0.178,5.2,advanced,2014
0,27,0,-6.9,3.4,22.7,0,2,10,-10.3,0,0,2.4,D.J. White,PF,462,5.2,11.3,CHA,4.6,0,0.004,0,advanced,2014
0,22,0,-10.4,-1.3,0,0,3,9,-9.1,0,0,-8.3,Royce White,PF,463,0,0,SAC,4.9,0,-0.121,0,advanced,2014
32.8,29,0.5,1.2,-1.5,8.9,1.5,64,2059,2.7,0.9,3.8,17.6,Deron Williams,PG,464,2.4,4.9,BRK,21.8,1.6,0.125,5.4,advanced,2014
4.7,22,0.9,-2.6,-0.5,15.8,1.3,78,1820,-2.1,4.3,1.3,11.5,Derrick Williams,SF-PF,465,1.3,10,TOT,16.2,-0.3,0.068,2.6,advanced,2014
9.4,24,0.2,-5.7,-2.6,9.7,0.3,67,1157,-3.2,2.7,0,8.7,Elliot Williams,SG,466,1.5,6.1,PHI,16.7,-1.1,0.014,0.3,advanced,2014
22.9,27,0.2,-1.8,-2.1,9.1,1,60,1445,0.3,0.8,1.6,14.2,Louis Williams,PG,467,1.6,5,ATL,20.9,0.1,0.087,2.6,advanced,2014
7.7,27,1.5,0.2,-0.3,17.9,1,66,1674,0.5,5.5,1.9,14,Marvin Williams,PF,468,1.7,11.5,UTA,16.7,0.9,0.084,2.9,advanced,2014
26.7,31,0.4,-2,-1.7,6.4,1.2,74,1834,-0.2,2.5,1,11.8,Mo Williams,PG,469,1.5,4.5,POR,20.5,0,0.056,2.2,advanced,2014
11.5,27,0,-8.2,-6.2,0,0,3,17,-2,0,0,16.4,Reggie Williams,SF,470,3,0,OKC,28.7,0,0.034,0,advanced,2014
5.7,27,2.9,-1.2,0.7,20.2,0.6,36,751,-1.9,3.6,0.1,9.5,Shawne Williams,PF,471,1.2,11.9,LAL,12.9,0.2,0.045,0.7,advanced,2014
5.6,23,6.1,0.3,1.7,17.4,0.6,58,684,-1.4,8.2,1.2,15.2,Jeff Withey,C,472,1.1,12.7,NOP,12,0.4,0.128,1.8,advanced,2014
23.3,22,0.9,-3.4,-2.1,10.5,0.2,58,1309,-1.4,2.8,0.9,12.7,Nate Wolters,PG,473,1.4,6.5,MIL,16.8,-0.5,0.043,1.2,advanced,2014
7.1,34,1.8,-2.1,-0.1,12.8,0.4,29,388,-1.9,5.3,-0.2,11.7,Metta World Peace,SF,474,3.3,8.9,NYK,20,0,0.032,0.3,advanced,2014
4.7,26,4.2,3.6,0.6,15.1,1,58,1077,3.1,11,4.1,23.5,Brandan Wright,C,475,1.5,13.1,DAL,17.4,1.5,0.227,5.1,advanced,2014
6.9,25,3.2,-0.2,0.2,9.4,0.1,8,126,-0.4,8.8,0.2,16.5,Chris Wright,SF,476,2.9,9.1,MIL,16.7,0.1,0.102,0.3,advanced,2014
9.4,28,1.1,-0.4,-0.3,17.5,1,68,984,-0.1,3.2,0.9,11.9,Dorell Wright,SF,477,1.2,10.5,POR,16.2,0.4,0.091,1.9,advanced,2014
20.9,20,0.7,-4.6,-2.3,10.1,0.9,72,1765,-2.3,4.1,-1.8,12.9,Tony Wroten,PG,478,2.1,7,PHI,27.7,-1.2,-0.025,-0.9,advanced,2014
9,28,0.5,-1.9,-3.6,8.1,0.3,64,1810,1.7,1.7,2.3,16,Nick Young,SG,479,1.2,4.9,LAL,26.8,0,0.067,2.5,advanced,2014
11.8,25,1.1,-0.2,-0.4,12.8,2.3,79,2718,0.2,6.3,1.2,16.6,Thaddeus Young,PF,480,3,9.5,PHI,24.1,1.2,0.062,3.5,advanced,2014
10.4,21,2.3,-1.3,1.8,18.8,2.2,82,1416,-3.2,9.4,0.4,13.1,Cody Zeller,C,481,1.5,14.1,CHA,18.9,0.2,0.09,2.6,advanced,2014
5.6,24,3,-1.7,0.2,19.6,1.1,70,1049,-1.9,10.8,1.5,15.4,Tyler Zeller,C,482,0.9,15.1,CLE,17.1,0.1,0.12,2.6,advanced,2014
8.7,24,1.4,-3.1,-0.8,20.5,0.7,68,1287,-2.3,6.9,1,11.9,Quincy Acy,PF,1,1.1,13.5,NYK,15.5,-0.3,0.063,1.7,advanced,2015
10.1,20,2.3,-0.6,1.2,8.7,0.4,30,248,-1.8,4.2,0,12.8,Jordan Adams,SG,2,3.4,6.4,MEM,20.4,0.1,0.073,0.4,advanced,2015
5.5,21,3.8,0.4,1.8,19.3,2.2,70,1771,-1.4,12.2,1.9,14.1,Steven Adams,C,3,1.1,15.8,OKC,14.3,1.1,0.111,4.1,advanced,2015
10.5,28,3.3,-2.2,0.5,29.6,0.2,17,215,-2.7,11.9,0.2,14.2,Jeff Adrien,PF,4,0.9,20.5,MIN,14.3,0,0.087,0.4,advanced,2015
8.2,29,0.2,-1.8,-1.3,9.7,1,78,2502,-0.5,1.1,1.6,10.7,Arron Afflalo,SG,5,0.8,5.3,TOT,19,0.1,0.05,2.6,advanced,2015
8.2,26,4,0.2,0.6,25,1.2,68,957,-0.5,12.4,1.9,19.9,Alexis Ajinca,C,6,1.2,18.7,NOP,21.1,0.5,0.159,3.2,advanced,2015
8.3,23,2.4,-0.7,2,20.7,0.7,41,540,-2.7,14.9,0.7,12,Furkan Aldemir,PF,7,1.6,17.7,PHI,8.6,0.2,0.122,1.4,advanced,2015
13.3,26,5.5,0.9,3.1,28.9,1.4,61,976,-2.2,11.6,0.8,18.1,Cole Aldrich,C,8,2,20,NYK,18.3,0.7,0.107,2.2,advanced,2015
9.2,29,1.9,0.3,0,22.9,3.7,71,2512,0.3,7.7,4.9,22.8,LaMarcus Aldridge,PF,9,1,15.5,POR,30.2,1.4,0.165,8.6,advanced,2015
10.9,25,3.1,0.8,2.2,20.5,1.6,63,1070,-1.4,12.8,1.3,14.9,Lavoy Allen,C,10,0.7,16.7,IND,15.2,0.8,0.127,2.8,advanced,2015
8.1,33,1.5,3.3,3.7,12.2,3.2,63,1648,-0.4,7.2,0.9,14.6,Tony Allen,SG,11,4.1,9.7,MEM,16.6,2.2,0.119,4.1,advanced,2015
6.1,24,3.7,2.4,2.9,18.4,2,74,1366,-0.5,9.1,1.2,14.4,Al-Farouq Aminu,SF,12,2.6,13.7,DAL,15.2,1.5,0.115,3.3,advanced,2015
12.2,32,4.6,-2,2,22,0.9,53,937,-4,11.3,-0.6,11.8,Lou Amundson,PF,13,1.2,16.5,TOT,17.4,0,0.017,0.3,advanced,2015
6.1,36,4.6,1,2.3,23.2,1.5,60,1132,-1.2,8.2,2.1,16.1,Chris Andersen,C,14,1.2,15.9,MIA,12.3,0.9,0.151,3.6,advanced,2015
7.2,32,0.2,-0.5,-0.5,11.1,1.1,74,1744,0,2,1.7,10.6,Alan Anderson,SG,15,1.7,6.6,BRK,14.2,0.6,0.075,2.7,advanced,2015
10.9,21,1.5,-2.7,2.4,20.8,0.6,33,358,-5.2,1.6,-0.3,8.2,Kyle Anderson,SF,16,2.1,11.4,SAS,13.4,-0.1,0.044,0.3,advanced,2015
5.4,26,0.9,-1.1,-3.1,12.7,0.9,61,1675,2,7.3,2.6,15.6,Ryan Anderson,PF,17,1,10,NOP,23.4,0.4,0.1,3.5,advanced,2015
13.1,20,2.8,0.5,2.1,19.7,4,81,2541,-1.7,4.5,2.2,14.8,Giannis Antetokounmpo,SG,18,1.5,12.2,MIL,19.6,1.6,0.117,6.2,advanced,2015
18,30,1,1.4,-2.2,16,0.6,40,1428,3.5,5.7,2.2,21.5,Carmelo Anthony,SF,19,1.5,10.7,NYK,32.2,1.2,0.097,2.9,advanced,2015
1.8,32,9.5,1.4,4.8,17,0.7,49,406,-3.4,8.2,0.5,14.7,Joel Anthony,C,20,1.5,12.4,DET,9.1,0.3,0.142,1.2,advanced,2015
6.9,32,1.1,-2.7,-1.4,14,1,63,1037,-1.3,6.6,0.5,9.5,Pero Antic,PF,21,0.9,10.4,ATL,17.6,-0.2,0.07,1.5,advanced,2015
11.1,29,0.5,1.9,1.3,14.4,3.9,82,2930,0.6,2.9,2.7,12.7,Trevor Ariza,SF,22,2.6,8.6,HOU,16.5,2.9,0.108,6.6,advanced,2015
9.3,26,2.1,-1.1,0.7,13.4,0.9,58,988,-1.8,5.6,-0.1,11.5,Darrell Arthur,PF,23,2.4,9.3,DEN,20,0.2,0.042,0.9,advanced,2015
5.4,28,2.1,-0.7,0.6,28.8,2.2,76,1982,-1.3,14,2.8,15.5,Omer Asik,C,24,0.8,21.4,NOP,14,0.6,0.12,5,advanced,2015
28.2,27,0.1,-2.5,-2.7,7.9,0.9,82,1964,0.2,1.1,2.5,13.9,D.J. Augustin,PG,25,1.3,4.4,TOT,19.8,-0.3,0.083,3.4,advanced,2015
5.5,27,1.6,-1.7,0.4,23.3,0.6,51,383,-2.1,11.2,0.6,14.4,Jeff Ayres,PF,26,1.1,17.3,SAS,16.3,0,0.147,1.2,advanced,2015
4.3,25,1,-1.4,-1.4,13.5,0.5,63,830,0,1.6,1.1,11.1,Luke Babbitt,SF,27,1.1,7.6,NOP,12.4,0.1,0.092,1.6,advanced,2015
2.2,24,1.1,-7.7,-1,3.3,0,18,64,-6.7,10.5,-0.1,2.1,Cameron Bairstow,PF,28,1.6,6.8,CHI,13.5,-0.1,-0.048,-0.1,advanced,2015
14.9,32,0.6,-0.8,-1.2,7.2,1.2,66,982,0.4,2.6,1.6,15.3,Leandro Barbosa,SG,29,2,5,GSW,20.5,0.3,0.137,2.8,advanced,2015
29.5,30,0.1,-1.5,-2.5,9,0.6,77,1362,1,1.8,2.1,15.1,J.J. Barea,PG,30,1.2,5.4,DAL,21.2,0.2,0.096,2.7,advanced,2015
11.3,29,2.9,-3.7,-2.7,14.4,0.2,29,785,-1,4.6,0.8,16.6,Andrea Bargnani,C,31,0.1,9.3,NYK,26.4,-0.3,0.058,0.9,advanced,2015
6.9,22,0.6,1.1,0.6,15.1,3,82,2318,0.5,5.6,3.7,13.4,Harrison Barnes,SF,32,1.3,10.5,GSW,14.9,1.8,0.139,6.7,advanced,2015
7.2,34,1.8,1.6,0.7,12.2,2.1,76,2271,0.9,2.6,2.2,11.3,Matt Barnes,SF,33,1.5,7.5,LAC,14.9,2.1,0.091,4.3,advanced,2015
4.9,33,1.1,-5.9,-0.9,10.8,0.1,16,143,-5,10.6,-0.1,5,Earl Barron,C,34,1.4,10.7,PHO,15.1,-0.1,-0.011,0,advanced,2015
13,24,1.5,-0.6,1.1,15.3,1.1,58,983,-1.7,2.8,0.2,13.6,Will Barton,SG,35,2.5,8.9,TOT,20.2,0.3,0.063,1.3,advanced,2015
8.6,29,1.3,-0.5,-0.1,14.9,1.9,82,1929,-0.4,7.8,3.4,16.3,Brandon Bass,PF,36,1.1,11.3,BOS,19.5,0.7,0.132,5.3,advanced,2015
20.5,26,1.2,3.1,2.6,15.6,3.2,71,2380,0.6,2.8,2,13.1,Nicolas Batum,SF,37,1.7,9.4,POR,14.6,3.1,0.105,5.2,advanced,2015
21,26,0.6,-2.6,-0.3,12.5,2,77,1717,-2.3,1.5,0.3,11.1,Jerryd Bayless,PG,38,1.8,7,MIL,18.6,-0.3,0.066,2.4,advanced,2015
4.9,28,1.5,-1,-0.2,20.7,1.6,70,1122,-0.7,11.2,2.3,15.9,Aron Baynes,C,39,0.7,16.1,SAS,17.8,0.3,0.166,3.9,advanced,2015
8.6,25,2.1,-1.8,1.3,16.8,1.9,75,1324,-3.1,1.9,-0.4,9.7,Kent Bazemore,SG,40,2,9.6,ATL,15.5,0.1,0.057,1.6,advanced,2015
15,21,0.7,0.5,-0.1,9.6,2.4,63,2107,0.5,3.1,1.3,14,Bradley Beal,SG,41,1.8,6.4,WAS,22.5,1.3,0.085,3.7,advanced,2015
11.5,26,2.2,-4.7,-0.4,17.9,0.5,24,505,-4.3,2.9,-0.6,10.6,Michael Beasley,SF,42,1.6,10.6,MIA,24.2,-0.3,-0.007,-0.1,advanced,2015
10.3,28,0.2,-0.5,-1.1,10.5,1.4,62,1388,0.6,2.2,1.5,12.4,Marco Belinelli,SG,43,1.1,6.4,SAS,18.8,0.5,0.1,2.9,advanced,2015
0,23,0,-26.9,-6.6,76.6,0,2,3,-20.3,38.7,0,4.7,Jerrelle Benimon,PF,44,0,57.8,UTA,15.3,0,-0.215,0,advanced,2015
8.7,21,1.4,-4.8,-1.2,21.6,0.4,57,894,-3.6,6.5,-0.1,11.4,Anthony Bennett,PF,45,1.5,13.8,MIN,17.8,-0.6,0.017,0.3,advanced,2015
17.2,26,1,0.8,0.3,10.8,1.8,56,1727,0.5,4.3,1.7,11.3,Patrick Beverley,PG,46,1.7,7.6,HOU,16.1,1.2,0.096,3.5,advanced,2015
78.5,22,26.3,26.6,17.1,36.5,0,3,3,9.4,0,0,44.3,Sim Bhullar,C,47,0,18.9,SAC,29.4,0,0.389,0,advanced,2015
2,22,6.3,-0.4,2.8,22.6,2.2,64,1243,-3.2,13.7,1.8,15.2,Bismack Biyombo,C,48,0.7,18,CHO,11.6,0.5,0.156,4,advanced,2015
5.6,23,1.6,-1.6,-0.6,21.4,0.9,63,1196,-1,12.8,2.2,14.7,Tarik Black,C,49,0.8,17,TOT,13.8,0.1,0.124,3.1,advanced,2015
2.6,25,0.4,-7.4,-1,24.5,0.3,29,180,-6.4,10.3,-0.2,7.7,DeJuan Blair,PF,50,2,17.5,WAS,18.3,-0.2,0.033,0.1,advanced,2015
26.2,34,0.2,-2.1,-0.9,8.3,1.4,81,1529,-1.2,1.1,0.7,9.5,Steve Blake,PG,51,1.4,4.8,POR,13.2,0,0.066,2.1,advanced,2015
27.9,25,1.2,2.6,0.9,13.9,2.9,81,2800,1.7,2.8,4.1,18.4,Eric Bledsoe,PG,52,2.3,8.3,PHO,23.7,3.3,0.119,7,advanced,2015
16.8,22,0,-8.5,-2.5,10.9,0,2,74,-6,2.9,-0.3,4,Vander Blue,SG,53,2.1,6.7,LAL,23,-0.1,-0.156,-0.2,advanced,2015
5.8,25,0.4,-1.8,-1.9,9.8,0.7,78,1854,0,3,1.7,11.6,Bojan Bogdanovic,SF,54,0.9,6.4,BRK,17.2,0.1,0.062,2.4,advanced,2015
15.4,30,5.3,4.1,5.5,26.5,3.4,67,1583,-1.4,9.9,1.9,15.8,Andrew Bogut,C,55,1.2,18.5,GSW,13.2,2.4,0.159,5.2,advanced,2015
7.1,34,1,-0.9,-0.7,10.2,0.9,72,935,-0.2,3.6,1.3,10.1,Matt Bonner,PF,56,0.5,7,SAS,12.5,0.3,0.11,2.1,advanced,2015
9,27,2.1,0.2,0.7,19,1.9,79,1564,-0.6,10.3,1.7,15.3,Trevor Booker,PF,57,1.5,14.7,UTA,18.1,0.9,0.11,3.6,advanced,2015
10.3,33,0.6,-3.3,-1.5,25.2,1,71,1692,-1.8,7,1.2,16.4,Carlos Boozer,PF,58,1.2,15.7,LAL,23.7,-0.6,0.062,2.2,advanced,2015
12,30,1.4,-0.1,-1,20,1.5,44,1556,1,3.6,2.1,19.8,Chris Bosh,C,59,1.4,12,MIA,28.4,0.8,0.111,3.6,advanced,2015
8.9,24,0.5,-1.7,-0.9,8.9,2.1,77,2428,-0.8,2,0.4,11.5,Avery Bradley,SG,60,1.7,5.4,BOS,21,0.2,0.049,2.5,advanced,2015
6.4,35,4.3,-1.4,3.1,16.4,0.8,36,486,-4.5,6.8,-0.1,9.4,Elton Brand,C,61,1.8,11.8,ATL,11.6,0.1,0.07,0.7,advanced,2015
13.8,28,0.7,-1.1,-0.3,11.7,2.1,80,2087,-0.8,4.2,1,13.9,Corey Brewer,SF,62,2.7,7.9,TOT,21.6,0.5,0.071,3.1,advanced,2015
24.2,30,0.6,-1.4,-2.4,7.5,1.5,82,1885,1,1.9,1.7,14.4,Aaron Brooks,PG,63,1.5,4.8,CHI,25,0.3,0.083,3.3,advanced,2015
11,22,0.3,-3.8,-3,6.7,0,19,568,-0.8,0.6,0.4,11,Jabari Brown,SG,64,1.1,3.5,LAL,18.8,-0.3,0.033,0.4,advanced,2015
24.9,24,0.9,-2.6,-0.6,12,0.2,29,549,-1.9,2.8,0.1,11,Lorenzo Brown,PG,65,2.6,7.3,MIN,12.9,-0.1,0.025,0.3,advanced,2015
7.4,23,1.2,-2.7,0.3,13,0.7,47,781,-3,2.3,-0.2,9.1,Markel Brown,SG,66,2.1,7.7,BRK,15.3,-0.1,0.031,0.5,advanced,2015
5.2,29,0,-6.1,-1.9,1.3,0,5,89,-4.2,0,-0.1,4.4,Shannon Brown,SG,67,2.4,0.7,MIA,13.1,-0.1,-0.016,0,advanced,2015
29.9,36,0.5,0.3,-1.3,16.5,0.6,35,1207,1.6,2.3,-0.4,17.6,Kobe Bryant,SG,68,2,9.1,LAL,34.9,0.7,0.006,0.2,advanced,2015
8,26,0.6,-2.8,-1.9,15.1,0.2,67,1286,-0.9,2.8,1.1,12.2,Chase Budinger,SF,69,1.7,8.8,MIN,16.3,-0.3,0.049,1.3,advanced,2015
3.2,23,0.9,-4,-0.4,16,0.3,36,338,-3.6,0.3,-0.2,6.2,Reggie Bullock,SF,70,1.5,8.3,TOT,10.9,-0.2,0.019,0.1,advanced,2015
25,22,0.5,-1.9,-1.9,8.7,1.6,76,2288,0,1.6,0.8,12.6,Trey Burke,PG,71,1.5,5.2,UTA,23.9,0.1,0.05,2.4,advanced,2015
15.2,23,0.4,-1.6,-1.1,12.1,0.6,27,899,-0.4,2.5,1.1,13,Alec Burks,SG,72,1,7.3,UTA,20.8,0.1,0.089,1.7,advanced,2015
7.3,34,0.2,-1.5,-0.5,12.2,1,78,1623,-1,1.4,1.3,9.3,Caron Butler,SF,73,1.4,6.6,DET,12.9,0.2,0.07,2.4,advanced,2015
14.4,25,1,4.7,0.6,11.2,3,65,2513,4.1,5.1,8.2,21.3,Jimmy Butler,SG,74,2.3,8.2,CHI,21.6,4.2,0.214,11.2,advanced,2015
6.5,35,1.2,-1.7,-0.8,12.4,1.6,75,1505,-0.8,2.1,1,11.4,Rasual Butler,SF,75,1,7.4,WAS,17.9,0.1,0.084,2.6,advanced,2015
18.4,25,0,-4.9,-3.3,9.3,0,6,123,-1.6,1.7,0.1,13.1,Dwight Buycks,PG,76,1.2,5.4,LAL,20.4,-0.1,0.027,0.1,advanced,2015
42.2,32,1.2,-9.1,-3.3,6.6,0.1,7,67,-5.8,3.4,-0.2,4.8,Will Bynum,SG,77,0.8,5,WAS,27.6,-0.1,-0.132,-0.2,advanced,2015
0,19,3.5,-18.9,-6.3,5,0,8,23,-12.6,5,-0.1,-1.8,Bruno Caboclo,SF,78,0,5,TOR,31.5,-0.1,-0.275,-0.1,advanced,2015
26.6,25,0.5,-0.3,1.8,11.8,1.5,58,838,-2.1,2.6,-0.4,12.3,Nick Calathes,SG,79,3.9,7.2,MEM,17.9,0.4,0.065,1.1,advanced,2015
25.6,33,0,-3.2,-2.6,9.8,0.1,42,1270,-0.5,1.7,0.8,11.3,Jose Calderon,PG,80,1.3,5.6,NYK,16.1,-0.4,0.033,0.9,advanced,2015
6.8,21,0.5,-1,-0.9,9.1,1.8,82,2587,-0.2,1.9,1.1,11.2,Kentavious Caldwell-Pope,SG,81,1.9,5.4,DET,19.5,0.6,0.052,2.8,advanced,2015
18.7,23,0.3,-2.2,-2.9,8.3,0.7,47,938,0.7,2.1,0.8,12.4,Isaiah Canaan,PG,82,1.5,5.1,TOT,21.6,-0.1,0.072,1.4,advanced,2015
3.6,20,7.8,-7.8,1,31.8,0.2,12,90,-8.8,12.3,-0.2,12.1,Clint Capela,C,83,0.6,22.1,HOU,21.3,-0.1,0.019,0,advanced,2015
8.3,28,0.7,2.9,0.5,13.8,2.8,70,2189,2.4,5.3,4.3,15.9,DeMarre Carroll,SF,84,2.2,9.7,ATL,16.9,2.7,0.154,7,advanced,2015
11.1,38,1.1,-1.4,-0.3,11.1,1.4,66,1091,-1.1,2.8,-0.5,9.6,Vince Carter,SG,85,2.1,7,MEM,19.9,0.2,0.043,1,advanced,2015
37.3,23,1.1,-0.7,0.9,15.3,2.9,66,2149,-1.6,3.2,-2.1,14.1,Michael Carter-Williams,PG,86,2.6,9,TOT,26.7,0.7,0.017,0.8,advanced,2015
11.8,26,0.5,-1.3,-1.3,15.9,0.6,67,1416,0,4.5,2,14.4,Omri Casspi,SF,87,1.1,10.4,SAC,18.7,0.3,0.091,2.7,advanced,2015
21,28,0.4,-1,-0.4,9,2,80,2368,-0.6,1.2,0.8,11.7,Mario Chalmers,PG,88,2.7,5.2,MIA,18.9,0.6,0.056,2.8,advanced,2015
5.3,32,3.2,4.2,2.3,27.4,3.1,75,2286,1.9,14.1,7.2,20.1,Tyson Chandler,C,89,0.9,20.7,DAL,12.8,3.6,0.216,10.3,advanced,2015
8.9,27,0.9,0.2,-0.4,17.2,1.5,78,2471,0.5,4.1,2.1,13.2,Wilson Chandler,SF,90,1.2,10.4,DEN,20.1,1.3,0.071,3.6,advanced,2015
16.4,23,1.1,-3.7,0.7,6.6,0.1,8,69,-4.4,1.7,-0.1,5.8,Will Cherry,PG,91,4.5,4.2,CLE,16.8,0,-0.021,0,advanced,2015
0,26,0,-16.3,-5.7,15.9,0,4,29,-10.6,8,-0.1,-2.6,Patrick Christopher,SG,92,1.8,12,UTA,20.6,-0.1,-0.15,-0.1,advanced,2015
5,27,3.5,-6.1,0.5,26.5,0.1,10,93,-6.6,1.2,-0.2,6.7,Earl Clark,PF,93,1.7,13.9,BRK,18.5,-0.1,-0.037,-0.1,advanced,2015
9.7,23,1.2,-2.8,-0.8,7.1,0.2,30,192,-2,2.4,0,8.8,Ian Clark,SG,94,2.4,4.8,TOT,16,0,0.05,0.2,advanced,2015
23.8,22,0.7,-0.3,-1.7,10.5,0.4,59,1476,1.4,4,2,16.9,Jordan Clarkson,PG,95,1.8,7.1,LAL,23,0.6,0.078,2.4,advanced,2015
1.9,26,0.9,-4.2,-1.3,23.5,0.1,10,76,-2.9,4.3,0,9.2,Victor Claver,SF,96,0.7,14.1,POR,14.1,0,0.086,0.1,advanced,2015
22.2,26,0.7,-3,-1.5,9.3,1,75,1831,-1.5,0.9,0.4,10.9,Norris Cole,PG,97,1.6,5.1,TOT,17.5,-0.5,0.036,1.4,advanced,2015
27.2,27,0.7,1.5,-1.3,8.7,0.8,45,1565,2.8,1.4,3,17.5,Darren Collison,PG,98,2.2,5.2,SAC,20.9,1.4,0.116,3.8,advanced,2015
11.6,34,1.8,0.1,1.2,15.3,1.2,66,1101,-1.1,8.9,1,11.2,Nick Collison,PF,99,1.6,12.2,OKC,12.8,0.6,0.097,2.2,advanced,2015
28,27,0.5,2.7,-0.5,9.2,2.7,70,2225,3.2,1.5,4.2,18.6,Mike Conley,PG,100,2.1,5.4,MEM,23.7,2.6,0.147,6.8,advanced,2015
1.8,23,2.8,-4,0.4,19.8,0.2,16,87,-4.4,13.3,0,11.4,Jack Cooley,PF,101,3.7,16.6,UTA,18,0,0.092,0.2,advanced,2015
9.9,30,1,-4.3,-1.5,11.7,0.8,50,828,-2.8,3.1,-0.9,7.4,Chris Copeland,SF,102,0.7,7.4,IND,21.3,-0.5,-0.008,-0.1,advanced,2015
