AST%_advanced,Age,BLK%_advanced,BPM_advanced,DBPM_advanced,DRB%_advanced,DWS_advanced,G_advanced,MP_advanced,OBPM_advanced,ORB%_advanced,OWS_advanced,PER_advanced,Player,Pos,Rk_advanced,STL%_advanced,TRB%_advanced,Tm,USG%_advanced,VORP_advanced,WS/48_advanced,WS_advanced,type,year
34.6,27,0.6,-1.1,-2,9.8,0.4,41,912,0.9,2.3,0.4,15,Jordan Farmar,PG,143,2,6.1,LAL,23.2,0.2,0.039,0.7,advanced,2014
5.2,25,4.3,-3.1,1.1,20.6,0.7,37,488,-4.2,9.5,-0.3,11,Vitor Faverani,C,144,1.5,14.9,BOS,18.6,-0.1,0.031,0.3,advanced,2014
7.3,22,3.8,0.7,1.4,23.7,2.3,73,2201,-0.8,10.1,2.9,19,Derrick Favors,PF,145,1.8,16.7,UTA,20.8,1.5,0.112,5.1,advanced,2014
18.2,23,0,-4.7,-3.5,15.1,0,7,38,-1.1,2.9,0,13.3,Carrick Felix,SG,146,0,8.9,CLE,23.2,0,0.057,0,advanced,2014
28.1,29,1.2,-0.9,-0.8,8.6,1.1,65,2017,-0.1,3.1,1.1,12.9,Raymond Felton,PG,147,2.1,5.7,NYK,18.2,0.5,0.053,2.2,advanced,2014
9.3,25,0.7,-2.9,0.9,16,0.4,30,322,-3.9,5.4,0,8.6,Landry Fields,SF,148,1.6,10.7,TOR,12.4,-0.1,0.057,0.4,advanced,2014
11.6,39,0.2,-0.5,-0.5,8.3,1.7,81,1428,0,1,1.4,10.1,Derek Fisher,SG,149,2.5,4.8,OKC,13.7,0.5,0.103,3.1,advanced,2014
11.6,21,0.3,-2.5,-1.6,12.1,0.8,76,1503,-0.9,2.4,0.6,10.3,Evan Fournier,SG,150,1.1,7.3,DEN,19.7,-0.2,0.043,1.4,advanced,2014
17.7,30,1.2,0.9,-1,8.5,1.3,81,2485,1.9,1.6,3.3,13.3,Randy Foye,SG,151,1.3,5,DEN,18.8,1.8,0.089,4.6,advanced,2014
5.4,22,1,-5.4,-0.2,14,0.2,21,161,-5.1,2.9,-0.2,4.7,Jamaal Franklin,SG,152,1.3,8.5,MEM,14.6,-0.1,-0.002,0,advanced,2014
22.2,24,0.5,-2.4,-3,9.7,0.3,49,519,0.6,1.7,0.5,15.8,Jimmer Fredette,SG,153,1.4,5.7,TOT,24.3,0,0.078,0.8,advanced,2014
7.1,26,2.1,-0.7,1.1,17.6,0.7,52,727,-1.8,13.2,0.7,11.3,Joel Freeland,C,154,0.7,15.4,POR,12.4,0.2,0.093,1.4,advanced,2014
6.4,30,2.1,1.1,0.2,16.6,2.4,82,2312,0.9,3.6,2.9,13.2,Channing Frye,PF,155,1.3,10.1,PHO,17.3,1.8,0.109,5.3,advanced,2014
8.6,32,2.3,-0.2,0.1,9.8,0.9,55,1083,-0.3,2.3,0.8,9.3,Francisco Garcia,SF,156,1.2,6.3,HOU,13.5,0.5,0.078,1.8,advanced,2014
12.4,37,3,-1.9,2.8,32.1,1.9,54,1109,-4.7,6.5,-0.7,13.3,Kevin Garnett,C,157,2,19.3,BRK,18.9,0,0.054,1.2,advanced,2014
17.6,25,0.4,-5.2,-1.2,9.8,0.3,71,1048,-4,1.2,-1.1,7.1,Diante Garrett,PG,158,2.1,5.3,UTA,15.1,-0.8,-0.036,-0.8,advanced,2014
17.7,29,3.2,2.9,2.9,20.5,3.1,59,1970,0,5,2.6,18.2,Marc Gasol,C,159,1.6,12.7,MEM,21.7,2.4,0.137,5.6,advanced,2014
18.7,33,3.5,0.6,1.6,25.9,1.7,60,1884,-1,7,1.3,19.3,Pau Gasol,C,160,0.7,16.4,LAL,26.4,1.3,0.076,3,advanced,2014
15.1,27,1.8,0.9,0.3,14.8,2.5,73,2531,0.6,5,2.3,18.3,Rudy Gay,SF,161,1.9,9.8,TOT,27.6,1.8,0.091,4.8,advanced,2014
6.9,26,1.2,-2.6,0.7,12.8,1,65,1020,-3.3,3.8,-0.1,8.6,Alonzo Gee,SF,162,2,8.2,CLE,13.4,-0.2,0.041,0.9,advanced,2014
17.9,23,0.6,4.7,1.8,17.7,6.4,80,2898,2.9,2.6,4.4,20.1,Paul George,SF,163,2.7,10.5,IND,28.3,4.9,0.178,10.8,advanced,2014
7.3,28,3.7,-1.1,1.4,17.1,4.4,82,2351,-2.6,9.8,1.4,16,Taj Gibson,PF,164,0.9,13.5,CHI,23,0.5,0.117,5.7,advanced,2014
29,36,0.8,4,0.4,12,2.4,68,1550,3.6,2.3,3.3,20,Manu Ginobili,SG,165,2.3,7.3,SAS,24.7,2.4,0.176,5.7,advanced,2014
2.4,21,7.4,-4.3,1.8,28.5,0.6,45,434,-6.1,13.1,-0.2,12.9,Rudy Gobert,C,166,1,20.6,UTA,14.2,-0.3,0.045,0.4,advanced,2014
4.1,31,0,-9.6,-2.4,12.7,0,5,34,-7.2,0,-0.1,0.2,Ryan Gomes,SF,167,0,6.6,OKC,11.7,-0.1,-0.039,0,advanced,2014
6.3,32,1.5,-0.9,-0.8,23,0.6,22,395,-0.2,10.7,0.9,18.4,Drew Gooden,C,168,1.3,16.7,WAS,19.7,0.1,0.173,1.4,advanced,2014
5.7,19,1.6,-4.3,-0.4,13,0.5,52,533,-3.9,5.3,-0.3,10.3,Archie Goodwin,SG,169,1.9,9.2,PHO,19.4,-0.3,0.018,0.2,advanced,2014
12.2,30,0.6,-6.8,-1,9.8,0.3,19,279,-5.9,1.2,-0.7,6.4,Ben Gordon,SG,170,1.9,5.5,CHA,22.9,-0.3,-0.058,-0.3,advanced,2014
16.6,25,0.5,-1.2,-2.5,7.7,0.5,64,2057,1.2,1.7,2,14.9,Eric Gordon,SG,171,1.9,4.7,NOP,23.2,0.4,0.058,2.5,advanced,2014
8.4,29,3.8,1,2.1,25.1,4,81,2655,-1.1,8.7,4.1,17.6,Marcin Gortat,C,172,0.8,16.7,WAS,18.2,2,0.146,8.1,advanced,2014
7.8,30,1.5,-2.8,-0.6,12.9,1.2,41,847,-2.2,4.3,0.1,10.9,Danny Granger,SF,173,0.7,8.8,TOT,20.5,-0.2,0.073,1.3,advanced,2014
9.1,29,1.8,-2.6,1.7,22.3,0.4,37,355,-4.3,13.2,-0.3,7.8,Aaron Gray,C,174,1.4,17.7,TOT,12.5,-0.1,0.016,0.1,advanced,2014
8.9,26,2.7,3.3,2.1,13.4,2.8,68,1651,1.2,1.8,1.4,13.9,Danny Green,SG,175,2,7.8,SAS,16.7,2.2,0.122,4.2,advanced,2014
11.9,23,3,2.8,4.4,19.3,3.8,82,1797,-1.6,5.3,0.7,12.7,Draymond Green,SF,176,2.8,12.4,GSW,14.8,2.2,0.119,4.5,advanced,2014
8.6,28,1.4,1,-1.4,10.9,1.9,82,2330,2.4,2.3,4.2,16.5,Gerald Green,SG,177,1.5,6.6,PHO,23.6,1.8,0.126,6.1,advanced,2014
8.4,27,1.3,-2.1,-1.3,13.6,2,82,2805,-0.7,2.1,1.3,13.1,Jeff Green,SF,178,1,7.7,BOS,23.6,0,0.057,3.3,advanced,2014
8.3,32,1,-3.4,-0.8,8.2,0.7,55,869,-2.6,1.6,-0.2,7.1,Willie Green,SG,179,1.3,5,LAC,16.3,-0.3,0.028,0.5,advanced,2014
19.2,24,1.4,4.6,1.6,21.2,4.1,80,2863,3,7.7,8.1,23.9,Blake Griffin,PF,180,1.6,14.7,LAC,29,4.8,0.205,12.2,advanced,2014
19.4,25,0.3,-3.4,-0.8,9.3,0.2,15,244,-2.6,1.5,0.1,8.7,Jorge Gutierrez,PG,181,2.2,5.4,BRK,14.1,-0.1,0.048,0.2,advanced,2014
7.9,23,1.5,-1,-0.1,17.1,1.1,60,1019,-0.9,3.5,0.4,12.7,Jordan Hamilton,SF,182,2.1,10.4,TOT,18.7,0.3,0.073,1.6,advanced,2014
0,23,0,-4,-2.8,5,0.1,8,72,-1.2,7.2,0.1,11.9,Justin Hamilton,C,183,3.6,6.1,TOT,17.4,0,0.089,0.1,advanced,2014
2.7,28,1.6,-1.8,-0.2,20,1.4,64,978,-1.7,14.2,1.7,14.2,Tyler Hansbrough,PF,184,1.5,17.1,TOR,15.1,0,0.149,3,advanced,2014
5.8,21,0.3,-2.3,-3.5,6.6,0.4,81,1875,1.3,1.2,2.7,12.7,Tim Hardaway,SG,185,1.2,3.8,NYK,19.6,-0.1,0.08,3.1,advanced,2014
27.3,24,0.8,5.7,-0.5,10.7,2.7,73,2777,6.2,2.6,10.1,23.5,James Harden,SG,186,2.1,6.9,HOU,27.8,5.4,0.221,12.8,advanced,2014
6.4,20,2,-0.1,1.4,11.4,2.1,80,1950,-1.6,4,0.6,11.8,Maurice Harkless,SF,187,2.5,7.7,ORL,14.8,0.9,0.068,2.8,advanced,2014
6.9,24,3.8,-0.2,0.2,16.7,0.2,32,317,-0.5,9.8,0.5,13.4,Josh Harrellson,C,188,1,13.1,DET,12.8,0.1,0.108,0.7,advanced,2014
8.7,33,0,-4.6,-2.4,15,0.5,34,511,-2.2,3.3,-0.2,9.7,Al Harrington,PF,189,1.4,9.1,WAS,22.7,-0.3,0.035,0.4,advanced,2014
31,30,0.2,-1.6,-2.1,10.8,0.4,40,818,0.5,1.1,1.2,14.6,Devin Harris,PG,190,1.8,6,DAL,20.2,0.1,0.094,1.6,advanced,2014
11.4,24,0,-0.9,2.7,0,0,2,11,-3.7,9.7,0,7.6,Elias Harris,SF,191,4.4,4.9,LAL,4,0,0.018,0,advanced,2014
9.5,24,0.4,-4.9,-2,16,0.1,9,180,-2.9,4.1,-0.1,10.9,Manny Harris,SG,192,1.1,10.1,LAL,20.4,-0.1,0.002,0,advanced,2014
3.6,30,2.4,-0.7,0.6,9.5,0.2,20,225,-1.4,7.4,0.3,15.3,Mike Harris,PF,193,3.7,8.4,UTA,17.1,0.1,0.116,0.5,advanced,2014
7.7,21,1,-1.7,-1,20.6,1.7,61,1850,-0.7,5.4,2.4,16.5,Tobias Harris,PF,194,1.1,13,ORL,22.2,0.1,0.107,4.1,advanced,2014
2.9,33,2,-4.9,-0.7,24.7,0.8,46,653,-4.1,8.4,0.3,10.5,Udonis Haslem,PF,195,0.9,16.8,MIA,13.9,-0.5,0.083,1.1,advanced,2014
15.8,25,3.1,0.5,0.9,24.2,2.3,80,2470,-0.4,5.6,2.2,15.7,Spencer Hawes,C,196,0.9,14.6,TOT,19.6,1.6,0.088,4.5,advanced,2014
6.8,30,1.3,-0.6,2.5,21.8,1.2,61,754,-3.1,10.5,0.2,10,Chuck Hayes,C,197,2.3,16.1,TOT,10.4,0.3,0.086,1.4,advanced,2014
24.1,23,1.1,1,0,14,1.5,77,2800,1,2.5,2.2,16.2,Gordon Hayward,SF,198,2.1,8,UTA,23.1,2.1,0.062,3.6,advanced,2014
13.9,26,1,-1.7,0,12.9,2.8,77,2461,-1.7,1.4,0.8,13.1,Gerald Henderson,SG,199,1.1,7.1,CHA,22.1,0.2,0.071,3.6,advanced,2014
8.8,22,0.6,-3.6,-1.4,10.5,0.5,43,908,-2.2,2.9,-0.1,12.3,Xavier Henry,SF,200,2.4,6.7,LAL,23.1,-0.4,0.017,0.3,advanced,2014
10.9,23,5.1,0.3,1.4,20.8,1.5,70,1856,-1,10.2,1.7,17.9,John Henson,PF,201,1.2,15.3,MIL,20.3,1.1,0.084,3.3,advanced,2014
6.2,27,5.7,-0.2,3.3,15,5,81,2409,-3.4,9.9,0.5,13.5,Roy Hibbert,C,202,0.6,12.5,IND,19.4,1.1,0.108,5.4,advanced,2014
8.4,25,2,-0.8,0.8,24.8,2.1,69,1859,-1.7,11.9,1.3,16.2,JJ Hickson,PF,203,1.2,18.3,DEN,20.8,0.6,0.086,3.3,advanced,2014
16.3,31,2.5,0.2,1.8,17.3,2.4,53,1560,-1.6,4.7,0.8,16.6,Nene Hilario,PF,204,2.1,10.9,WAS,24,0.9,0.098,3.2,advanced,2014
17.2,27,0.7,2.4,1.4,10.1,4,76,2434,1,2.6,3.8,13.4,George Hill,PG,205,1.6,6.5,IND,14.8,2.7,0.154,7.8,advanced,2014
5.9,26,3.1,-0.7,-0.2,24.3,1.3,72,1500,-0.5,13.8,3.1,19.3,Jordan Hill,PF,206,0.9,19,LAL,19.7,0.5,0.141,4.4,advanced,2014
7.9,22,0.7,-2.3,1,15.2,0.4,28,226,-3.3,4.7,0,7.6,Solomon Hill,SF,207,1.1,10.2,IND,11.3,0,0.08,0.4,advanced,2014
22.6,33,1,-0.8,0.5,8.5,3.3,73,2116,-1.3,1.7,0.4,10.8,Kirk Hinrich,PG,208,2,5.2,CHI,17.3,0.6,0.085,3.8,advanced,2014
38.9,23,0.9,0.7,-0.8,11.8,0.7,34,1143,1.5,2.8,0.8,17.1,Jrue Holiday,PG,209,2.6,7.2,NOP,23.3,0.8,0.064,1.5,advanced,2014
2.4,29,4.9,-0.3,1.7,13.1,0.6,61,482,-2,7.4,0.7,11.9,Ryan Hollins,PF,210,0.9,10.4,LAC,11.5,0.2,0.126,1.3,advanced,2014
18.8,24,0,-17.2,-4.3,0,0,2,7,-12.9,0,-0.1,-6.5,Scotty Hopson,SG,211,7.4,0,CLE,31.1,0,-0.412,-0.1,advanced,2014
15.2,27,3.6,2.8,2,21.4,1.3,29,958,0.8,8,1.5,22,Al Horford,C,212,1.4,14.8,ATL,24.7,1.1,0.141,2.8,advanced,2014
9.3,28,4,1.9,2.2,27.9,4.1,71,2396,-0.3,11.4,4,21.3,Dwight Howard,C,213,1.2,20.1,HOU,24,2.4,0.161,8,advanced,2014
5,24,0.2,-2.1,-0.7,16.6,0.6,53,655,-1.4,5.7,0.6,9.6,Robbie Hummel,SF,214,1.2,11,MIN,12.6,0,0.084,1.1,advanced,2014
8.2,28,3.4,0,1.2,24,1.8,69,1376,-1.2,10.2,2.3,18.2,Kris Humphries,PF,215,1.2,16.9,BOS,19,0.7,0.143,4.1,advanced,2014
5.2,24,6.7,1.9,2.3,19.6,4.4,81,2666,-0.4,10,5.2,19.6,Serge Ibaka,PF,216,0.7,15,OKC,19.8,2.6,0.173,9.6,advanced,2014
18.2,30,0.7,3,2.5,12.6,3.1,63,2040,0.5,2.9,2.7,13.7,Andre Iguodala,SF,217,2.3,7.8,GSW,13.3,2.6,0.135,5.8,advanced,2014
8.4,26,0.4,-3.2,-2.1,18.8,0.8,55,1478,-1.1,8,0.9,13.8,Ersan Ilyasova,PF,218,1.6,13.3,MIL,21.3,-0.5,0.053,1.6,advanced,2014
31.6,21,0.8,3.2,-0.9,9.5,2.1,71,2496,4.1,2.3,4.6,20.1,Kyrie Irving,PG,219,2.2,5.8,CLE,28.2,3.3,0.128,6.7,advanced,2014
0,32,0,-24.7,-6.6,21.5,0,2,5,-18.1,0,0,-16.5,Royal Ivey,SG,220,0,11.3,OKC,17.7,0,-0.362,0,advanced,2014
22.7,30,0.8,-2.3,-0.9,10.3,1.4,80,2252,-1.4,1.1,0.9,11.5,Jarrett Jack,PG,221,1.3,5.6,CLE,17.8,-0.2,0.049,2.3,advanced,2014
23.1,23,0.3,-0.4,-0.5,12.8,2.6,80,2277,0.1,2.2,2.3,15.4,Reggie Jackson,PG,222,1.9,7.8,OKC,22.6,0.9,0.104,4.9,advanced,2014
6.2,35,0.7,-5.9,0.9,8,0.1,9,107,-6.8,2.2,-0.3,0.1,Stephen Jackson,SF,223,2.8,5.2,LAC,13.9,-0.1,-0.099,-0.2,advanced,2014
2.8,28,4.5,-3.7,1.1,21.2,0.2,30,146,-4.8,12,0,8.5,Bernard James,C,224,1.1,16.6,DAL,11.8,-0.1,0.04,0.1,advanced,2014
7.5,26,1.4,-5.5,1.2,23.8,0.1,5,50,-6.7,2.4,-0.1,4.1,Damion James,G-F,225,0,13.5,SAS,9.8,0,0.01,0,advanced,2014
32,29,0.8,8.9,0.9,18.9,3.7,77,2902,8,3.6,12.3,29.3,LeBron James,PF,226,2.2,11.5,MIA,31,8,0.264,15.9,advanced,2014
34.1,38,0,-10.6,-2.1,10.2,0.1,11,77,-8.6,0,-0.2,1.5,Mike James,PG,227,1.4,5.2,CHI,16.1,-0.2,-0.073,-0.1,advanced,2014
4.1,37,0.9,-6,-1.4,19.9,0.4,22,248,-4.6,4.2,-0.3,7.8,Antawn Jamison,PF,228,1.8,12.3,LAC,19.6,-0.2,0.019,0.1,advanced,2014
2.8,28,0,-5.2,-1.5,18.7,0,6,47,-3.7,2.5,0,6.9,Othyus Jeffers,SG,229,0,10.7,TOT,8.3,0,0.082,0.1,advanced,2014
12.8,29,2.4,1.8,1.5,28.3,4.7,73,2553,0.3,6.9,3.1,22.7,Al Jefferson,C,230,1.4,17.5,CHA,29.3,2.5,0.146,7.8,advanced,2014
9.6,33,0.5,-1.4,-1.7,10.8,0.4,82,2213,0.3,0.9,2.3,11.8,Richard Jefferson,SF,231,1.3,5.7,UTA,16.9,0.3,0.058,2.7,advanced,2014
10.4,22,0.5,-7.5,-1.8,13.8,0.1,13,158,-5.7,2.2,-0.2,4.7,John Jenkins,SG,232,0.3,8.1,ATL,15.8,-0.2,-0.043,-0.1,advanced,2014
34.4,24,0.2,-0.5,-2.6,7.8,0.9,80,2728,2.1,2.2,3,15.6,Brandon Jennings,PG,233,1.9,4.9,DET,23.4,1,0.068,3.9,advanced,2014
7.8,26,0.6,-2.1,-1.4,19.3,0.5,64,741,-0.7,7.2,1,13.4,Jonas Jerebko,PF,234,1.4,12.9,DET,16,0,0.092,1.4,advanced,2014
8.7,26,3.2,2.6,2.4,17.6,3.1,77,2214,0.2,9,3.2,15.4,Amir Johnson,PF,235,1.3,13.3,TOR,16.4,2.6,0.136,6.3,advanced,2014
18.2,26,5,4.5,3.2,13.2,1.6,52,956,1.3,7.4,1.4,18.5,James Johnson,SF,237,2.3,10.3,MEM,20,1.6,0.15,3,advanced,2014
15,32,0.3,-0.1,-2.2,10.3,1,79,2575,2,2.2,3.9,15.5,Joe Johnson,SG,238,1,6.3,BRK,22.3,1.2,0.091,4.9,advanced,2014
7.7,24,0.4,-6.2,-0.9,12.6,0.5,45,392,-5.2,2.7,-0.5,5.3,Orlando Johnson,SG,239,0.8,7.9,TOT,16.2,-0.4,0.008,0.1,advanced,2014
8.2,26,2.5,0.2,1.3,13.3,1.5,79,2240,-1.1,3.3,0.4,11,Wesley Johnson,SF,240,1.9,8.3,LAL,15.1,1.2,0.041,1.9,advanced,2014
8.5,24,0,-25.5,-3,15,0,3,15,-22.4,0,-0.2,-23,Darius Johnson-Odom,SG,241,3.2,7.2,PHI,27.9,-0.1,-0.661,-0.2,advanced,2014
5.8,33,1.5,0,-2.8,10.8,0.1,20,236,2.9,1.1,0.6,15.4,James Jones,SF,242,0.7,6.1,MIA,15.6,0.1,0.147,0.7,advanced,2014
4.9,22,2,-2.5,-0.5,12.1,0.8,62,764,-2,4.3,0.7,10.1,Perry Jones,PF,243,0.9,8.4,OKC,12.8,-0.1,0.094,1.5,advanced,2014
3.4,29,1.8,-5.5,-0.2,10.7,0.1,11,85,-5.3,10.6,0,5.8,Solomon Jones,PF,244,1.2,10.7,ORL,11.1,-0.1,0.013,0,advanced,2014
7,22,3.5,2.2,1.3,18.5,2.7,76,2078,0.9,9.2,4.6,19.1,Terrence Jones,PF,245,1.3,14.1,HOU,18.3,2.2,0.169,7.3,advanced,2014
3.7,25,5.4,4.1,4.2,29.3,5.8,82,2870,-0.1,13.3,5.3,18.2,DeAndre Jordan,C,246,1.4,21.6,LAC,12.4,4.4,0.186,11.1,advanced,2014
17.2,22,1.1,0.6,0.6,8.7,1.3,68,936,0,4,1.6,14.7,Cory Joseph,SG,247,1.9,6.4,SAS,16.9,0.6,0.148,2.9,advanced,2014
14.1,31,3.9,-2.4,0.7,25.4,0.7,39,736,-3.1,7.8,-0.2,17,Chris Kaman,C,248,0.7,16.6,LAL,26.7,-0.1,0.036,0.5,advanced,2014
6.4,21,1.5,-3.9,-1.8,20.9,0.9,80,2138,-2.1,11.6,1.3,15.6,Enes Kanter,C,249,0.7,16.1,UTA,23.3,-1,0.05,2.2,advanced,2014
5.6,20,0.5,-7.5,-1.6,11.8,0.1,22,156,-5.9,0,-0.2,2.3,Sergey Karasev,SF,250,1,5.8,CLE,14.4,-0.2,-0.041,-0.1,advanced,2014
10.7,22,2.5,-0.2,0.3,14.4,0.7,59,1312,-0.5,3.4,1.5,12.6,Ryan Kelly,PF,251,1.2,8.9,LAL,15.9,0.6,0.081,2.2,advanced,2014
5.4,20,2.1,-0.9,1.7,16.2,2.2,62,1502,-2.7,8.2,0.9,12,Michael Kidd-Gilchrist,SF,252,1.5,12.2,CHA,15.2,0.4,0.098,3.1,advanced,2014
13.1,32,1.9,-0.1,1.8,12.7,0.9,45,857,-1.9,7.7,0.4,12.4,Andrei Kirilenko,PF,253,2.4,10.2,BRK,14.6,0.4,0.07,1.3,advanced,2014
26.6,22,0.6,-0.9,-2.9,10.3,0.4,72,2400,2,2.1,2.4,16.5,Brandon Knight,PG,254,1.5,6.1,MIL,26.8,0.7,0.055,2.8,advanced,2014
13.3,32,0.8,2.2,0.2,12.4,2,71,2408,2,1.1,3.9,13.5,Kyle Korver,SG,255,1.5,6.8,ATL,14.2,2.5,0.118,5.9,advanced,2014
4.7,24,4.4,-0.9,1.2,22.7,2.2,80,1349,-2.1,14,1.3,16.5,Kosta Koufos,C,256,1.3,18.4,MEM,19.4,0.4,0.124,3.5,advanced,2014
2.5,26,1.3,-7.2,-3.1,15.2,0,20,59,-4.1,17.2,0,10.5,Viacheslav Kravtsov,C,257,0,16.2,PHO,18.3,-0.1,0.027,0,advanced,2014
2.9,23,3.3,-5.2,2.3,12.8,0.1,21,92,-7.5,12.1,-0.2,3.4,Ognjen Kuzmic,C,258,1.6,12.5,GSW,13.3,-0.1,-0.025,0,advanced,2014
9.3,22,0.1,-4.6,-2.4,6.7,0.2,53,695,-2.2,1.3,0.3,7.5,Doron Lamb,SG,259,0.8,4,ORL,13.3,-0.4,0.036,0.5,advanced,2014
11.8,21,1.4,-1.2,-0.9,11.3,1.8,78,1538,-0.3,2.1,1.4,13.4,Jeremy Lamb,SG,260,1.8,6.9,OKC,20.1,0.3,0.102,3.3,advanced,2014
3.4,30,0.3,-4.9,-1.9,20.6,0.1,18,233,-3,7.2,0.3,11.2,Carl Landry,PF,261,0.7,13.8,SAC,14.5,-0.2,0.088,0.4,advanced,2014
20.4,21,0.2,-4.7,-1.2,7.3,0.3,48,489,-3.5,2.6,-0.4,8.3,Shane Larkin,PG,262,2.7,5,DAL,17.4,-0.3,-0.01,-0.1,advanced,2014
38.2,26,0.3,1.7,-1.2,8.5,1.5,62,2222,2.9,1.9,4.8,19,Ty Lawson,PG,263,2.2,5.2,DEN,22.7,2.1,0.136,6.3,advanced,2014
9.5,21,0,-7.2,-5.6,7,0,11,33,-1.6,0,0,12.7,Ricky Ledo,SG,264,1.6,3.5,DAL,28.6,0,0.024,0,advanced,2014
9.3,28,1.2,0.4,-0.1,9.5,1.9,79,1973,0.5,1.7,2.8,13.8,Courtney Lee,SG,265,1.7,5.6,TOT,17,1.2,0.114,4.7,advanced,2014
10.9,30,0.9,0.8,0.8,21.6,3.5,69,2288,-0.1,8.8,4.1,19.1,David Lee,PF,266,1,15.3,GSW,24.3,1.6,0.16,7.6,advanced,2014
1.6,20,3.8,-5.9,-0.2,18.6,0.4,42,362,-5.7,12.1,-0.2,7.3,Alex Len,C,267,0.6,15.3,PHO,14.3,-0.4,0.024,0.2,advanced,2014
10.4,22,1.9,5.8,3.4,18.9,3.9,66,1923,2.3,4.6,3.8,19.4,Kawhi Leonard,SF,268,3,12.1,SAS,18.3,3.8,0.193,7.7,advanced,2014
7.3,21,1,-3.3,0.4,25.5,0.5,40,355,-3.6,8,0.2,9.4,Meyers Leonard,C,269,1,16.8,POR,14.2,-0.1,0.086,0.6,advanced,2014
5.2,24,1.7,-1.6,-0.9,22.4,0.9,49,642,-0.6,6.8,1.1,17.6,Jon Leuer,PF,270,1.5,14.6,MEM,21.1,0.1,0.149,2,advanced,2014
8.5,34,0.7,0.1,0.2,10.7,1.1,60,971,-0.2,3.2,0.5,10.7,Rashard Lewis,SF,271,2.9,7.1,MIA,14.1,0.5,0.083,1.7,advanced,2014
0,25,0,24.8,-23.1,0,0,1,1,47.8,100,0,129.1,DeAndre Liggins,SG,272,0,62.8,MIA,47.8,0,2.123,0,advanced,2014
25.1,23,0.5,2.7,-1.7,9.2,1.8,82,2937,4.4,1.3,7.8,18.6,Damian Lillard,PG,273,1.1,5.3,POR,25,3.5,0.157,9.6,advanced,2014
22.3,25,1,-0.4,-1,7.8,1.6,71,2054,0.6,2,2.8,14.3,Jeremy Lin,PG,274,1.6,5.1,HOU,20.4,0.8,0.103,4.4,advanced,2014
20.1,28,1.3,0.6,1.1,10.8,1.8,76,1974,-0.5,4.1,2.6,14.5,Shaun Livingston,PG,275,2.5,7.5,BRK,16.1,1.3,0.108,4.4,advanced,2014
6.1,25,4.8,1.1,-0.7,14.1,0.5,17,533,1.8,8.8,1.9,25.4,Brook Lopez,C,276,0.9,11.5,BRK,27.1,0.4,0.211,2.3,advanced,2014
4.2,25,3.7,3,1.6,15.3,2.6,82,2603,1.4,13.6,7,17.7,Robin Lopez,C,277,0.5,14.5,POR,14,3.3,0.176,9.5,advanced,2014
21.4,25,1,8.4,1.2,29.5,3.7,77,2797,7.2,8.5,10.6,26.9,Kevin Love,PF,278,1,18.7,MIN,28.8,7.3,0.245,14.3,advanced,2014
34.7,27,0.4,5.9,0.1,11.5,3.3,79,2862,5.8,3.6,8.4,20.1,Kyle Lowry,PG,279,2.2,7.5,TOR,22.9,5.7,0.197,11.7,advanced,2014
11.1,31,0,-7,-3.3,5.4,0,42,591,-3.7,2.3,-0.7,5.2,John Lucas III,PG,280,1.2,3.8,UTA,17,-0.7,-0.058,-0.7,advanced,2014
28.8,23,0.1,-2.4,-1.7,10.7,1.2,73,1490,-0.7,1.6,1.2,13.2,Shelvin Mack,PG,281,1.7,6.2,ATL,19,-0.1,0.074,2.3,advanced,2014
2.9,27,4.4,0.3,3.6,12.9,2.7,77,1248,-3.3,10.1,0.7,10.2,Ian Mahinmi,C,282,1.7,11.6,IND,11.4,0.7,0.129,3.3,advanced,2014
7.6,35,1.3,1.1,1.1,17.4,2.1,76,2409,0,6.4,2.2,13.7,Shawn Marion,SF,283,1.9,11.9,DAL,15.7,1.9,0.086,4.3,advanced,2014
44.3,22,0.2,-4.5,-3.2,9.6,0.3,54,1564,-1.3,1,0.6,12.6,Kendall Marshall,PG,284,1.5,5.3,LAL,16.3,-1,0.029,0.9,advanced,2014
5.9,29,0.6,-2.8,-1.5,12.8,0.8,59,870,-1.2,1.7,0.5,11,Cartier Martin,SF,285,1.6,7.3,TOT,17.1,-0.2,0.07,1.3,advanced,2014
11.9,36,3.8,1.1,3.1,18.7,0.7,32,633,-2,6.5,0.5,12.2,Kenyon Martin,PF,286,2.1,12.5,NYK,11.6,0.5,0.09,1.2,advanced,2014
9.2,30,0.2,-0.6,-2,8.7,1.5,68,2177,1.4,1.7,3.8,16.3,Kevin Martin,SG,287,1.5,5.1,MIN,25,0.8,0.117,5.3,advanced,2014
10.5,33,0.3,-3.4,-2.4,9.8,0.2,25,260,-1,0.5,0.1,8.2,Roger Mason,SG,288,1.2,5.3,MIA,14.5,-0.1,0.055,0.3,advanced,2014
10.9,27,0.4,2.4,-0.9,9.1,1.9,82,2780,3.4,2,6.3,15.7,Wesley Matthews,SG,289,1.4,5.6,POR,19.6,3.1,0.142,8.2,advanced,2014
2.8,30,3.2,-5,0.3,13.5,0.4,34,488,-5.3,6.5,-0.1,8.1,Jason Maxiell,PF,290,0.8,10,ORL,12.4,-0.4,0.029,0.3,advanced,2014
