pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
SI,4/24/18,90.2,2.5272,5.7146,Marco Gonzales,547989,594835,null,called_strike,,,,,9,null,R,R,L,CWS,SEA,S,null,null,0,0,2018,1.2128,1.3594,0.328,2.0091,null,null,null,0,4,Bot,null,null,,,572287,,180424_221549,-8.12,-130.9412,-6.1251,15.8835,30.4157,-15.2799,3.4173,1.5409,null,null,null,90.239,2405,6.673,529757,594835,572287,596129,429664,572122,516416,592325,543829,571745,53.8264,null,null,null,null,null,null,null,28,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard
SI,8/13/18,90.2,2.6248,6.0383,Marco Gonzales,656305,594835,null,ball,,,,,12,null,R,R,L,OAK,SEA,B,null,null,0,0,2018,1.2034,0.9546,1.7872,3.5902,null,null,null,1,1,Bot,null,null,,,572287,,180814_021706,-4.6074,-131.3132,-2.1453,14.7907,27.7647,-20.9858,3.6854,1.7731,null,null,null,89.995,2218,6.134,531192,594835,572287,592387,461865,572122,516416,457727,628338,571745,54.3639,null,null,null,null,null,null,null,6,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
FF,4/29/18,90.2,2.3796,5.4618,Marco Gonzales,475174,594835,null,called_strike,,,,,8,null,R,L,L,CLE,SEA,S,null,null,0,0,2018,0.9093,1.2612,-0.2265,2.0006,null,null,null,2,6,Bot,null,null,,,572287,,180429_185857,-8.4833,-131.1367,-5.3767,12.3921,27.7694,-16.5387,3.48,1.5602,null,null,null,90.701,2313,6.647,529826,594835,572287,592387,429664,572122,516416,592325,543829,571745,53.8529,null,null,null,null,null,null,null,53,1,4-Seam Fastball,2,6,2,6,6,2,2,6,Infield shift,Standard
SI,5/12/18,90.2,2.3975,5.733,Marco Gonzales,600869,594835,null,ball,,,,,12,null,R,R,L,DET,SEA,B,null,null,1,1,2018,1.2826,1.0004,1.3528,3.8969,null,null,null,0,3,Bot,null,null,,,572287,,180512_205130,-5.2474,-131.2152,-0.7164,15.7241,26.8953,-20.8294,3.5857,1.7375,null,null,null,89.754,2269,5.961,529997,594835,572287,592387,429664,572122,516416,628338,543829,571745,54.538,null,null,null,null,null,null,null,21,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
SI,8/22/17,90.2,2.477,5.3779,Marco Gonzales,608371,594835,null,blocked_ball,,,,,13,null,R,R,L,ATL,SEA,B,null,null,1,0,2017,0.8279,1.0621,-0.6895,0.7026,null,null,621020,2,4,Bot,null,null,,,572287,,null,-9.495,-130.7232,-7.8285,11.2088,24.3002,-18.8112,3.6294,1.3984,null,null,null,89.726,2209,5.954,491977,594835,572287,475174,429664,572122,516416,592325,571745,443558,54.5468,null,null,null,null,null,null,null,33,2,Sinker,1,0,1,0,0,1,1,0,Strategic,Standard
SI,5/23/18,90.2,2.5143,5.816,Marco Gonzales,620439,594835,null,swinging_strike,,,,,3,null,R,R,L,OAK,SEA,S,null,null,0,0,2018,1.3511,1.0243,0.603,2.972,null,null,null,2,5,Bot,null,null,,,572287,,180524_032351,-7.6341,-131.1285,-3.2572,17.2349,29.1143,-19.8936,3.5348,1.3511,null,null,null,90.076,2207,6.379,530145,594835,572287,592387,493596,572122,516416,592325,628338,607430,54.1194,null,null,null,null,null,null,null,37,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard
FF,8/3/18,90.2,2.506,5.8032,Marco Gonzales,545341,594835,null,called_strike,,,,,6,null,R,R,L,SEA,TOR,S,null,null,0,0,2018,0.7624,1.7847,0.3036,2.1659,null,null,null,0,1,Top,null,null,,,572287,,180804_021049,-7.0332,-131.1021,-6.8285,10.1096,25.3167,-10.5805,2.9518,1.3583,null,null,null,90.004,2350,6.041,531063,594835,572287,592387,543829,572122,516416,628338,457727,571745,54.4593,null,null,null,null,null,null,null,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
SI,8/13/18,90.2,2.5894,5.9505,Marco Gonzales,572039,594835,null,ball,,,,,12,null,R,R,L,OAK,SEA,B,null,null,0,1,2018,1.1703,0.9804,1.6242,3.2009,null,null,null,0,2,Bot,null,null,,,572287,,180814_023624,-4.8453,-131.2455,-2.9445,14.4314,27.2956,-20.5392,3.4219,1.6633,null,null,null,89.954,2150,6.102,531192,594835,572287,592387,461865,572122,516416,457727,628338,571745,54.3962,null,null,null,null,null,null,null,14,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard
SI,7/29/18,90.2,2.4998,5.7794,Marco Gonzales,405395,594835,null,ball,,,,,7,null,R,R,L,LAA,SEA,B,null,null,0,0,2018,1.1035,1.2065,-0.2777,1.6527,null,null,null,2,5,Bot,null,null,,,572287,,180729_220154,-9.2176,-130.942,-6.8792,14.4899,24.3852,-17.1189,3.2386,1.6781,null,null,null,90.409,2293,6.285,530996,594835,572287,592387,543829,572122,516416,452655,571745,592325,54.2143,null,null,null,null,null,null,null,53,1,Sinker,2,8,2,8,8,2,2,8,Infield shift,Standard
SI,8/3/18,90.2,2.5697,5.5639,Marco Gonzales,649557,594835,null,foul,,,,,6,null,R,R,L,SEA,TOR,S,null,null,0,0,2018,1.3207,0.8534,0.668,2.6894,null,null,null,2,6,Top,null,null,,,572287,,180804_032928,-7.42,-131.1284,-2.977,16.5304,25.8978,-22.0735,3.4121,1.726,210,74.6,36.9,89.706,2283,5.892,531063,594835,572287,592387,543829,572122,516416,628338,457727,571745,54.6082,null,null,null,null,null,null,null,43,1,Sinker,1,4,4,1,4,1,4,1,Standard,Standard
SI,4/3/18,90.2,2.4215,5.6736,Marco Gonzales,457706,594835,null,ball,,,,,1,null,R,R,L,SF,SEA,B,null,null,0,1,2018,0.8982,1.1541,-0.6394,3.0937,null,null,null,1,6,Bot,null,null,,,571679,,180403_224128,-9.5031,-130.9958,-2.87,12.3565,28.1796,-18.5271,3.3135,1.6572,null,null,null,89.999,2215,6.315,529480,594835,571679,592387,429664,572122,516416,628338,543829,571745,54.1825,null,null,null,null,null,null,null,50,2,Sinker,1,6,1,6,6,1,1,6,Standard,Standard
SI,6/24/18,90.2,2.4741,5.6731,Marco Gonzales,646240,594835,null,ball,,,,,12,null,R,L,L,BOS,SEA,B,null,null,0,2,2018,1.0839,1.0602,0.9989,3.5752,null,null,null,0,3,Bot,null,null,,,572287,,180624_174537,-5.978,-131.2836,-1.5185,13.7928,27.7102,-19.8105,3.3833,1.6047,null,null,null,90.324,2210,6.347,530569,594835,572287,592387,543829,572122,461865,452655,628338,571745,54.1532,null,null,null,null,null,null,null,17,4,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic
SI,4/3/18,90.2,2.733,5.466,Marco Gonzales,457705,594835,null,foul_tip,,,,,3,null,R,R,L,SF,SEA,S,null,null,1,0,2018,1.3402,0.9392,0.4293,2.7702,null,null,null,0,4,Bot,null,null,,,571679,,180403_215136,-8.5213,-131.0112,-2.7051,17.1259,27.2895,-21.0727,3.3441,1.4178,null,null,null,89.896,2399,6.172,529480,594835,571679,592387,429664,572122,516416,628338,543829,571745,54.3256,null,null,null,null,null,null,null,31,2,Sinker,1,4,1,4,4,1,1,4,Infield shift,Standard
SI,5/12/18,90.2,2.3926,5.638,Marco Gonzales,606988,594835,null,swinging_strike,,,,,3,null,R,R,L,DET,SEA,S,null,null,1,0,2018,1.1627,1.307,0.2805,2.9429,null,null,592444,0,2,Bot,null,null,,,572287,,180512_203611,-7.7031,-131.094,-3.4884,15.0022,28.0142,-16.6364,3.4171,1.555,null,null,null,90.021,2275,6.271,529997,594835,572287,592387,429664,572122,516416,628338,543829,571745,54.2273,null,null,null,null,null,null,null,13,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
SI,4/9/18,90.2,2.2301,5.6965,Marco Gonzales,445055,594835,null,ball,,,,,13,null,R,L,L,KC,SEA,B,null,null,0,0,2018,0.9728,1.1536,-1.1127,1.001,null,null,null,0,1,Bot,null,null,,,571679,,180410_002038,-10.2612,-130.6757,-8.0012,13.2275,28.3788,-17.6308,3.4655,1.551,null,null,null,89.29,1959,6.041,529557,594835,571679,596129,429664,572122,516416,628338,543829,571745,54.458,null,null,null,null,null,null,null,4,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
SI,6/13/18,90.2,2.6683,5.4349,Marco Gonzales,472528,594835,null,swinging_strike,,,,,5,null,R,L,L,SEA,LAA,S,null,null,0,1,2018,0.9643,1.3445,0.0603,2.367,null,455117,455759,1,4,Top,null,null,,,572287,,180613_212240,-8.492,-131.0813,-4.5108,12.7956,26.2273,-16.0112,3.1897,1.4415,null,null,null,90.114,2236,6.19,530417,594835,572287,592387,543829,461865,516416,452655,571745,592325,54.3094,null,null,null,null,null,null,null,32,2,Sinker,4,1,1,4,1,4,1,4,Standard,Standard
SI,7/5/18,90.2,2.5793,5.5811,Marco Gonzales,664058,594835,null,ball,,,,,14,null,R,R,L,SEA,LAA,B,null,null,2,0,2018,1.2524,0.9475,1.4679,1.3521,null,null,null,0,1,Top,null,null,,,543302,,180706_021109,-5.4655,-131.2576,-6.6444,15.7165,26.226,-19.9762,3.5186,1.5476,null,null,null,90.803,2334,6.53,530711,594835,543302,592387,543829,572122,516416,452655,628338,592325,53.9701,null,null,null,null,null,null,null,1,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
FF,6/24/18,90.2,2.3618,5.6587,Marco Gonzales,456488,594835,null,foul,,,,,1,null,R,R,L,BOS,SEA,S,null,null,0,1,2018,0.7056,1.3302,-0.4241,2.8011,null,null,null,2,2,Bot,null,null,,,572287,,180624_173240,-8.4058,-131.0759,-3.97,9.8294,26.3699,-16.2412,3.1763,1.3471,145,73.3,13.9,90.224,2177,6.272,530569,594835,572287,592387,543829,572122,461865,452655,628338,571745,54.2282,null,null,null,null,null,null,null,12,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
SI,4/14/18,90.2,2.215,5.6692,Marco Gonzales,518960,594835,walk,ball,,,,,11,Jonathan Lucroy walks.  ,R,R,L,SEA,OAK,B,null,null,3,2,2018,0.9061,1.1073,-0.9243,4.8064,null,null,null,0,3,Top,null,null,,,571679,,180415_020117,-9.6023,-130.8878,1.5105,12.2816,27.6341,-20.1985,3.4704,1.583,null,null,null,89.332,2033,5.909,529620,594835,571679,596129,429664,572122,516416,400085,543829,571745,54.5904,null,null,0.7,1,0,0,null,19,6,Sinker,3,0,0,3,0,3,0,3,Standard,Standard
SI,7/5/18,90.2,2.4934,5.5056,Marco Gonzales,455117,594835,null,called_strike,,,,,9,null,R,R,L,SEA,LAA,S,null,null,0,0,2018,1.3923,1.0706,0.8129,1.6621,null,null,435079,1,4,Top,null,null,,,543302,,180706_031621,-7.0974,-131.1306,-5.8541,17.4598,26.7478,-18.8818,3.5684,1.6297,null,null,null,90.085,2405,6.192,530711,594835,543302,592387,543829,572122,516416,452655,628338,592325,54.3077,null,null,null,null,null,null,null,28,1,Sinker,1,0,0,1,0,1,0,1,Standard,Standard
FF,7/29/18,90.2,2.5458,5.9429,Marco Gonzales,545361,594835,null,ball,,,,,12,null,R,R,L,LAA,SEA,B,null,null,1,1,2018,0.6494,1.2701,0.271,4.0928,null,null,594777,1,1,Bot,null,null,,,572287,,180729_204259,-7.0264,-131.21,-1.3673,8.9038,25.87,-17.4037,3.4201,1.7833,null,null,null,90.4,2030,6.278,530996,594835,572287,592387,543829,572122,516416,452655,571745,592325,54.2218,null,null,null,null,null,null,null,14,3,4-Seam Fastball,0,7,0,7,7,0,0,7,Standard,Standard
FF,4/14/18,90.2,2.2684,5.6939,Marco Gonzales,656305,594835,null,ball,,,,,13,null,R,R,L,SEA,OAK,B,null,null,0,1,2018,1.0847,1.6868,-1.7884,2.0201,null,null,null,1,2,Top,null,null,,,571679,,180415_014212,-12.2224,-130.5715,-6.5586,14.8835,28.5717,-11.9967,3.5534,1.7242,null,null,null,89.079,2208,5.975,529620,594835,571679,596129,429664,572122,516416,400085,543829,571745,54.525,null,null,null,null,null,null,null,11,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SI,8/13/18,90.2,2.6133,5.926,Marco Gonzales,592192,594835,null,called_strike,,,,,14,null,R,R,L,OAK,SEA,S,null,null,0,0,2018,1.0928,1.3726,1.0314,2.4224,null,476704,501981,1,1,Bot,null,null,,,572287,,180814_022158,-6.2538,-131.0396,-5.57,13.9541,31.5782,-15.4442,3.3853,1.6414,null,null,null,89.607,2361,6.334,531192,594835,572287,592387,461865,572122,516416,457727,628338,571745,54.1639,null,null,null,null,null,null,null,9,1,Sinker,1,0,1,0,0,1,1,0,Standard,Standard
FF,4/3/18,90.2,2.6294,5.5544,Marco Gonzales,457705,594835,null,called_strike,,,,,8,null,R,R,L,SF,SEA,S,null,null,0,0,2018,0.7402,1.3539,0.1095,1.6779,null,null,null,2,1,Bot,null,null,,,571679,,180403_211041,-7.7585,-130.8814,-6.4314,10.0686,28.1981,-15.6657,3.3205,1.6261,null,null,null,89.442,2345,6.025,529480,594835,571679,592387,429664,572122,516416,628338,543829,571745,54.4728,null,null,null,null,null,null,null,11,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard
SI,5/23/18,90.2,2.5544,5.8165,Marco Gonzales,543760,594835,null,called_strike,,,,,9,null,R,R,L,OAK,SEA,S,null,null,0,0,2018,1.4349,0.888,0.5709,1.8385,null,null,null,0,6,Bot,null,null,,,572287,,180524_033606,-7.9524,-130.9612,-5.7314,18.1711,29.747,-20.9807,3.4842,1.6135,null,null,null,89.68,2287,6.263,530145,594835,572287,592387,493596,572122,516416,592325,628338,607430,54.2348,null,null,null,null,null,null,null,42,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard
SI,8/3/18,90.2,2.5781,5.6527,Marco Gonzales,606192,594835,null,ball,,,,,12,null,R,R,L,SEA,TOR,B,null,null,0,0,2018,0.9653,1.1429,1.1903,3.579,null,581527,null,2,1,Top,null,null,,,572287,,180804_021637,-5.4587,-131.3149,-1.6187,12.2037,27.0825,-18.9475,3.4812,1.6111,null,null,null,89.976,2305,6.068,531063,594835,572287,592387,543829,572122,516416,628338,457727,571745,54.4317,null,null,null,null,null,null,null,5,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard
FF,5/12/18,90.2,2.2404,5.6333,Marco Gonzales,578428,594835,null,ball,,,,,11,null,R,R,L,DET,SEA,B,null,null,1,0,2018,0.8586,1.4672,-1.1309,2.9482,null,null,606988,1,4,Bot,null,null,,,572287,,180512_211510,-10.1658,-130.8352,-3.7261,12.1064,30.1923,-14.8747,3.0494,1.2916,null,null,null,89.528,2206,6.265,529997,594835,572287,592387,429664,572122,516416,628338,543829,571745,54.2336,null,null,null,null,null,null,null,32,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard
SI,6/24/18,90.1,2.5584,5.5907,Marco Gonzales,593428,594835,null,ball,,,,,14,null,R,R,L,BOS,SEA,B,null,null,0,0,2018,1.3914,0.9684,0.7177,0.9795,null,null,null,0,5,Bot,null,null,,,572287,,180624_181859,-7.5264,-130.9125,-7.5435,17.5846,26.8879,-19.6693,3.5792,1.6801,null,null,null,90.2,2459,6.373,530569,594835,572287,592387,543829,572122,461865,452655,628338,571745,54.1273,null,null,null,null,null,null,null,31,1,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic
FF,6/19/18,90.1,2.2928,5.5594,Marco Gonzales,640449,594835,strikeout,called_strike,,,,,7,Clint Frazier called out on strikes.  ,R,R,L,NYY,SEA,S,2,null,0,2,2018,0.6839,1.3042,-0.755,2.1107,null,null,609280,0,7,Bot,null,null,,,572287,,180620_005957,-9.0359,-130.7968,-5.3487,9.8065,28.0444,-16.2332,3.6921,1.7261,null,null,null,90.109,2127,6.463,530500,594835,572287,592387,543829,572122,516416,452655,628338,571745,54.0355,null,null,0,1,0,0,null,51,3,4-Seam Fastball,5,2,5,2,2,5,5,2,Standard,Standard
SI,5/5/18,90.1,2.5311,5.4946,Marco Gonzales,455759,594835,null,called_strike,,,,,9,null,R,R,L,SEA,LAA,S,null,null,0,0,2018,1.1601,0.9968,0.6697,1.9555,null,527043,null,0,2,Top,null,null,,,572287,,180506_013201,-7.0569,-131.0545,-4.9623,14.7529,25.4659,-19.9146,3.3708,1.5945,null,null,null,90.236,2182,6.216,529902,594835,572287,592387,429664,572122,516416,461865,628338,571745,54.2838,null,null,null,null,null,null,null,11,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard
SI,6/8/18,90.1,2.7103,5.8352,Marco Gonzales,621002,594835,null,called_strike,,,,,6,null,R,R,L,TB,SEA,S,null,null,0,0,2018,1.402,1.1994,0.2781,2.6307,null,null,null,0,1,Bot,null,null,,,572287,,180608_231809,-8.8627,-130.815,-4.4167,17.6867,27.9119,-17.9632,3.3347,1.683,null,null,null,89.122,2314,5.833,530356,594835,572287,596129,543829,572122,516416,592325,628338,571745,54.665,null,null,null,null,null,null,null,4,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
FC,8/13/18,90.1,2.4065,5.9738,Marco Gonzales,543760,594835,null,foul,,,,,11,null,R,R,L,OAK,SEA,S,null,null,1,2,2018,0.189,1.6774,-1.1642,3.1632,null,null,null,0,1,Bot,null,null,,,572287,,180814_021534,-9.2713,-130.8329,-4.5445,4.1853,28.4427,-12.1505,3.4219,1.6853,145,92.9,8.9,89.992,2320,6.407,531192,594835,572287,592387,461865,572122,516416,457727,628338,571745,54.0909,null,null,null,null,null,null,null,5,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
FC,7/11/18,90.1,2.5055,5.7562,Marco Gonzales,545361,594835,null,ball,,,,,11,null,R,R,L,LAA,SEA,B,null,null,0,1,2018,0.3609,1.4086,-0.2957,4.0809,null,null,592743,1,4,Bot,null,null,,,571679,,180712_030832,-7.7572,-131.0671,-1.2085,5.8139,27.5426,-15.797,3.5731,1.6461,null,null,null,90.455,2215,6.511,530797,594835,571679,592387,543829,572122,516416,592325,628338,571745,53.9886,null,null,null,null,null,null,null,27,2,Cutter,0,3,0,3,3,0,0,3,Standard,Standard
SI,6/2/18,90.1,2.5485,5.4258,Marco Gonzales,491696,594835,null,called_strike,,,,,5,null,R,R,L,SEA,TB,S,null,null,0,0,2018,1.2261,0.9986,-0.014,2.4553,null,null,null,2,3,Top,null,null,,,572287,,180603_025346,-8.9157,-130.9708,-3.5526,15.8171,24.8128,-20.196,3.1642,1.5569,null,null,null,90.19,2291,6.173,530281,594835,572287,592387,543829,572122,516416,452655,628338,571745,54.3268,null,null,null,null,null,null,null,17,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
FF,4/29/18,90.1,2.4509,5.5822,Marco Gonzales,605548,594835,double_play,hit_into_play,,,,,4,"Bradley Zimmer bunt pops into a double play, third baseman Kyle Seager to first baseman Ryon Healy.   Francisco Lindor doubled off 1st.  ",R,L,L,CLE,SEA,X,5,popup,0,0,2018,0.5922,1.4736,-0.8098,2.5914,null,null,596019,0,1,Bot,115.25,184.18,,,572287,,180429_172425,-9.4074,-130.8396,-4.618,8.847,27.5714,-14.3195,3.8117,1.5305,55,29.5,34.1,90.462,2290,6.621,529826,594835,572287,592387,429664,572122,516416,592325,543829,571745,53.8789,0.158,0.135,0,1,0,0,1,7,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
SI,5/28/18,90.1,2.5799,5.3512,Marco Gonzales,455139,594835,null,ball,,,,,12,null,R,R,L,SEA,TEX,B,null,null,2,1,2018,1.3539,0.7698,1.7083,2.7926,null,596059,null,1,5,Top,null,null,,,572287,,180528_211557,-4.9966,-131.0745,-1.9866,16.5295,28.5388,-23.1954,3.1893,1.4664,null,null,null,89.686,2230,6.117,530211,594835,572287,592387,493596,572122,461865,452655,628338,571745,54.3825,null,null,null,null,null,null,null,32,4,Sinker,0,1,1,0,1,0,1,0,Standard,Standard
SI,7/29/18,90.1,2.5414,5.8905,Marco Gonzales,527043,594835,null,called_strike,,,,,8,null,R,R,L,LAA,SEA,S,null,null,0,0,2018,1.1133,1.2687,0.1779,2.1215,null,null,null,2,2,Bot,null,null,,,572287,,180729_205834,-8.1605,-130.7763,-6.0094,14.3711,27.1365,-16.7037,3.4959,1.6011,null,null,null,89.628,2301,6.104,530996,594835,572287,592387,543829,572122,516416,452655,571745,592325,54.3961,null,null,null,null,null,null,null,22,1,Sinker,0,7,0,7,7,0,0,7,Infield shift,Strategic
FF,7/29/18,90.1,2.4836,5.9364,Marco Gonzales,545361,594835,walk,ball,,,,,11,Mike Trout walks.   Kole Calhoun to 2nd.  ,R,R,L,LAA,SEA,B,null,null,3,1,2018,0.5131,1.165,-0.1936,4.0508,null,null,594777,1,1,Bot,null,null,,,572287,,180729_204345,-7.729,-131.0188,-1.1959,7.4896,26.7823,-18.7238,3.4201,1.7833,null,null,null,90.153,2017,6.287,530996,594835,572287,592387,543829,572122,516416,452655,571745,592325,54.2128,null,null,0.7,1,0,0,null,14,5,4-Seam Fastball,0,7,0,7,7,0,0,7,Standard,Standard
FF,4/3/18,90.1,2.3918,5.8044,Marco Gonzales,457706,594835,null,ball,,,,,11,null,R,R,L,SF,SEA,B,null,null,1,2,2018,0.8473,1.5424,-1.3594,2.873,null,null,null,0,1,Bot,null,null,,,571679,,180403_210734,-11.0258,-130.6623,-4.4787,11.9957,28.345,-13.9525,3.3132,1.609,null,null,null,89.409,2334,6.117,529480,594835,571679,592387,429664,572122,516416,628338,543829,571745,54.3803,null,null,null,null,null,null,null,9,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard
FF,7/11/18,90.1,2.584,5.8249,Marco Gonzales,455117,594835,null,ball,,,,,12,null,R,R,L,LAA,SEA,B,null,null,0,2,2018,0.5975,1.2479,0.7587,4.3587,null,null,null,2,5,Bot,null,null,,,571679,,180712_033104,-5.7577,-131.0949,-0.3167,8.004,26.6717,-18.0615,3.4529,1.5055,null,null,null,89.819,2127,6.039,530797,594835,571679,592387,543829,572122,516416,592325,628338,571745,54.4611,null,null,null,null,null,null,null,36,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard
SI,4/24/18,90.1,2.7836,5.621,Marco Gonzales,456078,594835,null,called_strike,,,,,8,null,R,R,L,CWS,SEA,S,null,null,2,0,2018,1.0584,1.198,0.2377,1.346,null,null,null,0,2,Bot,null,null,,,572287,,180424_213713,-8.5259,-130.7912,-7.1654,13.8355,25.8618,-17.2125,3.4128,1.454,null,null,null,90.01,2431,6.228,529757,594835,572287,596129,429664,572122,516416,592325,543829,571745,54.2713,null,null,null,null,null,null,null,11,3,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,5/23/18,90.1,2.6407,5.8711,Marco Gonzales,621566,594835,null,foul,,,,,6,null,R,L,L,OAK,SEA,S,null,null,1,0,2018,0.6875,1.1747,0.3415,2.7364,null,null,null,1,2,Bot,null,null,,,572287,,180524_022931,-7.126,-131.0601,-4.3098,9.296,25.801,-18.0519,3.4885,1.5283,204,70.8,43.9,90.01,2253,6.1,530145,594835,572287,592387,493596,572122,516416,592325,628338,607430,54.3982,null,null,null,null,null,null,null,12,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
SI,9/11/18,90.1,2.4422,5.7256,Marco Gonzales,649966,594835,null,called_strike,,,,,6,null,R,R,L,SEA,SD,S,null,null,0,0,2018,1.2232,1.4535,0.6532,2.0775,null,null,null,0,1,Top,null,null,,,572287,,180912_021037,-7.0003,-130.9448,-6.1508,15.4527,26.629,-14.4674,2.6854,1.1841,null,null,null,89.962,2419,6.191,531578,594835,572287,592387,429664,572122,543829,452655,571745,592325,54.3086,null,null,null,null,null,null,null,1,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
SI,7/29/18,90.1,2.6223,5.8738,Marco Gonzales,594777,594835,single,hit_into_play_no_out,,,,,6,Kole Calhoun singles on a line drive to center fielder Mitch Haniger.  ,R,L,L,LAA,SEA,X,8,line_drive,3,2,2018,1.3974,1.2205,0.6436,2.5562,null,null,null,1,1,Bot,117.54,83.33,,,572287,,180729_204137,-7.8813,-130.9067,-4.8636,17.7262,26.9529,-17.3165,3.301,1.504,245,81.9,20.7,90.184,2387,6.371,530996,594835,572287,592387,543829,572122,516416,452655,571745,592325,54.1289,0.624,0.618,0.9,1,1,0,4,13,7,Sinker,0,7,0,7,7,0,0,7,Infield shift,Standard
FF,4/24/18,90.1,2.6028,5.7431,Marco Gonzales,570560,594835,null,called_strike,,,,,7,null,R,R,L,CWS,SEA,S,null,null,0,0,2018,0.6575,1.3281,-0.7685,1.4791,null,null,641313,0,1,Bot,null,null,,,572287,,180424_211958,-9.7414,-130.7408,-7.3905,9.5786,27.5162,-15.6293,3.4674,1.5762,null,null,null,89.882,2311,6.307,529757,594835,572287,596129,429664,572122,516416,592325,543829,571745,54.1926,null,null,null,null,null,null,null,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
FF,6/24/18,90.1,2.5356,5.8071,Marco Gonzales,643217,594835,null,ball,,,,,12,null,R,L,L,BOS,SEA,B,null,null,0,0,2018,0.6221,1.4175,0.9372,3.6099,null,null,null,1,1,Bot,null,null,,,572287,,180624_171651,-5.247,-131.1173,-2.4828,8.176,26.428,-15.6742,3.5089,1.6196,null,null,null,89.848,2231,6.027,530569,594835,572287,592387,543829,572122,461865,452655,628338,571745,54.4731,null,null,null,null,null,null,null,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
SI,5/23/18,90.1,2.4086,5.957,Marco Gonzales,592192,594835,field_out,hit_into_play,,,,,5,Mark Canha flies out to center fielder Guillermo Heredia.  ,R,R,L,OAK,SEA,X,8,fly_ball,0,0,2018,1.1092,1.408,-0.0399,2.2316,null,null,null,0,2,Bot,118.82,89.81,,,572287,,180524_022829,-8.3769,-130.7682,-6.1895,14.4169,27.9352,-15.049,3.2167,1.3169,null,89.2,39.3,89.613,2351,6.162,530145,594835,572287,592387,493596,572122,516416,592325,628338,607430,54.3366,0.005,0.008,0,1,0,0,3,11,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard
FF,9/11/18,90.1,2.316,5.7821,Marco Gonzales,649966,594835,null,ball,,,,,11,null,R,R,L,SEA,SD,B,null,null,1,2,2018,0.6065,1.5202,-0.4333,4.0348,null,null,null,0,1,Top,null,null,,,572287,,180912_021207,-8.0872,-131.0113,-1.574,8.652,27.6423,-14.6544,2.7947,1.2472,null,null,null,89.885,2370,6.196,531578,594835,572287,592387,429664,572122,543829,452655,571745,592325,54.304,null,null,null,null,null,null,null,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
