away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
LAC,.500,.100,96.5,25.6,91.2,18.3,BOS,.409,.204,104.1,31.5,91.2,6.3,/boxscores/200001120BOS.html
SEA,.579,.314,114.5,18.8,90.0,18.3,DEN,.506,.095,103.4,22.2,90.0,10.9,/boxscores/200001120DEN.html
NYK,.556,.089,114.2,26.3,94.6,12.2,DET,.556,.472,120.5,26.5,94.6,16.0,/boxscores/200001120DET.html
WAS,.456,.209,104.4,45.8,97.7,15.6,IND,.546,.253,119.7,26.7,97.7,12.4,/boxscores/200001120IND.html
LAL,.519,.235,107.1,26.3,96.2,16.4,MIL,.423,.359,97.7,22.0,96.2,15.8,/boxscores/200001120MIL.html
CLE,.404,.219,87.3,30.2,85.9,17.7,POR,.544,.114,110.6,30.3,85.9,14.2,/boxscores/200001120POR.html
ORL,.493,.431,101.1,31.3,100.9,23.7,TOR,.477,.302,107.0,34.9,100.9,16.7,/boxscores/200001120TOR.html
PHO,.417,.222,106.9,34.5,88.9,9.7,VAN,.371,.571,103.5,38.9,88.9,15.9,/boxscores/200001120VAN.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
HOU,.455,.158,105.4,33.3,102.5,13.3,GSW,.494,.247,97.6,25.0,102.5,16.1,/boxscores/200001130GSW.html
BOS,.398,.229,92.0,26.0,92.4,11.3,MIN,.543,.185,111.4,18.4,92.4,12.7,/boxscores/200001130MIN.html
LAC,.579,.122,118.1,18.9,88.9,11.0,NJN,.500,.264,123.7,45.0,88.9,9.1,/boxscores/200001130NJN.html
SAS,.449,.405,100.4,20.0,102.6,14.9,SAC,.421,.218,104.3,37.1,102.6,10.9,/boxscores/200001130SAC.html
MIA,.443,.300,91.9,20.0,90.4,17.9,UTA,.446,.365,102.9,23.8,90.4,11.7,/boxscores/200001130UTA.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
ATL,.475,.177,99.7,31.7,89.3,15.5,CHI,.403,.136,93.0,42.9,89.3,18.9,/boxscores/200001140CHI.html
MIA,.488,.146,96.8,20.5,95.1,13.4,DEN,.443,.215,91.5,14.3,95.1,13.5,/boxscores/200001140DEN.html
WAS,.559,.171,99.5,27.0,98.5,23.5,DET,.519,.308,106.6,17.9,98.5,13.2,/boxscores/200001140DET.html
LAL,.479,.128,111.7,32.0,91.3,9.0,IND,.530,.262,121.5,35.0,91.3,12.1,/boxscores/200001140IND.html
ORL,.439,.341,109.8,45.5,91.1,16.4,PHI,.444,.244,112.0,37.8,91.1,9.7,/boxscores/200001140PHI.html
POR,.514,.392,118.7,26.7,88.4,10.0,PHO,.428,.237,93.9,34.9,88.4,16.8,/boxscores/200001140PHO.html
SAS,.500,.250,99.3,28.6,85.6,19.7,SEA,.475,.188,106.3,27.1,85.6,9.0,/boxscores/200001140SEA.html
MIL,.560,.205,118.5,27.0,92.8,13.2,TOR,.512,.345,123.9,29.7,92.8,8.4,/boxscores/200001140TOR.html
CLE,.420,.173,88.2,30.2,93.0,18.4,VAN,.421,.211,86.0,20.0,93.0,18.4,/boxscores/200001140VAN.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
PHI,.500,.217,113.9,29.3,88.7,8.8,ATL,.513,.247,110.5,30.6,88.7,15.4,/boxscores/200001150ATL.html
HOU,.546,.132,114.6,39.5,81.2,14.1,CHI,.461,.263,110.9,36.6,81.2,10.2,/boxscores/200001150CHI.html
POR,.474,.397,118.1,32.6,88.9,9.5,DAL,.522,.211,127.1,36.4,88.9,8.3,/boxscores/200001150DAL.html
SAC,.520,.480,116.9,30.0,97.5,14.6,GSW,.449,.112,101.5,32.7,97.5,12.5,/boxscores/200001150GSW.html
TOR,.369,.242,101.6,42.6,95.4,8.8,MIL,.621,.545,123.7,15.6,95.4,18.2,/boxscores/200001150MIL.html
LAL,.555,.159,114.4,28.6,90.9,10.6,MIN,.424,.224,100.1,16.7,90.9,5.9,/boxscores/200001150MIN.html
BOS,.494,.176,103.5,26.1,95.7,13.7,NJN,.401,.461,100.3,33.3,95.7,15.8,/boxscores/200001150NJN.html
CHH,.362,.420,87.0,22.7,90.8,16.5,NYK,.513,.127,100.2,20.9,90.8,16.8,/boxscores/200001150NYK.html
IND,.506,.159,107.1,29.5,89.6,12.6,ORL,.412,.154,99.3,37.3,89.6,11.5,/boxscores/200001150ORL.html
LAC,.401,.123,78.7,12.0,95.3,14.7,UTA,.533,.165,117.5,28.6,95.3,10.0,/boxscores/200001150UTA.html
DET,.519,.363,111.0,22.0,100.9,13.5,WAS,.541,.365,106.0,28.1,100.9,21.2,/boxscores/200001150WAS.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
DEN,.455,.213,105.3,33.3,95.0,11.6,PHO,.576,.278,119.0,33.3,95.0,18.0,/boxscores/200001160PHO.html
CLE,.424,.261,96.1,37.3,106.2,16.6,SAC,.541,.233,106.4,15.9,106.2,15.4,/boxscores/200001160SAC.html
MIA,.519,.182,112.6,42.1,83.5,14.8,VAN,.449,.167,99.4,23.8,83.5,9.4,/boxscores/200001160VAN.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
MIL,.506,.191,119.1,35.6,89.8,10.9,ATL,.494,.229,112.5,36.8,89.8,13.1,/boxscores/200001170ATL.html
TOR,.439,.167,101.9,36.0,92.3,10.7,CHH,.544,.603,124.6,29.4,92.3,12.4,/boxscores/200001170CHH.html
HOU,.549,.378,113.9,20.9,106.2,16.8,DAL,.457,.266,104.5,25.0,106.2,10.9,/boxscores/200001170DAL.html
ORL,.488,.186,100.9,28.9,99.1,17.4,GSW,.533,.163,114.0,31.7,99.1,10.4,/boxscores/200001170GSW.html
SAS,.566,.171,103.6,18.4,95.6,14.6,LAC,.482,.129,97.3,17.8,95.6,13.2,/boxscores/200001170LAC.html
SEA,.459,.189,88.0,16.2,93.1,18.7,LAL,.416,.145,87.0,24.4,93.1,14.0,/boxscores/200001170LAL.html
IND,.475,.316,112.8,24.3,88.7,9.9,MIN,.468,.151,113.9,34.0,88.7,6.5,/boxscores/200001170MIN.html
DET,.463,.235,104.0,27.9,90.4,13.1,NYK,.517,.133,116.1,39.5,90.4,10.1,/boxscores/200001170NYK.html
NJN,.476,.205,99.7,23.4,96.3,14.6,PHI,.422,.373,104.9,37.5,96.3,15.3,/boxscores/200001170PHI.html
BOS,.463,.388,112.5,28.9,93.3,10.4,WAS,.514,.435,108.2,21.2,93.3,19.1,/boxscores/200001170WAS.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
POR,.453,.128,97.1,34.1,91.7,16.2,HOU,.487,.165,98.1,28.9,91.7,15.2,/boxscores/200001180HOU.html
CHI,.456,.238,98.6,31.8,84.5,15.4,MIA,.447,.240,91.1,29.3,84.5,19.5,/boxscores/200001180MIA.html
LAC,.444,.200,95.1,30.8,103.0,15.8,SAC,.458,.179,101.0,24.0,103.0,12.6,/boxscores/200001180SAC.html
CLE,.392,.181,94.4,36.7,84.8,14.1,SEA,.547,.243,116.8,33.3,84.8,14.3,/boxscores/200001180SEA.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
TOR,.463,.185,99.9,22.7,90.1,14.4,BOS,.440,.238,104.3,38.5,90.1,10.9,/boxscores/200001190BOS.html
CHH,.435,.377,99.4,42.9,96.6,21.1,CHI,.434,.169,89.0,25.0,96.6,15.4,/boxscores/200001190CHI.html
MIL,.410,.124,88.2,23.4,95.3,15.2,IND,.513,.300,111.2,26.2,95.3,13.2,/boxscores/200001190IND.html
CLE,.387,.250,90.1,22.6,95.5,9.3,LAL,.370,.432,99.5,32.1,95.5,12.0,/boxscores/200001190LAL.html
NJN,.445,.195,107.2,30.4,83.0,10.9,NYK,.526,.132,108.4,30.0,83.0,13.7,/boxscores/200001190NYK.html
ATL,.353,.341,87.6,23.2,101.6,13.6,PHI,.494,.301,105.3,26.3,101.6,14.9,/boxscores/200001190PHI.html
POR,.580,.240,124.0,29.7,84.7,11.2,SAS,.478,.463,112.2,23.7,84.7,10.7,/boxscores/200001190SAS.html
MIN,.463,.198,104.3,22.2,87.3,7.2,UTA,.507,.176,100.8,25.0,87.3,16.1,/boxscores/200001190UTA.html
DAL,.495,.129,116.3,31.9,89.4,8.3,WAS,.400,.275,96.2,41.3,89.4,16.2,/boxscores/200001190WAS.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
PHI,.460,.230,105.2,28.3,95.0,11.5,CHH,.493,.528,114.7,25.0,95.0,12.4,/boxscores/200001200CHH.html
DEN,.500,.186,122.1,33.3,94.2,7.0,HOU,.526,.232,129.6,41.9,94.2,7.7,/boxscores/200001200HOU.html
SEA,.506,.272,117.4,24.4,88.6,7.0,MIL,.483,.151,108.3,29.5,88.6,10.5,/boxscores/200001200MIL.html
DET,.569,.528,128.7,21.2,93.2,10.0,NJN,.561,.233,130.9,30.8,93.2,9.0,/boxscores/200001200NJN.html
ORL,.472,.227,100.5,29.5,102.5,16.0,SAC,.511,.147,108.3,41.7,102.5,18.2,/boxscores/200001200SAC.html
UTA,.554,.338,104.4,18.9,90.0,18.6,VAN,.461,.079,98.9,29.5,90.0,13.1,/boxscores/200001200VAN.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
SEA,.376,.172,83.2,24.1,103.4,13.4,BOS,.522,.176,107.4,36.4,103.4,17.9,/boxscores/200001210BOS.html
PHO,.471,.247,109.1,35.0,92.6,13.7,DEN,.494,.282,106.9,28.6,92.6,17.5,/boxscores/200001210DEN.html
CLE,.464,.298,105.5,33.3,97.6,16.0,GSW,.523,.276,117.8,38.6,97.6,13.1,/boxscores/200001210GSW.html
MIN,.442,.221,102.1,23.8,93.0,10.3,LAC,.494,.098,95.7,29.3,93.0,17.8,/boxscores/200001210LAC.html
ATL,.310,.239,88.8,31.6,89.0,6.2,MIA,.518,.181,113.5,26.8,89.0,6.9,/boxscores/200001210MIA.html
IND,.511,.276,125.5,40.5,90.0,10.0,WAS,.600,.247,136.6,35.7,90.0,9.5,/boxscores/200001210WAS.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
WAS,.418,.174,102.6,37.0,90.7,10.6,ATL,.494,.333,122.4,39.6,90.7,9.9,/boxscores/200001220ATL.html
BOS,.467,.109,99.5,30.4,96.5,14.8,CHH,.547,.373,114.0,22.9,96.5,13.3,/boxscores/200001220CHH.html
DET,.420,.218,97.5,25.0,94.4,10.7,CHI,.522,.418,103.8,35.0,94.4,20.6,/boxscores/200001220CHI.html
POR,.477,.138,103.9,25.6,91.5,9.6,LAL,.470,.171,99.5,18.6,91.5,10.8,/boxscores/200001220LAL.html
DAL,.511,.069,102.0,22.0,93.1,13.4,NJN,.464,.253,105.2,22.2,93.1,9.5,/boxscores/200001220NJN.html
IND,.488,.222,103.2,20.9,94.0,15.1,PHI,.445,.366,109.6,36.8,94.0,14.3,/boxscores/200001220PHI.html
CLE,.500,.222,93.9,22.6,93.7,21.0,PHO,.493,.342,107.8,37.8,93.7,19.9,/boxscores/200001220PHO.html
UTA,.549,.185,112.0,33.3,92.9,15.1,SAC,.489,.170,108.7,27.3,92.9,11.9,/boxscores/200001220SAC.html
NYK,.443,.057,92.0,19.6,90.2,10.7,SAS,.507,.338,106.4,25.0,90.2,15.0,/boxscores/200001220SAS.html
ORL,.456,.150,95.6,34.1,88.9,17.8,VAN,.402,.195,92.2,44.2,88.9,20.4,/boxscores/200001220VAN.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
DAL,.494,.235,102.0,23.3,97.0,13.8,DET,.427,.169,93.8,27.1,97.0,13.1,/boxscores/200001230DET.html
MIN,.488,.232,104.1,25.6,95.1,13.9,GSW,.379,.172,85.1,27.3,95.1,14.2,/boxscores/200001230GSW.html
MIA,.446,.054,98.3,29.6,89.5,9.4,HOU,.562,.123,112.8,13.9,89.5,12.3,/boxscores/200001230HOU.html
ORL,.455,.236,105.1,25.5,97.1,8.1,LAC,.469,.175,91.7,16.7,97.1,16.9,/boxscores/200001230LAC.html
SEA,.432,.176,89.9,7.3,85.7,10.0,TOR,.458,.217,109.7,32.6,85.7,9.7,/boxscores/200001230TOR.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
IND,.424,.118,95.4,36.4,86.0,13.4,CHI,.447,.213,96.5,26.7,86.0,12.8,/boxscores/200001240CHI.html
VAN,.457,.280,105.1,34.9,93.3,15.1,DEN,.483,.256,118.0,44.4,93.3,12.0,/boxscores/200001240DEN.html
SEA,.572,.250,113.1,25.7,93.8,14.2,NYK,.494,.284,119.5,23.4,93.8,4.7,/boxscores/200001240NYK.html
NJN,.487,.156,93.6,17.1,93.0,17.6,POR,.552,.208,108.7,29.4,93.0,18.1,/boxscores/200001240POR.html
LAL,.423,.184,92.7,24.5,90.1,14.3,UTA,.464,.337,96.4,30.4,90.1,21.8,/boxscores/200001240UTA.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
CHI,.420,.259,104.9,33.3,84.9,9.6,ATL,.464,.214,113.1,41.9,84.9,11.3,/boxscores/200001250ATL.html
SAC,.584,.157,105.3,13.5,104.5,18.8,CHH,.471,.209,94.7,21.3,104.5,16.4,/boxscores/200001250CHH.html
DET,.465,.329,99.9,28.0,97.0,16.4,CLE,.483,.352,108.3,21.7,97.0,12.4,/boxscores/200001250CLE.html
GSW,.414,.280,104.7,48.1,98.3,15.0,DAL,.523,.314,119.0,31.1,98.3,13.8,/boxscores/200001250DAL.html
MIN,.506,.071,102.2,24.3,90.1,12.8,HOU,.445,.260,93.3,21.4,90.1,15.8,/boxscores/200001250HOU.html
PHO,.434,.181,93.4,25.0,93.1,14.8,IND,.475,.228,99.9,23.3,93.1,15.3,/boxscores/200001250IND.html
BOS,.412,.224,99.0,29.8,89.9,11.9,MIA,.609,.256,127.9,38.9,89.9,12.5,/boxscores/200001250MIA.html
LAC,.435,.094,86.6,10.6,94.6,11.8,SAS,.488,.321,111.0,27.9,94.6,10.2,/boxscores/200001250SAS.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
SAC,.448,.175,100.8,37.3,103.2,13.4,MIL,.472,.300,108.5,30.0,103.2,13.1,/boxscores/200001260MIL.html
BOS,.460,.267,100.6,25.6,88.5,15.8,ORL,.615,.477,125.5,17.2,88.5,11.6,/boxscores/200001260ORL.html
PHO,.474,.260,101.5,27.9,91.7,16.1,PHI,.378,.211,94.9,39.3,91.7,10.2,/boxscores/200001260PHI.html
NJN,.433,.156,101.2,28.6,90.9,9.2,SEA,.459,.186,104.5,42.6,90.9,15.0,/boxscores/200001260SEA.html
WAS,.555,.329,107.9,18.2,97.3,14.6,TOR,.584,.277,123.3,25.0,97.3,11.7,/boxscores/200001260TOR.html
VAN,.608,.253,132.3,34.4,87.7,10.8,UTA,.539,.208,112.9,26.3,87.7,11.1,/boxscores/200001260UTA.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
DET,.527,.324,103.6,18.9,98.5,19.5,CHH,.568,.193,118.8,34.1,98.5,14.0,/boxscores/200001270CHH.html
ORL,.437,.161,86.3,28.0,104.3,22.9,CLE,.455,.416,97.8,27.9,104.3,18.0,/boxscores/200001270CLE.html
LAC,.422,.325,93.9,30.2,95.9,19.1,DAL,.500,.138,103.3,22.0,95.9,14.7,/boxscores/200001270DAL.html
GSW,.523,.291,121.2,31.7,94.9,10.5,HOU,.456,.297,116.0,42.0,94.9,9.3,/boxscores/200001270HOU.html
UTA,.342,.266,88.6,24.0,84.6,9.0,POR,.494,.117,100.5,31.3,84.6,15.3,/boxscores/200001270POR.html
MIN,.411,.131,90.8,23.8,88.1,14.4,SAS,.446,.202,104.4,36.2,88.1,10.5,/boxscores/200001270SAS.html
NJN,.570,.352,114.6,25.7,92.5,15.8,VAN,.531,.288,116.7,17.1,92.5,10.6,/boxscores/200001270VAN.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
NYK,.470,.202,102.2,19.0,85.1,10.4,ATL,.392,.269,104.3,38.6,85.1,11.8,/boxscores/200001280ATL.html
PHO,.431,.238,99.3,32.6,88.6,15.1,BOS,.449,.269,102.7,31.1,88.6,13.2,/boxscores/200001280BOS.html
SAC,.523,.140,106.0,31.0,96.2,16.8,CHI,.457,.198,93.6,36.4,96.2,19.4,/boxscores/200001280CHI.html
HOU,.455,.205,99.3,34.1,98.7,15.4,DEN,.506,.212,105.4,17.8,98.7,12.8,/boxscores/200001280DEN.html
MIL,.404,.191,91.0,26.7,97.8,14.8,LAL,.559,.259,119.6,26.3,97.8,11.0,/boxscores/200001280LAL.html
MIA,.482,.129,100.2,31.0,92.8,16.4,TOR,.512,.277,116.4,41.0,92.8,13.5,/boxscores/200001280TOR.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
PHO,.436,.141,81.9,14.9,96.5,18.3,CHH,.500,.250,103.6,31.4,96.5,19.5,/boxscores/200001290CHH.html
TOR,.629,.257,116.3,23.3,91.2,18.2,CHI,.481,.165,97.6,37.5,91.2,21.0,/boxscores/200001290CHI.html
DEN,.456,.156,97.6,34.6,98.3,15.9,DAL,.524,.226,108.8,23.3,98.3,12.8,/boxscores/200001290DAL.html
PHI,.467,.240,91.8,18.2,95.8,16.2,DET,.418,.304,93.9,17.0,95.8,13.2,/boxscores/200001290DET.html
MIA,.406,.176,102.5,40.5,82.0,10.5,IND,.455,.295,114.7,22.2,82.0,5.3,/boxscores/200001290IND.html
NJN,.460,.136,98.5,27.1,94.4,12.9,LAC,.525,.190,103.8,28.1,94.4,19.4,/boxscores/200001290LAC.html
UTA,.446,.241,105.4,26.3,89.2,11.3,MIN,.471,.188,107.6,34.1,89.2,9.6,/boxscores/200001290MIN.html
ATL,.375,.338,91.1,20.0,95.5,11.1,ORL,.475,.338,107.9,23.8,95.5,11.1,/boxscores/200001290ORL.html
SAS,.360,.173,77.9,25.0,86.0,16.7,POR,.477,.273,94.2,25.0,86.0,19.0,/boxscores/200001290POR.html
MIL,.476,.250,108.2,30.2,93.3,12.8,SEA,.487,.347,106.1,21.3,93.3,13.3,/boxscores/200001290SEA.html
CLE,.446,.274,101.2,23.9,96.8,12.7,WAS,.500,.256,106.4,22.2,96.8,13.9,/boxscores/200001290WAS.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
LAL,.378,.209,90.8,23.6,91.4,9.2,HOU,.485,.338,97.4,15.2,91.4,15.5,/boxscores/200001300HOU.html
SAC,.534,.207,109.7,28.9,101.2,17.1,NYK,.585,.293,118.6,20.6,101.2,15.5,/boxscores/200001300NYK.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
PHI,.366,.198,80.7,30.6,99.1,17.7,DEN,.469,.086,83.7,28.3,99.1,22.1,/boxscores/200001310DEN.html
DET,.393,.307,88.7,25.6,92.5,16.1,MIA,.599,.086,112.5,21.2,92.5,16.7,/boxscores/200001310MIA.html
SAC,.379,.189,89.0,24.5,101.2,14.1,MIN,.595,.139,103.8,23.3,101.2,20.5,/boxscores/200001310MIN.html
PHO,.577,.346,122.7,33.3,95.3,12.8,ORL,.521,.147,118.5,34.1,95.3,8.7,/boxscores/200001310ORL.html
MIL,.444,.247,101.0,26.8,91.0,13.4,VAN,.462,.177,95.6,36.4,91.0,19.9,/boxscores/200001310VAN.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
WAS,.544,.263,115.1,41.5,93.8,18.4,CLE,.476,.398,119.4,41.7,93.8,10.4,/boxscores/200002010CLE.html
PHI,.506,.205,101.9,31.6,99.1,19.3,DAL,.451,.185,100.9,23.6,99.1,10.6,/boxscores/200002010DAL.html
CHH,.397,.161,88.0,22.9,94.3,13.5,HOU,.472,.169,104.9,25.0,94.3,7.5,/boxscores/200002010HOU.html
BOS,.506,.080,104.1,26.5,92.2,13.0,IND,.507,.324,107.3,17.9,92.2,12.1,/boxscores/200002010IND.html
GSW,.567,.056,122.0,34.2,87.7,7.9,LAC,.377,.185,86.6,25.0,87.7,15.2,/boxscores/200002010LAC.html
ORL,.541,.260,109.4,19.4,89.5,12.3,NYK,.422,.156,86.0,15.9,89.5,15.2,/boxscores/200002010NYK.html
CHI,.425,.163,100.1,33.3,80.9,11.2,POR,.481,.218,113.7,51.4,80.9,17.2,/boxscores/200002010POR.html
LAL,.442,.154,90.9,17.8,89.1,11.2,SAS,.555,.171,117.9,26.5,89.1,10.9,/boxscores/200002010SAS.html
SEA,.553,.263,120.8,31.4,86.1,13.0,UTA,.512,.160,111.5,33.3,86.1,14.7,/boxscores/200002010UTA.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
MIA,.513,.373,109.4,22.2,95.9,15.3,BOS,.460,.264,107.4,25.0,95.9,10.7,/boxscores/200002020BOS.html
MIL,.474,.219,118.3,40.4,94.7,9.2,DEN,.702,.202,142.5,32.3,94.7,11.4,/boxscores/200002020DEN.html
SAC,.566,.229,109.6,26.8,103.1,18.4,DET,.495,.220,106.6,33.3,103.1,17.0,/boxscores/200002020DET.html
VAN,.449,.169,107.8,43.8,88.2,14.1,GSW,.568,.247,114.6,29.4,88.2,16.1,/boxscores/200002020GSW.html
ATL,.468,.291,110.9,30.8,87.5,8.9,NJN,.470,.133,101.8,28.3,87.5,14.4,/boxscores/200002020NJN.html
LAC,.333,.205,71.7,18.4,94.8,19.6,PHO,.588,.165,120.3,28.6,94.8,12.3,/boxscores/200002020PHO.html
CHI,.455,.234,106.2,39.0,82.9,14.6,SEA,.507,.096,97.8,28.1,82.9,17.0,/boxscores/200002020SEA.html
MIN,.540,.160,107.4,18.2,86.6,13.8,WAS,.519,.282,119.0,35.1,86.6,11.7,/boxscores/200002020WAS.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
CHH,.389,.407,97.3,24.5,98.6,11.5,DAL,.553,.307,107.5,8.3,98.6,15.4,/boxscores/200002030DAL.html
PHI,.529,.188,118.8,35.7,89.2,11.2,HOU,.524,.280,122.2,46.7,89.2,14.3,/boxscores/200002030HOU.html
POR,.470,.120,101.8,33.3,86.5,13.6,NYK,.468,.304,113.3,26.7,86.5,7.8,/boxscores/200002030NYK.html
TOR,.418,.196,101.8,34.0,93.3,11.2,SAS,.500,.366,120.0,40.0,93.3,12.5,/boxscores/200002030SAS.html
MIL,.525,.241,112.4,22.0,90.8,11.9,UTA,.488,.202,109.1,34.1,90.8,14.6,/boxscores/200002030UTA.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
POR,.482,.205,107.9,22.7,89.9,10.5,ATL,.374,.242,100.1,34.6,89.9,6.4,/boxscores/200002040ATL.html
NJN,.475,.238,105.6,20.0,90.0,10.8,BOS,.506,.269,111.2,32.5,90.0,13.4,/boxscores/200002040BOS.html
CLE,.512,.146,101.3,12.5,94.8,11.9,DET,.481,.350,110.7,26.2,94.8,12.8,/boxscores/200002040DET.html
DEN,.483,.169,105.6,23.4,95.6,10.9,GSW,.550,.188,107.7,31.7,95.6,16.5,/boxscores/200002040GSW.html
SAC,.431,.218,93.3,18.5,100.8,14.8,IND,.455,.273,103.2,25.0,100.8,11.5,/boxscores/200002040IND.html
UTA,.296,.235,70.9,25.0,94.5,17.0,LAL,.529,.580,119.5,35.0,94.5,14.7,/boxscores/200002040LAL.html
WAS,.456,.099,99.3,25.0,92.6,11.2,MIA,.454,.395,106.9,20.9,92.6,11.6,/boxscores/200002040MIA.html
HOU,.411,.190,90.2,17.6,94.3,11.3,MIN,.588,.100,108.2,15.6,94.3,15.1,/boxscores/200002040MIN.html
PHO,.438,.200,102.1,29.8,84.2,11.1,SEA,.513,.165,111.7,28.6,84.2,11.1,/boxscores/200002040SEA.html
CHI,.414,.257,87.2,19.5,87.1,18.3,VAN,.512,.222,115.9,33.3,87.1,10.8,/boxscores/200002040VAN.html
away,away_efg_pct,away_ft_rate,away_off_rtg,away_orb_pct,away_pace,away_tov_pct,home,home_efg_pct,home_ft_rate,home_off_rtg,home_orb_pct,home_pace,home_tov_pct,id
ATL,.444,.258,106.2,32.6,96.1,13.0,CLE,.410,.313,97.9,26.5,96.1,13.5,/boxscores/200002050CLE.html
MIN,.386,.420,102.4,21.7,92.9,6.8,DEN,.393,.369,94.6,32.7,92.9,15.4,/boxscores/200002050DEN.html
DAL,.556,.358,116.7,13.2,101.9,12.0,LAC,.489,.187,104.0,32.7,101.9,14.1,/boxscores/200002050LAC.html
