Tm,year,3P%,3P%_Opp,3PA,3PA_Opp,3PM,3PM_Opp,A/TO,AFG%,Assists,Assists_Opp,Blocks,Blocks_Opp,Def_Reb,Def_Reb_Opp,Diff,FG%,FG%.1_Opp,FG%_Opp,FGA,FGA_Opp,FGM,FGM_Opp,FT%,FT%_Opp,FTA,FTA_Opp,FTM,FTM_Opp,Off_Reb,Off_Reb_Opp,PPS,PPS_Opp,PTS,PTS_Opp,Reb_Pct_Def,Reb_Pct_Off,Reb_Pct_Tot,Steals,Steals_Opp,Tech,Tot_Reb,Tot_Reb_Opp,Turnovers,Turnovers_Opp
New Orleans,2013,0.363,0.374,1474.0,1688.0,535.0,632.0,1.53,0.489,1721.0,1915.0,440.0,492.0,2426.0,2391.0,79.0,0.448,0.52,0.471,6589.0,6435.0,2955.0,3030.0,0.776,0.759,1636.0,1764.0,1269.0,1339.0,988.0,835.0,1.17,1.25,7714.0,8031.0,0.744,0.292,0.514,520.0,648.0,30.0,3414.0,3226.0,1123.0,1044.0
New Orleans,2014,0.373,0.357,1303.0,1827.0,486.0,652.0,1.64,0.495,1745.0,1845.0,523.0,504.0,2486.0,2538.0,-80.0,0.459,0.515,0.465,6761.0,6567.0,3101.0,3055.0,0.769,0.752,1936.0,2176.0,1489.0,1637.0,933.0,881.0,1.21,1.28,8177.0,8399.0,0.738,0.269,0.5,647.0,577.0,43.0,3419.0,3419.0,1065.0,1145.0
New Orleans,2015,0.37,0.335,1583.0,1605.0,586.0,537.0,1.75,0.501,1806.0,1700.0,510.0,475.0,2621.0,2537.0,66.0,0.457,0.496,0.456,6795.0,6814.0,3108.0,3108.0,0.751,0.759,1790.0,1751.0,1345.0,1329.0,942.0,870.0,1.2,1.19,8147.0,8082.0,0.751,0.271,0.511,553.0,555.0,35.0,3563.0,3407.0,1033.0,967.0
New Orleans,2016,0.36,0.369,1952.0,2043.0,702.0,754.0,1.7,0.498,1818.0,1899.0,342.0,423.0,2712.0,2912.0,-148.0,0.448,0.523,0.468,7040.0,6877.0,3153.0,3218.0,0.776,0.783,1823.0,1972.0,1415.0,1544.0,782.0,730.0,1.2,1.27,8423.0,8734.0,0.788,0.212,0.49,633.0,602.0,49.0,3494.0,3642.0,1069.0,1083.0
New York,2000,0.375,0.338,937.0,1197.0,351.0,404.0,1.32,0.482,1588.0,1609.0,349.0,354.0,2521.0,2441.0,-45.0,0.455,0.455,0.424,6374.0,6398.0,2897.0,2711.0,0.781,0.747,1805.0,2153.0,1410.0,1609.0,802.0,927.0,1.19,1.16,7555.0,7435.0,0.731,0.247,0.497,515.0,603.0,48.0,3323.0,3368.0,1201.0,1161.0
New York,2001,0.351,0.352,1115.0,1266.0,391.0,445.0,1.28,0.476,1520.0,1573.0,346.0,338.0,2524.0,2418.0,-27.0,0.445,0.453,0.417,6198.0,6159.0,2755.0,2568.0,0.796,0.733,1727.0,2015.0,1374.0,1478.0,773.0,872.0,1.17,1.15,7275.0,7059.0,0.743,0.242,0.501,545.0,596.0,61.0,3297.0,3290.0,1189.0,1216.0
New York,2002,0.353,0.353,1344.0,1256.0,474.0,443.0,1.44,0.468,1720.0,1762.0,288.0,385.0,2458.0,2540.0,-165.0,0.432,0.479,0.445,6520.0,6570.0,2817.0,2924.0,0.787,0.757,1786.0,2047.0,1406.0,1550.0,876.0,959.0,1.15,1.19,7514.0,7841.0,0.719,0.256,0.488,558.0,686.0,50.0,3334.0,3499.0,1192.0,1103.0
New York,2003,0.383,0.34,1582.0,1053.0,606.0,358.0,1.57,0.486,1800.0,1732.0,255.0,308.0,2376.0,2613.0,-330.0,0.441,0.485,0.457,6725.0,6478.0,2967.0,2961.0,0.815,0.771,1620.0,2193.0,1320.0,1691.0,842.0,935.0,1.17,1.23,7860.0,7971.0,0.718,0.244,0.476,579.0,627.0,53.0,3218.0,3548.0,1149.0,1179.0
New York,2004,0.364,0.338,1115.0,1228.0,406.0,415.0,1.31,0.474,1695.0,1676.0,391.0,383.0,2543.0,2444.0,99.0,0.442,0.461,0.429,6513.0,6491.0,2881.0,2785.0,0.793,0.763,1732.0,2198.0,1374.0,1678.0,950.0,950.0,1.16,1.18,7542.0,7663.0,0.728,0.28,0.507,608.0,675.0,60.0,3493.0,3394.0,1289.0,1132.0
New York,2005,0.356,0.364,1240.0,1276.0,441.0,464.0,1.38,0.485,1665.0,1697.0,260.0,389.0,2393.0,2448.0,-59.0,0.451,0.501,0.465,6599.0,6454.0,2978.0,3001.0,0.767,0.756,2060.0,2264.0,1580.0,1711.0,965.0,969.0,1.21,1.27,7977.0,8177.0,0.712,0.283,0.496,629.0,602.0,40.0,3358.0,3417.0,1204.0,1195.0
New York,2006,0.362,0.378,884.0,1495.0,320.0,565.0,1.01,0.481,1468.0,1744.0,271.0,437.0,2360.0,2280.0,231.0,0.455,0.511,0.467,6206.0,6359.0,2822.0,2967.0,0.726,0.753,2587.0,2480.0,1878.0,1868.0,1034.0,883.0,1.26,1.32,7842.0,8367.0,0.728,0.312,0.518,555.0,674.0,83.0,3394.0,3163.0,1449.0,1154.0
New York,2007,0.346,0.376,1370.0,1523.0,474.0,573.0,1.09,0.494,1532.0,1748.0,260.0,406.0,2516.0,2297.0,283.0,0.457,0.504,0.46,6356.0,6566.0,2903.0,3021.0,0.715,0.756,2396.0,2135.0,1714.0,1613.0,1032.0,885.0,1.26,1.25,7994.0,8228.0,0.74,0.31,0.527,543.0,616.0,88.0,3548.0,3182.0,1405.0,1122.0
New York,2008,0.337,0.369,1454.0,1592.0,490.0,587.0,1.29,0.475,1530.0,1773.0,213.0,429.0,2457.0,2573.0,-11.0,0.439,0.518,0.474,6757.0,6711.0,2967.0,3184.0,0.727,0.739,2095.0,2078.0,1524.0,1535.0,1029.0,924.0,1.18,1.27,7948.0,8490.0,0.727,0.286,0.499,521.0,621.0,46.0,3486.0,3497.0,1187.0,1046.0
New York,2009,0.36,0.351,2284.0,1625.0,823.0,571.0,1.48,0.503,1738.0,1774.0,204.0,437.0,2545.0,2826.0,-324.0,0.445,0.52,0.48,7091.0,7041.0,3157.0,3378.0,0.784,0.758,1900.0,1998.0,1490.0,1514.0,911.0,954.0,1.22,1.26,8627.0,8841.0,0.727,0.244,0.478,610.0,654.0,63.0,3456.0,3780.0,1174.0,1188.0
New York,2010,0.346,0.352,2145.0,1571.0,743.0,553.0,1.54,0.509,1772.0,1723.0,305.0,368.0,2477.0,2724.0,-370.0,0.455,0.526,0.486,6876.0,6902.0,3127.0,3352.0,0.782,0.754,1759.0,1896.0,1376.0,1429.0,836.0,959.0,1.22,1.26,8373.0,8686.0,0.721,0.235,0.474,586.0,585.0,45.0,3313.0,3683.0,1148.0,1182.0
New York,2011,0.368,0.372,2081.0,1442.0,765.0,536.0,1.56,0.513,1757.0,1682.0,475.0,360.0,2470.0,2646.0,-293.0,0.457,0.511,0.472,6867.0,6870.0,3140.0,3242.0,0.809,0.762,2087.0,2165.0,1689.0,1650.0,847.0,964.0,1.27,1.26,8734.0,8670.0,0.719,0.242,0.479,625.0,586.0,85.0,3317.0,3610.0,1123.0,1250.0
New York,2012,0.336,0.359,1538.0,1238.0,517.0,444.0,1.26,0.492,1328.0,1248.0,276.0,334.0,2012.0,2045.0,-69.0,0.443,0.485,0.442,5335.0,5238.0,2365.0,2316.0,0.741,0.736,1634.0,1590.0,1211.0,1171.0,743.0,717.0,1.21,1.19,6458.0,6247.0,0.737,0.266,0.499,622.0,536.0,74.0,2755.0,2762.0,1056.0,1125.0
New York,2013,0.376,0.357,2371.0,1789.0,891.0,639.0,1.67,0.515,1579.0,1580.0,294.0,327.0,2436.0,2591.0,-244.0,0.448,0.508,0.458,6689.0,6365.0,2996.0,2916.0,0.759,0.757,1729.0,1821.0,1313.0,1378.0,890.0,824.0,1.23,1.23,8196.0,7849.0,0.747,0.256,0.493,672.0,523.0,76.0,3326.0,3415.0,948.0,1192.0
New York,2014,0.372,0.371,2038.0,1921.0,759.0,713.0,1.61,0.505,1641.0,1618.0,367.0,277.0,2437.0,2600.0,-136.0,0.449,0.514,0.458,6739.0,6401.0,3027.0,2934.0,0.761,0.765,1670.0,2050.0,1271.0,1568.0,870.0,843.0,1.2,1.27,8084.0,8149.0,0.743,0.251,0.49,631.0,513.0,59.0,3307.0,3443.0,1017.0,1135.0
New York,2015,0.347,0.38,1614.0,1825.0,560.0,694.0,1.55,0.47,1746.0,1783.0,382.0,353.0,2443.0,2669.0,-257.0,0.428,0.512,0.46,6726.0,6592.0,2882.0,3031.0,0.769,0.759,1575.0,2032.0,1211.0,1543.0,867.0,898.0,1.12,1.26,7535.0,8299.0,0.731,0.245,0.481,575.0,659.0,42.0,3310.0,3567.0,1129.0,1099.0
New York,2016,0.346,0.341,1762.0,1837.0,610.0,626.0,1.62,0.483,1682.0,1703.0,466.0,343.0,2788.0,2733.0,15.0,0.439,0.487,0.443,6886.0,7035.0,3022.0,3114.0,0.805,0.754,1753.0,1904.0,1411.0,1435.0,850.0,890.0,1.17,1.18,8065.0,8289.0,0.758,0.237,0.501,467.0,589.0,63.0,3638.0,3623.0,1038.0,884.0
Oklahoma City,2000,0.339,0.34,1611.0,1293.0,546.0,440.0,1.63,0.487,1878.0,1939.0,345.0,433.0,2483.0,2611.0,-170.0,0.447,0.483,0.451,6946.0,6941.0,3108.0,3132.0,0.695,0.748,1960.0,1795.0,1363.0,1343.0,1042.0,1084.0,1.17,1.16,8125.0,8047.0,0.696,0.285,0.488,657.0,590.0,70.0,3525.0,3695.0,1152.0,1258.0
Oklahoma City,2001,0.399,0.349,1169.0,1351.0,466.0,471.0,1.43,0.491,1792.0,1957.0,409.0,510.0,2422.0,2431.0,-56.0,0.456,0.488,0.453,6649.0,6783.0,3029.0,3076.0,0.732,0.742,1986.0,1824.0,1454.0,1353.0,999.0,1046.0,1.2,1.18,7978.0,7976.0,0.698,0.291,0.496,657.0,648.0,85.0,3421.0,3477.0,1252.0,1228.0
Oklahoma City,2002,0.378,0.344,1292.0,1374.0,489.0,472.0,1.71,0.505,1926.0,1832.0,364.0,400.0,2333.0,2326.0,-130.0,0.469,0.485,0.449,6681.0,6605.0,3131.0,2966.0,0.755,0.739,1672.0,1844.0,1263.0,1362.0,968.0,1091.0,1.2,1.18,8014.0,7766.0,0.681,0.294,0.491,698.0,568.0,83.0,3301.0,3417.0,1124.0,1254.0
Oklahoma City,2003,0.353,0.344,1291.0,1371.0,456.0,472.0,1.64,0.472,1775.0,1703.0,295.0,409.0,2385.0,2462.0,-124.0,0.437,0.484,0.447,6599.0,6424.0,2887.0,2871.0,0.744,0.742,1780.0,1821.0,1325.0,1351.0,963.0,938.0,1.14,1.18,7555.0,7565.0,0.718,0.281,0.496,679.0,500.0,101.0,3348.0,3400.0,1085.0,1209.0
Oklahoma City,2004,0.373,0.349,1936.0,1394.0,723.0,486.0,1.5,0.501,1782.0,1728.0,387.0,387.0,2318.0,2430.0,-273.0,0.446,0.487,0.45,6590.0,6622.0,2939.0,2980.0,0.765,0.774,1782.0,2028.0,1363.0,1570.0,907.0,1068.0,1.21,1.21,7964.0,8016.0,0.685,0.272,0.48,661.0,629.0,82.0,3225.0,3498.0,1188.0,1211.0
Oklahoma City,2005,0.365,0.357,1824.0,1317.0,666.0,470.0,1.34,0.495,1487.0,1698.0,338.0,390.0,2311.0,2174.0,28.0,0.444,0.496,0.459,6498.0,6382.0,2882.0,2932.0,0.79,0.749,2131.0,2124.0,1683.0,1591.0,1041.0,930.0,1.25,1.24,8113.0,7925.0,0.713,0.324,0.519,553.0,508.0,95.0,3352.0,3104.0,1113.0,1085.0
Oklahoma City,2006,0.371,0.375,1631.0,1445.0,605.0,542.0,1.4,0.504,1696.0,1973.0,306.0,399.0,2233.0,2316.0,-73.0,0.459,0.527,0.485,6711.0,6596.0,3077.0,3202.0,0.785,0.76,2104.0,2255.0,1652.0,1713.0,1013.0,1003.0,1.25,1.31,8411.0,8659.0,0.69,0.304,0.494,622.0,598.0,55.0,3246.0,3319.0,1208.0,1194.0
Oklahoma City,2007,0.362,0.361,1451.0,1437.0,525.0,519.0,1.34,0.499,1695.0,1870.0,301.0,341.0,2322.0,2408.0,-112.0,0.46,0.515,0.476,6628.0,6568.0,3047.0,3126.0,0.791,0.751,1911.0,2124.0,1511.0,1596.0,928.0,954.0,1.23,1.27,8130.0,8367.0,0.709,0.278,0.492,631.0,590.0,65.0,3250.0,3362.0,1268.0,1233.0
Oklahoma City,2008,0.333,0.385,939.0,1576.0,313.0,607.0,1.33,0.467,1748.0,1997.0,400.0,440.0,2688.0,2655.0,43.0,0.444,0.503,0.461,7032.0,7136.0,3125.0,3288.0,0.77,0.749,1866.0,2048.0,1436.0,1534.0,971.0,961.0,1.14,1.22,7999.0,8717.0,0.737,0.268,0.503,531.0,706.0,39.0,3659.0,3616.0,1310.0,1082.0
Oklahoma City,2009,0.346,0.364,949.0,1439.0,328.0,524.0,1.25,0.471,1663.0,1769.0,371.0,407.0,2497.0,2496.0,116.0,0.447,0.514,0.475,6716.0,6799.0,2999.0,3230.0,0.786,0.761,2069.0,1930.0,1626.0,1468.0,999.0,884.0,1.18,1.24,7952.0,8452.0,0.739,0.286,0.508,608.0,697.0,31.0,3496.0,3380.0,1330.0,1140.0
Oklahoma City,2010,0.34,0.34,1229.0,1414.0,418.0,481.0,1.34,0.494,1639.0,1618.0,481.0,384.0,2607.0,2397.0,-11.0,0.462,0.483,0.448,6629.0,6718.0,3063.0,3007.0,0.805,0.764,2210.0,2018.0,1778.0,1541.0,960.0,937.0,1.26,1.2,8322.0,8036.0,0.736,0.286,0.517,654.0,616.0,42.0,3567.0,3334.0,1227.0,1238.0
Oklahoma City,2011,0.347,0.361,1403.0,1335.0,487.0,482.0,1.45,0.501,1672.0,1712.0,487.0,356.0,2604.0,2395.0,4.0,0.464,0.493,0.458,6609.0,6823.0,3066.0,3123.0,0.823,0.744,2401.0,2093.0,1977.0,1557.0,903.0,932.0,1.3,1.21,8596.0,8285.0,0.736,0.274,0.513,654.0,587.0,62.0,3507.0,3327.0,1156.0,1152.0
Oklahoma City,2012,0.358,0.342,1317.0,1231.0,472.0,421.0,1.13,0.516,1224.0,1312.0,539.0,321.0,2157.0,1889.0,142.0,0.471,0.465,0.427,5229.0,5629.0,2462.0,2405.0,0.806,0.768,1744.0,1519.0,1406.0,1167.0,726.0,835.0,1.3,1.14,6802.0,6398.0,0.721,0.278,0.514,498.0,542.0,67.0,2883.0,2724.0,1079.0,937.0
Oklahoma City,2013,0.377,0.346,1588.0,1761.0,598.0,610.0,1.46,0.527,1753.0,1681.0,624.0,322.0,2725.0,2350.0,36.0,0.481,0.469,0.425,6504.0,6972.0,3126.0,2966.0,0.828,0.774,2196.0,1773.0,1819.0,1372.0,854.0,987.0,1.33,1.14,8669.0,7914.0,0.734,0.267,0.517,679.0,673.0,95.0,3579.0,3337.0,1201.0,1165.0
Oklahoma City,2014,0.361,0.358,1839.0,1968.0,664.0,705.0,1.47,0.52,1794.0,1785.0,501.0,296.0,2781.0,2456.0,30.0,0.471,0.488,0.436,6782.0,6842.0,3194.0,2984.0,0.806,0.727,2052.0,2080.0,1653.0,1512.0,887.0,900.0,1.28,1.2,8705.0,8185.0,0.756,0.265,0.522,678.0,669.0,99.0,3668.0,3356.0,1217.0,1187.0
Oklahoma City,2015,0.339,0.343,1864.0,1984.0,632.0,681.0,1.46,0.492,1681.0,1815.0,454.0,377.0,2844.0,2587.0,91.0,0.447,0.489,0.44,7119.0,7008.0,3184.0,3085.0,0.754,0.745,2020.0,2005.0,1524.0,1494.0,1052.0,917.0,1.2,1.19,8524.0,8345.0,0.756,0.289,0.526,598.0,642.0,82.0,3896.0,3504.0,1150.0,1059.0
Oklahoma City,2016,0.348,0.342,1946.0,1949.0,678.0,667.0,1.48,0.524,1883.0,1767.0,487.0,373.0,2916.0,2373.0,242.0,0.476,0.484,0.438,7082.0,7192.0,3372.0,3150.0,0.782,0.756,2067.0,1950.0,1616.0,1474.0,1071.0,923.0,1.28,1.17,9038.0,8441.0,0.76,0.311,0.547,603.0,719.0,53.0,3987.0,3296.0,1269.0,1027.0
Orlando,2000,0.338,0.338,870.0,1277.0,294.0,431.0,1.18,0.473,1709.0,1991.0,467.0,475.0,2540.0,2473.0,-45.0,0.452,0.476,0.445,7014.0,6919.0,3169.0,3076.0,0.735,0.745,2142.0,2104.0,1574.0,1567.0,1145.0,1094.0,1.17,1.18,8206.0,8150.0,0.699,0.316,0.508,743.0,724.0,74.0,3685.0,3567.0,1443.0,1488.0
Orlando,2001,0.364,0.346,1346.0,1059.0,490.0,366.0,1.45,0.474,1803.0,1793.0,481.0,440.0,2450.0,2609.0,-163.0,0.438,0.464,0.435,6873.0,6499.0,3013.0,2830.0,0.714,0.735,2068.0,2566.0,1476.0,1885.0,1069.0,1061.0,1.16,1.22,7992.0,7911.0,0.698,0.291,0.489,674.0,695.0,103.0,3519.0,3670.0,1245.0,1408.0
Orlando,2002,0.373,0.352,1660.0,1161.0,620.0,409.0,1.61,0.493,1804.0,1930.0,384.0,384.0,2440.0,2633.0,-337.0,0.448,0.486,0.456,6893.0,6828.0,3087.0,3116.0,0.754,0.737,1917.0,1994.0,1446.0,1470.0,942.0,1086.0,1.2,1.19,8240.0,8111.0,0.692,0.263,0.476,665.0,659.0,80.0,3382.0,3719.0,1119.0,1292.0
Orlando,2003,0.357,0.334,1590.0,1211.0,568.0,405.0,1.42,0.478,1676.0,1837.0,300.0,411.0,2392.0,2596.0,-216.0,0.436,0.486,0.455,6763.0,6602.0,2947.0,3007.0,0.777,0.767,2079.0,2150.0,1616.0,1648.0,958.0,970.0,1.19,1.22,8078.0,8067.0,0.711,0.27,0.484,696.0,643.0,76.0,3350.0,3566.0,1177.0,1341.0
Orlando,2004,0.344,0.377,1248.0,1301.0,429.0,491.0,1.41,0.461,1584.0,2004.0,308.0,450.0,2350.0,2570.0,-289.0,0.429,0.502,0.466,6768.0,6804.0,2904.0,3169.0,0.737,0.742,2000.0,1964.0,1474.0,1458.0,1003.0,1072.0,1.14,1.22,7711.0,8287.0,0.687,0.281,0.479,547.0,625.0,58.0,3353.0,3642.0,1123.0,1111.0
Orlando,2005,0.349,0.343,916.0,1291.0,320.0,443.0,1.2,0.478,1583.0,1747.0,441.0,354.0,2544.0,2428.0,130.0,0.454,0.484,0.451,6679.0,6826.0,3034.0,3081.0,0.759,0.754,2335.0,2306.0,1772.0,1739.0,1038.0,1024.0,1.22,1.22,8160.0,8344.0,0.713,0.299,0.509,633.0,698.0,85.0,3582.0,3452.0,1322.0,1190.0
Orlando,2006,0.376,0.357,796.0,1287.0,299.0,460.0,1.21,0.496,1495.0,1644.0,362.0,386.0,2402.0,2239.0,141.0,0.472,0.49,0.454,6167.0,6327.0,2911.0,2870.0,0.73,0.732,2277.0,2285.0,1663.0,1672.0,892.0,911.0,1.26,1.24,7784.0,7872.0,0.725,0.285,0.511,532.0,615.0,76.0,3294.0,3150.0,1240.0,1099.0
Orlando,2007,0.356,0.353,962.0,1306.0,342.0,461.0,1.1,0.5,1525.0,1609.0,416.0,376.0,2418.0,2217.0,160.0,0.472,0.48,0.442,6090.0,6191.0,2875.0,2739.0,0.702,0.76,2393.0,2327.0,1679.0,1768.0,920.0,865.0,1.28,1.24,7771.0,7707.0,0.737,0.293,0.52,565.0,678.0,72.0,3338.0,3082.0,1392.0,1232.0
Orlando,2008,0.386,0.358,2074.0,1441.0,801.0,516.0,1.45,0.537,1706.0,1764.0,333.0,344.0,2677.0,2519.0,26.0,0.474,0.484,0.446,6446.0,6855.0,3058.0,3057.0,0.721,0.754,2288.0,1975.0,1650.0,1489.0,768.0,900.0,1.33,1.18,8567.0,8119.0,0.748,0.234,0.502,520.0,581.0,68.0,3445.0,3419.0,1173.0,1081.0
Orlando,2009,0.381,0.342,2147.0,1297.0,817.0,444.0,1.39,0.52,1593.0,1488.0,439.0,308.0,2728.0,2591.0,70.0,0.457,0.465,0.433,6416.0,6785.0,2929.0,2936.0,0.715,0.755,2253.0,1882.0,1611.0,1421.0,819.0,864.0,1.29,1.14,8286.0,7737.0,0.759,0.24,0.507,570.0,564.0,72.0,3547.0,3455.0,1142.0,1072.0
Orlando,2010,0.375,0.363,2241.0,1437.0,841.0,522.0,1.4,0.536,1615.0,1550.0,456.0,288.0,2736.0,2481.0,105.0,0.47,0.477,0.438,6394.0,6739.0,3005.0,2955.0,0.724,0.754,2176.0,1830.0,1575.0,1380.0,810.0,800.0,1.32,1.16,8426.0,7812.0,0.774,0.246,0.519,512.0,551.0,101.0,3546.0,3281.0,1155.0,1050.0
Orlando,2011,0.366,0.35,2103.0,1476.0,770.0,516.0,1.34,0.521,1636.0,1646.0,384.0,310.0,2679.0,2450.0,88.0,0.461,0.475,0.436,6411.0,6569.0,2956.0,2865.0,0.692,0.743,2101.0,1940.0,1453.0,1441.0,864.0,805.0,1.27,1.17,8135.0,7687.0,0.769,0.261,0.521,548.0,606.0,113.0,3543.0,3255.0,1224.0,1136.0
Orlando,2012,0.375,0.347,1785.0,1192.0,670.0,414.0,1.34,0.506,1321.0,1350.0,275.0,273.0,2060.0,2061.0,74.0,0.441,0.488,0.449,5162.0,5287.0,2275.0,2372.0,0.66,0.772,1508.0,1302.0,995.0,1005.0,742.0,667.0,1.2,1.17,6215.0,6163.0,0.755,0.265,0.507,451.0,495.0,62.0,2802.0,2728.0,984.0,867.0
Orlando,2013,0.329,0.359,1537.0,1721.0,506.0,617.0,1.63,0.485,1871.0,1946.0,358.0,430.0,2612.0,2618.0,-4.0,0.448,0.508,0.463,6904.0,6842.0,3093.0,3169.0,0.755,0.738,1359.0,1811.0,1026.0,1336.0,890.0,888.0,1.12,1.21,7718.0,8291.0,0.746,0.254,0.5,528.0,592.0,60.0,3502.0,3506.0,1147.0,989.0
Orlando,2014,0.353,0.371,1596.0,1778.0,563.0,659.0,1.48,0.487,1726.0,1848.0,350.0,445.0,2654.0,2746.0,-157.0,0.445,0.504,0.456,6784.0,6861.0,3022.0,3126.0,0.763,0.77,1714.0,1881.0,1307.0,1449.0,794.0,859.0,1.17,1.22,7914.0,8360.0,0.755,0.224,0.489,630.0,581.0,51.0,3448.0,3605.0,1165.0,1108.0
Orlando,2015,0.347,0.368,1598.0,1853.0,554.0,682.0,1.44,0.494,1692.0,1921.0,314.0,441.0,2607.0,2739.0,-135.0,0.453,0.514,0.463,6792.0,6720.0,3076.0,3112.0,0.729,0.751,1565.0,1878.0,1141.0,1410.0,822.0,825.0,1.16,1.24,7847.0,8316.0,0.76,0.231,0.49,647.0,635.0,42.0,3429.0,3564.0,1175.0,1140.0
Orlando,2016,0.35,0.359,1818.0,2041.0,636.0,732.0,1.73,0.5,1933.0,1899.0,417.0,448.0,2709.0,2800.0,-80.0,0.455,0.513,0.46,7120.0,6850.0,3242.0,3150.0,0.757,0.746,1649.0,1971.0,1249.0,1470.0,843.0,832.0,1.18,1.24,8369.0,8502.0,0.765,0.231,0.494,673.0,620.0,50.0,3552.0,3632.0,1115.0,1192.0
Philadelphia,2000,0.323,0.356,643.0,1172.0,208.0,417.0,1.42,0.457,1817.0,1828.0,386.0,531.0,2468.0,2501.0,-160.0,0.442,0.466,0.435,6776.0,6595.0,2993.0,2867.0,0.708,0.755,2226.0,2001.0,1577.0,1510.0,1147.0,1065.0,1.15,1.16,7771.0,7661.0,0.699,0.314,0.503,791.0,631.0,63.0,3615.0,3566.0,1284.0,1444.0
Philadelphia,2001,0.326,0.342,803.0,1248.0,262.0,427.0,1.31,0.468,1692.0,1771.0,408.0,458.0,2600.0,2366.0,31.0,0.447,0.46,0.429,6487.0,6699.0,2902.0,2871.0,0.745,0.749,2277.0,1660.0,1697.0,1243.0,1075.0,985.0,1.2,1.11,7763.0,7412.0,0.725,0.312,0.523,690.0,672.0,70.0,3675.0,3351.0,1292.0,1261.0
Philadelphia,2002,0.299,0.331,715.0,1322.0,214.0,438.0,1.3,0.452,1638.0,1768.0,363.0,458.0,2534.0,2348.0,48.0,0.436,0.46,0.426,6436.0,6500.0,2804.0,2771.0,0.779,0.751,2104.0,1798.0,1639.0,1350.0,1092.0,981.0,1.16,1.13,7461.0,7330.0,0.721,0.317,0.521,705.0,654.0,116.0,3626.0,3329.0,1256.0,1208.0
Philadelphia,2003,0.311,0.354,787.0,1278.0,245.0,453.0,1.46,0.466,1771.0,1809.0,284.0,521.0,2415.0,2400.0,-193.0,0.448,0.488,0.452,6640.0,6363.0,2975.0,2876.0,0.775,0.76,2253.0,2035.0,1746.0,1547.0,1042.0,908.0,1.2,1.22,7941.0,7752.0,0.727,0.303,0.511,844.0,639.0,62.0,3457.0,3308.0,1212.0,1405.0
Philadelphia,2004,0.342,0.333,992.0,1329.0,339.0,443.0,1.25,0.456,1640.0,1747.0,358.0,463.0,2408.0,2398.0,-45.0,0.428,0.467,0.432,6260.0,6369.0,2682.0,2751.0,0.753,0.744,2009.0,1982.0,1512.0,1474.0,941.0,996.0,1.15,1.16,7215.0,7419.0,0.707,0.282,0.497,654.0,678.0,55.0,3349.0,3394.0,1307.0,1245.0
Philadelphia,2005,0.348,0.362,1453.0,1560.0,505.0,565.0,1.34,0.475,1710.0,1878.0,321.0,383.0,2536.0,2663.0,-170.0,0.437,0.485,0.443,6736.0,6618.0,2946.0,2930.0,0.789,0.767,2194.0,2299.0,1731.0,1764.0,909.0,952.0,1.21,1.24,8128.0,8189.0,0.727,0.254,0.488,756.0,681.0,92.0,3445.0,3615.0,1274.0,1394.0
Philadelphia,2006,0.364,0.351,1031.0,1420.0,375.0,498.0,1.43,0.487,1653.0,1882.0,404.0,386.0,2425.0,2533.0,-209.0,0.458,0.5,0.463,6546.0,6699.0,3001.0,3100.0,0.76,0.762,2330.0,2111.0,1770.0,1609.0,873.0,974.0,1.24,1.24,8147.0,8307.0,0.713,0.256,0.485,651.0,630.0,69.0,3298.0,3507.0,1159.0,1269.0
Philadelphia,2007,0.345,0.353,823.0,1424.0,284.0,503.0,1.33,0.48,1669.0,1825.0,390.0,320.0,2353.0,2404.0,-121.0,0.458,0.501,0.463,6408.0,6570.0,2932.0,3039.0,0.767,0.754,2135.0,1926.0,1637.0,1452.0,899.0,969.0,1.21,1.22,7785.0,8033.0,0.708,0.272,0.491,590.0,606.0,59.0,3252.0,3373.0,1258.0,1280.0
Philadelphia,2008,0.317,0.36,952.0,1549.0,302.0,557.0,1.43,0.482,1673.0,1903.0,400.0,420.0,2370.0,2293.0,-117.0,0.46,0.504,0.461,6648.0,6504.0,3056.0,3000.0,0.706,0.772,2137.0,1726.0,1509.0,1332.0,1067.0,923.0,1.19,1.21,7923.0,7889.0,0.72,0.318,0.517,712.0,550.0,44.0,3437.0,3216.0,1172.0,1289.0
Philadelphia,2009,0.318,0.367,1072.0,1595.0,341.0,585.0,1.42,0.485,1647.0,1799.0,415.0,400.0,2336.0,2285.0,-121.0,0.459,0.507,0.462,6532.0,6489.0,2997.0,2997.0,0.745,0.782,2216.0,1792.0,1652.0,1402.0,1039.0,935.0,1.22,1.23,7987.0,7981.0,0.714,0.313,0.512,658.0,575.0,44.0,3375.0,3220.0,1157.0,1278.0
Philadelphia,2010,0.343,0.393,1381.0,1542.0,474.0,606.0,1.45,0.496,1723.0,1810.0,439.0,332.0,2421.0,2470.0,3.0,0.46,0.518,0.472,6706.0,6573.0,3087.0,3105.0,0.756,0.766,1808.0,1983.0,1366.0,1518.0,941.0,888.0,1.2,1.27,8014.0,8334.0,0.732,0.276,0.5,667.0,621.0,53.0,3362.0,3358.0,1192.0,1189.0
