Tm,year,3P%,3P%_Opp,3PA,3PA_Opp,3PM,3PM_Opp,A/TO,AFG%,Assists,Assists_Opp,Blocks,Blocks_Opp,Def_Reb,Def_Reb_Opp,Diff,FG%,FG%.1_Opp,FG%_Opp,FGA,FGA_Opp,FGM,FGM_Opp,FT%,FT%_Opp,FTA,FTA_Opp,FTM,FTM_Opp,Off_Reb,Off_Reb_Opp,PPS,PPS_Opp,PTS,PTS_Opp,Reb_Pct_Def,Reb_Pct_Off,Reb_Pct_Tot,Steals,Steals_Opp,Tech,Tot_Reb,Tot_Reb_Opp,Turnovers,Turnovers_Opp
Philadelphia,2011,0.355,0.34,1248.0,1375.0,443.0,468.0,1.75,0.494,1861.0,1762.0,355.0,376.0,2578.0,2608.0,-105.0,0.461,0.487,0.451,6776.0,6638.0,3125.0,2996.0,0.77,0.773,1851.0,1987.0,1426.0,1536.0,850.0,881.0,1.2,1.2,8119.0,7996.0,0.745,0.246,0.496,621.0,583.0,49.0,3428.0,3489.0,1063.0,1168.0
Philadelphia,2012,0.362,0.334,963.0,1070.0,349.0,357.0,1.97,0.48,1453.0,1293.0,340.0,316.0,2144.0,2181.0,-180.0,0.448,0.46,0.427,5516.0,5302.0,2471.0,2263.0,0.742,0.752,1198.0,1352.0,889.0,1017.0,704.0,706.0,1.12,1.11,6180.0,5900.0,0.752,0.244,0.497,526.0,391.0,41.0,2848.0,2887.0,738.0,918.0
Philadelphia,2013,0.36,0.349,1438.0,1574.0,518.0,549.0,1.81,0.481,1867.0,1870.0,384.0,396.0,2493.0,2704.0,-218.0,0.444,0.495,0.454,6895.0,6643.0,3059.0,3017.0,0.729,0.76,1377.0,1752.0,1004.0,1331.0,896.0,903.0,1.11,1.19,7640.0,7914.0,0.734,0.249,0.484,609.0,590.0,41.0,3389.0,3607.0,1030.0,1130.0
Philadelphia,2014,0.312,0.37,1847.0,1998.0,577.0,739.0,1.33,0.475,1791.0,2144.0,330.0,558.0,2556.0,2871.0,-342.0,0.435,0.524,0.471,7150.0,6975.0,3108.0,3284.0,0.71,0.754,1918.0,2261.0,1362.0,1705.0,949.0,976.0,1.14,1.29,8155.0,9012.0,0.724,0.248,0.477,765.0,736.0,61.0,3505.0,3847.0,1348.0,1332.0
Philadelphia,2015,0.32,0.35,2160.0,1879.0,692.0,658.0,1.21,0.459,1683.0,1942.0,487.0,454.0,2536.0,2853.0,-279.0,0.408,0.497,0.449,6777.0,6785.0,2765.0,3045.0,0.676,0.756,1953.0,2023.0,1320.0,1530.0,978.0,940.0,1.11,1.22,7542.0,8278.0,0.73,0.255,0.481,789.0,779.0,32.0,3514.0,3793.0,1386.0,1306.0
Philadelphia,2016,0.339,0.359,2255.0,1776.0,764.0,638.0,1.38,0.487,1765.0,1919.0,495.0,466.0,2605.0,2987.0,-518.0,0.431,0.51,0.464,6887.0,7005.0,2970.0,3253.0,0.694,0.786,1850.0,2141.0,1284.0,1683.0,777.0,913.0,1.16,1.26,7988.0,8827.0,0.74,0.206,0.464,680.0,711.0,33.0,3382.0,3900.0,1279.0,1185.0
Phoenix,2000,0.368,0.352,1246.0,1146.0,458.0,403.0,1.53,0.491,2098.0,1700.0,433.0,427.0,2558.0,2465.0,-54.0,0.457,0.454,0.424,6771.0,6665.0,3093.0,2825.0,0.759,0.739,1934.0,2205.0,1467.0,1630.0,1022.0,1071.0,1.2,1.15,8111.0,7683.0,0.705,0.293,0.503,744.0,733.0,54.0,3580.0,3536.0,1368.0,1422.0
Phoenix,2001,0.315,0.349,1054.0,937.0,332.0,327.0,1.52,0.46,1905.0,1652.0,429.0,416.0,2529.0,2588.0,-183.0,0.436,0.46,0.435,6757.0,6422.0,2944.0,2792.0,0.755,0.761,1973.0,2127.0,1490.0,1618.0,970.0,902.0,1.14,1.17,7710.0,7529.0,0.737,0.273,0.501,775.0,682.0,85.0,3499.0,3490.0,1250.0,1433.0
Phoenix,2002,0.327,0.358,1096.0,1208.0,358.0,433.0,1.53,0.472,1838.0,1821.0,401.0,475.0,2430.0,2493.0,-60.0,0.447,0.476,0.444,6934.0,6663.0,3097.0,2957.0,0.767,0.751,1630.0,2013.0,1250.0,1511.0,1072.0,1030.0,1.13,1.18,7802.0,7858.0,0.702,0.301,0.499,668.0,685.0,72.0,3502.0,3523.0,1205.0,1265.0
Phoenix,2003,0.343,0.32,1149.0,1361.0,394.0,436.0,1.42,0.473,1719.0,1824.0,404.0,453.0,2440.0,2487.0,-101.0,0.443,0.47,0.438,6776.0,6658.0,3005.0,2913.0,0.742,0.766,1928.0,1932.0,1430.0,1479.0,1049.0,1031.0,1.16,1.16,7834.0,7741.0,0.703,0.297,0.498,665.0,639.0,106.0,3489.0,3518.0,1208.0,1309.0
Phoenix,2004,0.345,0.349,1202.0,1374.0,415.0,479.0,1.27,0.475,1586.0,1760.0,383.0,431.0,2406.0,2550.0,-258.0,0.443,0.482,0.446,6671.0,6671.0,2958.0,2975.0,0.746,0.765,1865.0,2093.0,1392.0,1601.0,924.0,1038.0,1.16,1.2,7723.0,8030.0,0.699,0.266,0.481,734.0,649.0,58.0,3330.0,3588.0,1249.0,1304.0
Phoenix,2005,0.393,0.335,2026.0,1476.0,796.0,494.0,1.71,0.534,1927.0,1741.0,453.0,342.0,2652.0,2550.0,-164.0,0.477,0.478,0.445,7018.0,7485.0,3351.0,3328.0,0.748,0.744,2080.0,1775.0,1556.0,1320.0,967.0,1233.0,1.29,1.13,9054.0,8470.0,0.683,0.275,0.489,572.0,627.0,51.0,3619.0,3783.0,1125.0,1131.0
Phoenix,2006,0.399,0.363,2097.0,1423.0,837.0,516.0,2.0,0.537,2179.0,1546.0,412.0,282.0,2650.0,2735.0,-335.0,0.479,0.49,0.454,7167.0,7141.0,3430.0,3243.0,0.806,0.731,1475.0,1956.0,1189.0,1429.0,778.0,1028.0,1.24,1.18,8886.0,8431.0,0.721,0.221,0.477,549.0,591.0,52.0,3428.0,3763.0,1088.0,1218.0
Phoenix,2007,0.399,0.363,1965.0,1387.0,785.0,504.0,1.78,0.551,2122.0,1548.0,394.0,304.0,2583.0,2504.0,-192.0,0.494,0.492,0.457,6855.0,7087.0,3388.0,3238.0,0.808,0.767,1827.0,1901.0,1476.0,1458.0,737.0,1008.0,1.32,1.19,9037.0,8438.0,0.719,0.227,0.486,553.0,566.0,67.0,3320.0,3512.0,1189.0,1242.0
Phoenix,2008,0.393,0.353,1764.0,1329.0,694.0,469.0,1.85,0.551,2188.0,1607.0,518.0,311.0,2683.0,2498.0,-196.0,0.5,0.488,0.456,6782.0,7384.0,3392.0,3368.0,0.783,0.749,1977.0,1879.0,1548.0,1407.0,720.0,1101.0,1.33,1.17,9026.0,8612.0,0.709,0.224,0.486,532.0,601.0,73.0,3403.0,3599.0,1184.0,1101.0
Phoenix,2009,0.383,0.383,1445.0,1635.0,553.0,626.0,1.48,0.545,1905.0,1741.0,420.0,369.0,2520.0,2352.0,75.0,0.504,0.511,0.467,6695.0,7025.0,3373.0,3278.0,0.744,0.775,2251.0,2108.0,1675.0,1634.0,900.0,993.0,1.34,1.25,8974.0,8816.0,0.717,0.277,0.506,589.0,706.0,103.0,3420.0,3345.0,1288.0,1165.0
Phoenix,2010,0.412,0.355,1770.0,1582.0,730.0,561.0,1.58,0.546,1912.0,1704.0,418.0,365.0,2616.0,2391.0,54.0,0.492,0.491,0.452,6788.0,7165.0,3339.0,3235.0,0.77,0.76,2117.0,2114.0,1631.0,1606.0,910.0,1081.0,1.33,1.21,9039.0,8637.0,0.708,0.276,0.504,479.0,646.0,82.0,3526.0,3472.0,1210.0,1065.0
Phoenix,2011,0.377,0.367,1857.0,1595.0,701.0,585.0,1.66,0.522,1945.0,1890.0,357.0,356.0,2478.0,2647.0,-333.0,0.47,0.513,0.472,6844.0,7018.0,3219.0,3309.0,0.759,0.754,1939.0,1964.0,1472.0,1481.0,821.0,985.0,1.26,1.24,8611.0,8684.0,0.716,0.237,0.476,545.0,644.0,82.0,3299.0,3632.0,1169.0,1189.0
Phoenix,2012,0.343,0.352,1295.0,1131.0,444.0,398.0,1.6,0.499,1486.0,1416.0,366.0,288.0,2035.0,2064.0,-114.0,0.458,0.491,0.455,5445.0,5510.0,2495.0,2505.0,0.757,0.762,1397.0,1444.0,1058.0,1100.0,717.0,802.0,1.19,1.18,6492.0,6508.0,0.717,0.258,0.49,431.0,526.0,62.0,2752.0,2866.0,928.0,929.0
Phoenix,2013,0.33,0.388,1455.0,1464.0,480.0,568.0,1.51,0.477,1855.0,1870.0,434.0,421.0,2454.0,2598.0,-143.0,0.443,0.512,0.47,6917.0,6771.0,3061.0,3181.0,0.744,0.757,1618.0,1855.0,1203.0,1405.0,959.0,958.0,1.13,1.23,7805.0,8335.0,0.719,0.27,0.49,659.0,684.0,77.0,3413.0,3556.0,1225.0,1210.0
Phoenix,2014,0.372,0.341,2055.0,1632.0,765.0,556.0,1.29,0.519,1563.0,1664.0,374.0,332.0,2601.0,2586.0,11.0,0.463,0.496,0.456,6845.0,6840.0,3172.0,3118.0,0.758,0.766,2004.0,2115.0,1520.0,1621.0,928.0,926.0,1.26,1.23,8629.0,8413.0,0.737,0.264,0.501,688.0,613.0,71.0,3529.0,3512.0,1216.0,1205.0
Phoenix,2015,0.341,0.352,2048.0,1798.0,698.0,633.0,1.39,0.501,1659.0,1734.0,385.0,337.0,2643.0,2766.0,-178.0,0.452,0.497,0.452,7038.0,6972.0,3178.0,3149.0,0.76,0.759,1767.0,2030.0,1343.0,1540.0,896.0,951.0,1.19,1.22,8397.0,8471.0,0.735,0.245,0.488,700.0,651.0,80.0,3539.0,3717.0,1192.0,1226.0
Phoenix,2016,0.348,0.377,2118.0,2041.0,738.0,770.0,1.25,0.487,1701.0,1836.0,313.0,449.0,2733.0,2770.0,93.0,0.435,0.523,0.467,7018.0,6870.0,3051.0,3208.0,0.751,0.749,1905.0,2177.0,1431.0,1631.0,943.0,813.0,1.18,1.28,8271.0,8817.0,0.771,0.254,0.506,632.0,782.0,69.0,3676.0,3583.0,1358.0,1172.0
Portland,2000,0.361,0.33,1128.0,1195.0,407.0,394.0,1.55,0.501,1925.0,1705.0,396.0,350.0,2560.0,2220.0,57.0,0.47,0.461,0.431,6430.0,6557.0,3021.0,2825.0,0.76,0.716,2029.0,1985.0,1542.0,1422.0,966.0,978.0,1.24,1.14,7991.0,7466.0,0.724,0.303,0.524,633.0,652.0,93.0,3526.0,3198.0,1243.0,1186.0
Portland,2001,0.349,0.368,1057.0,1103.0,369.0,406.0,1.56,0.497,1963.0,1745.0,419.0,324.0,2481.0,2238.0,41.0,0.468,0.47,0.438,6417.0,6436.0,3004.0,2819.0,0.762,0.744,1899.0,1930.0,1447.0,1436.0,960.0,946.0,1.22,1.16,7824.0,7480.0,0.724,0.3,0.519,672.0,646.0,119.0,3441.0,3184.0,1257.0,1216.0
Portland,2002,0.354,0.363,1318.0,1285.0,466.0,466.0,1.64,0.485,1926.0,1945.0,368.0,410.0,2444.0,2328.0,-36.0,0.45,0.489,0.453,6671.0,6508.0,3004.0,2951.0,0.763,0.741,1901.0,1771.0,1451.0,1312.0,1085.0,890.0,1.19,1.18,7925.0,7680.0,0.733,0.318,0.523,702.0,612.0,126.0,3529.0,3218.0,1172.0,1208.0
Portland,2003,0.33,0.341,1150.0,1285.0,379.0,438.0,1.49,0.489,1860.0,1863.0,316.0,391.0,2378.0,2292.0,-22.0,0.46,0.483,0.45,6491.0,6540.0,2987.0,2942.0,0.745,0.764,1947.0,1659.0,1450.0,1267.0,992.0,912.0,1.2,1.16,7803.0,7589.0,0.723,0.302,0.513,725.0,683.0,87.0,3370.0,3204.0,1248.0,1270.0
Portland,2004,0.346,0.341,1102.0,1222.0,381.0,417.0,1.46,0.478,1768.0,1912.0,443.0,390.0,2376.0,2292.0,93.0,0.448,0.482,0.45,6467.0,6567.0,2898.0,2954.0,0.731,0.753,1728.0,1618.0,1263.0,1219.0,1040.0,1016.0,1.15,1.15,7440.0,7544.0,0.7,0.312,0.508,613.0,657.0,68.0,3416.0,3308.0,1213.0,1120.0
Portland,2005,0.362,0.343,1161.0,1283.0,420.0,440.0,1.32,0.484,1722.0,1923.0,544.0,414.0,2404.0,2312.0,-87.0,0.451,0.479,0.447,6422.0,6842.0,2896.0,3056.0,0.725,0.755,1944.0,1851.0,1409.0,1397.0,970.0,1149.0,1.19,1.16,7621.0,7949.0,0.677,0.296,0.494,583.0,700.0,86.0,3374.0,3461.0,1308.0,1102.0
Portland,2006,0.349,0.381,1042.0,1306.0,364.0,498.0,1.24,0.474,1490.0,1737.0,435.0,403.0,2203.0,2445.0,-385.0,0.445,0.507,0.468,6267.0,6472.0,2791.0,3032.0,0.689,0.76,1944.0,1971.0,1339.0,1498.0,886.0,1029.0,1.16,1.25,7285.0,8060.0,0.682,0.266,0.471,529.0,592.0,65.0,3089.0,3474.0,1205.0,1060.0
Portland,2007,0.346,0.361,1232.0,1293.0,426.0,467.0,1.22,0.483,1513.0,1703.0,380.0,380.0,2299.0,2347.0,25.0,0.45,0.508,0.471,6392.0,6292.0,2874.0,2962.0,0.769,0.778,2006.0,2157.0,1543.0,1678.0,923.0,850.0,1.21,1.28,7717.0,8069.0,0.73,0.282,0.502,555.0,539.0,75.0,3222.0,3197.0,1236.0,1127.0
Portland,2008,0.377,0.356,1426.0,1499.0,538.0,533.0,1.64,0.489,1733.0,1714.0,360.0,301.0,2438.0,2465.0,-83.0,0.448,0.491,0.451,6546.0,6616.0,2935.0,2983.0,0.767,0.766,1841.0,1828.0,1412.0,1401.0,901.0,957.0,1.19,1.19,7820.0,7900.0,0.718,0.268,0.494,455.0,488.0,64.0,3339.0,3422.0,1056.0,1026.0
Portland,2009,0.383,0.374,1555.0,1301.0,596.0,487.0,1.58,0.511,1667.0,1590.0,402.0,319.0,2360.0,2190.0,-27.0,0.465,0.499,0.46,6494.0,6302.0,3018.0,2899.0,0.765,0.803,1988.0,1780.0,1521.0,1430.0,1060.0,786.0,1.26,1.22,8153.0,7715.0,0.75,0.326,0.535,550.0,514.0,69.0,3420.0,2976.0,1055.0,1082.0
Portland,2010,0.354,0.343,1388.0,1399.0,491.0,480.0,1.65,0.499,1674.0,1583.0,350.0,333.0,2383.0,2322.0,-92.0,0.461,0.502,0.464,6453.0,6352.0,2974.0,2950.0,0.79,0.745,2033.0,1870.0,1606.0,1394.0,913.0,801.0,1.25,1.22,8045.0,7774.0,0.748,0.282,0.513,523.0,485.0,63.0,3296.0,3123.0,1012.0,1104.0
Portland,2011,0.345,0.367,1503.0,1440.0,518.0,529.0,1.62,0.486,1736.0,1573.0,358.0,339.0,2230.0,2385.0,-216.0,0.447,0.51,0.467,6599.0,6218.0,2951.0,2904.0,0.804,0.767,1835.0,1869.0,1476.0,1434.0,996.0,868.0,1.2,1.25,7896.0,7771.0,0.72,0.295,0.498,660.0,566.0,64.0,3226.0,3253.0,1070.0,1286.0
Portland,2012,0.346,0.363,1382.0,1217.0,478.0,442.0,1.44,0.488,1349.0,1392.0,322.0,314.0,1949.0,2062.0,-108.0,0.443,0.504,0.463,5417.0,5349.0,2402.0,2476.0,0.796,0.747,1423.0,1421.0,1133.0,1062.0,735.0,730.0,1.18,1.21,6415.0,6456.0,0.728,0.263,0.49,528.0,499.0,43.0,2684.0,2792.0,935.0,982.0
Portland,2013,0.353,0.34,1904.0,1531.0,673.0,521.0,1.53,0.498,1784.0,1944.0,353.0,359.0,2474.0,2578.0,-131.0,0.448,0.512,0.474,6715.0,6807.0,3009.0,3224.0,0.776,0.761,1680.0,1690.0,1304.0,1286.0,874.0,901.0,1.19,1.21,7995.0,8255.0,0.733,0.253,0.49,538.0,691.0,28.0,3348.0,3479.0,1165.0,1039.0
Portland,2014,0.372,0.355,2071.0,1504.0,770.0,534.0,1.74,0.504,1904.0,1675.0,387.0,304.0,2786.0,2622.0,144.0,0.45,0.488,0.451,7134.0,7203.0,3207.0,3248.0,0.815,0.766,1926.0,1822.0,1569.0,1396.0,1022.0,944.0,1.23,1.17,8753.0,8426.0,0.747,0.28,0.516,454.0,639.0,48.0,3808.0,3566.0,1094.0,950.0
Portland,2015,0.362,0.338,2231.0,1552.0,807.0,524.0,1.66,0.508,1799.0,1669.0,372.0,297.0,2881.0,2754.0,104.0,0.45,0.476,0.439,7049.0,7123.0,3175.0,3130.0,0.801,0.758,1589.0,1713.0,1272.0,1298.0,879.0,902.0,1.2,1.13,8429.0,8082.0,0.762,0.242,0.507,525.0,655.0,49.0,3760.0,3656.0,1087.0,953.0
Portland,2016,0.37,0.371,2335.0,1888.0,864.0,700.0,1.51,0.511,1748.0,1770.0,380.0,424.0,2782.0,2716.0,106.0,0.45,0.503,0.453,7040.0,6945.0,3167.0,3146.0,0.754,0.734,1889.0,2129.0,1424.0,1562.0,948.0,867.0,1.22,1.23,8622.0,8554.0,0.762,0.259,0.51,562.0,630.0,36.0,3730.0,3583.0,1154.0,1048.0
Sacramento,2000,0.322,0.353,1656.0,1123.0,534.0,396.0,1.47,0.486,1953.0,1950.0,381.0,404.0,2635.0,2761.0,-213.0,0.45,0.479,0.452,7288.0,7239.0,3276.0,3269.0,0.754,0.751,2016.0,1910.0,1521.0,1434.0,1056.0,1143.0,1.18,1.16,8607.0,8368.0,0.697,0.277,0.486,787.0,753.0,86.0,3691.0,3904.0,1325.0,1437.0
Sacramento,2001,0.354,0.355,1353.0,1131.0,479.0,401.0,1.52,0.484,1852.0,1816.0,432.0,476.0,2705.0,2643.0,-113.0,0.449,0.46,0.432,6969.0,7139.0,3132.0,3087.0,0.771,0.749,2075.0,1724.0,1600.0,1291.0,987.0,1121.0,1.2,1.1,8343.0,7866.0,0.707,0.272,0.495,793.0,666.0,62.0,3692.0,3764.0,1221.0,1334.0
Sacramento,2002,0.367,0.337,1160.0,1145.0,426.0,386.0,1.74,0.497,1958.0,1839.0,375.0,387.0,2702.0,2617.0,-118.0,0.467,0.467,0.44,7003.0,7108.0,3267.0,3128.0,0.751,0.744,2154.0,1764.0,1618.0,1312.0,1013.0,1065.0,1.22,1.12,8578.0,7954.0,0.717,0.279,0.502,741.0,633.0,69.0,3715.0,3682.0,1128.0,1246.0
Sacramento,2003,0.381,0.32,1288.0,1166.0,491.0,373.0,1.71,0.499,2034.0,1759.0,457.0,356.0,2751.0,2614.0,-108.0,0.464,0.446,0.42,6990.0,7125.0,3242.0,2991.0,0.746,0.741,1832.0,1962.0,1367.0,1454.0,900.0,1145.0,1.19,1.1,8342.0,7809.0,0.706,0.256,0.493,736.0,684.0,70.0,3651.0,3759.0,1192.0,1262.0
Sacramento,2004,0.401,0.339,1498.0,1205.0,601.0,409.0,1.89,0.507,2152.0,1743.0,325.0,413.0,2492.0,2521.0,-221.0,0.462,0.483,0.454,6711.0,6920.0,3103.0,3140.0,0.796,0.749,2044.0,1780.0,1626.0,1333.0,888.0,1080.0,1.26,1.16,8433.0,8022.0,0.698,0.26,0.484,710.0,651.0,63.0,3380.0,3601.0,1137.0,1225.0
Sacramento,2005,0.374,0.357,1396.0,1318.0,522.0,471.0,1.87,0.496,2005.0,1766.0,316.0,365.0,2455.0,2532.0,-156.0,0.459,0.493,0.459,6978.0,6941.0,3203.0,3186.0,0.787,0.738,2004.0,2011.0,1577.0,1485.0,1023.0,1102.0,1.22,1.2,8505.0,8328.0,0.69,0.288,0.489,674.0,622.0,57.0,3478.0,3634.0,1073.0,1204.0
Sacramento,2006,0.351,0.351,1408.0,1316.0,494.0,462.0,1.52,0.492,1825.0,1733.0,299.0,403.0,2473.0,2503.0,-131.0,0.454,0.488,0.454,6500.0,6726.0,2954.0,3053.0,0.784,0.747,2173.0,1891.0,1704.0,1412.0,852.0,953.0,1.25,1.19,8106.0,7980.0,0.722,0.254,0.49,608.0,656.0,65.0,3325.0,3456.0,1199.0,1199.0
Sacramento,2007,0.35,0.365,1513.0,1524.0,530.0,557.0,1.39,0.491,1665.0,1840.0,265.0,405.0,2396.0,2648.0,-362.0,0.45,0.513,0.472,6532.0,6671.0,2941.0,3147.0,0.765,0.757,2473.0,2115.0,1891.0,1600.0,797.0,907.0,1.27,1.27,8303.0,8451.0,0.725,0.231,0.473,671.0,572.0,66.0,3193.0,3555.0,1194.0,1335.0
Sacramento,2008,0.373,0.373,1367.0,1600.0,510.0,597.0,1.19,0.503,1567.0,1878.0,334.0,452.0,2456.0,2465.0,-150.0,0.464,0.51,0.466,6558.0,6732.0,3043.0,3137.0,0.798,0.753,2272.0,2287.0,1812.0,1722.0,829.0,970.0,1.28,1.28,8408.0,8593.0,0.717,0.252,0.489,651.0,661.0,79.0,3285.0,3435.0,1317.0,1250.0
Sacramento,2009,0.368,0.406,1594.0,1430.0,586.0,580.0,1.28,0.491,1619.0,1796.0,349.0,423.0,2366.0,2592.0,-404.0,0.447,0.526,0.483,6685.0,6792.0,2990.0,3281.0,0.798,0.756,2107.0,2412.0,1682.0,1824.0,840.0,1018.0,1.23,1.32,8248.0,8966.0,0.699,0.245,0.47,569.0,704.0,62.0,3206.0,3610.0,1266.0,1178.0
Sacramento,2010,0.349,0.357,1383.0,1391.0,482.0,497.0,1.37,0.491,1679.0,1683.0,366.0,468.0,2518.0,2538.0,48.0,0.456,0.505,0.469,6895.0,6828.0,3144.0,3199.0,0.726,0.774,1969.0,2149.0,1430.0,1663.0,977.0,909.0,1.19,1.25,8200.0,8558.0,0.735,0.278,0.503,564.0,586.0,57.0,3495.0,3447.0,1226.0,1120.0
Sacramento,2011,0.335,0.355,1277.0,1353.0,428.0,480.0,1.27,0.48,1675.0,1779.0,391.0,464.0,2526.0,2508.0,120.0,0.449,0.513,0.478,6979.0,6826.0,3134.0,3260.0,0.734,0.762,1981.0,2085.0,1455.0,1589.0,1071.0,868.0,1.17,1.26,8151.0,8589.0,0.744,0.299,0.516,608.0,666.0,79.0,3597.0,3376.0,1324.0,1204.0
Sacramento,2012,0.316,0.355,1301.0,1236.0,411.0,439.0,1.34,0.472,1271.0,1571.0,323.0,423.0,1947.0,2154.0,-140.0,0.436,0.515,0.476,5712.0,5609.0,2490.0,2668.0,0.736,0.762,1532.0,1468.0,1127.0,1118.0,882.0,815.0,1.14,1.23,6518.0,6893.0,0.705,0.291,0.488,561.0,518.0,52.0,2829.0,2969.0,952.0,1014.0
Sacramento,2013,0.363,0.355,1681.0,1762.0,610.0,625.0,1.48,0.491,1708.0,2058.0,342.0,517.0,2385.0,2601.0,-246.0,0.447,0.517,0.472,6904.0,6831.0,3086.0,3222.0,0.769,0.783,1869.0,1980.0,1437.0,1550.0,943.0,973.0,1.19,1.26,8219.0,8619.0,0.71,0.266,0.482,671.0,624.0,64.0,3328.0,3574.0,1152.0,1160.0
Sacramento,2014,0.333,0.38,1475.0,1833.0,491.0,696.0,1.29,0.484,1547.0,1927.0,318.0,459.0,2656.0,2568.0,119.0,0.447,0.512,0.461,6766.0,6734.0,3026.0,3103.0,0.759,0.737,2237.0,2139.0,1698.0,1577.0,990.0,813.0,1.22,1.26,8241.0,8479.0,0.766,0.278,0.519,587.0,637.0,74.0,3646.0,3381.0,1203.0,1084.0
Sacramento,2015,0.341,0.349,1350.0,2055.0,461.0,718.0,1.3,0.49,1667.0,1912.0,324.0,508.0,2728.0,2479.0,246.0,0.455,0.507,0.456,6617.0,7094.0,3010.0,3238.0,0.762,0.748,2400.0,1898.0,1829.0,1420.0,895.0,898.0,1.26,1.21,8310.0,8614.0,0.752,0.265,0.518,550.0,712.0,61.0,3623.0,3377.0,1280.0,1027.0
Sacramento,2016,0.359,0.366,1839.0,2293.0,660.0,839.0,1.58,0.51,2009.0,1986.0,368.0,437.0,2760.0,2765.0,-63.0,0.464,0.521,0.462,7083.0,7194.0,3283.0,3327.0,0.725,0.762,2089.0,1902.0,1514.0,1450.0,868.0,926.0,1.23,1.24,8740.0,8943.0,0.749,0.239,0.496,733.0,722.0,69.0,3628.0,3691.0,1274.0,1280.0
San Antonio,2000,0.374,0.343,882.0,1036.0,330.0,355.0,1.48,0.488,1819.0,1667.0,551.0,429.0,2666.0,2410.0,52.0,0.462,0.451,0.425,6393.0,6781.0,2952.0,2884.0,0.746,0.739,2214.0,1726.0,1652.0,1276.0,927.0,986.0,1.23,1.09,7886.0,7399.0,0.73,0.278,0.514,614.0,645.0,55.0,3593.0,3396.0,1233.0,1181.0
San Antonio,2001,0.407,0.329,1094.0,1043.0,445.0,343.0,1.55,0.496,1778.0,1617.0,576.0,426.0,2712.0,2432.0,38.0,0.461,0.444,0.419,6262.0,6770.0,2884.0,2837.0,0.715,0.741,2340.0,1664.0,1673.0,1233.0,902.0,967.0,1.26,1.07,7886.0,7250.0,0.737,0.271,0.515,568.0,600.0,59.0,3614.0,3399.0,1145.0,1107.0
San Antonio,2002,0.362,0.338,1211.0,1108.0,438.0,374.0,1.39,0.492,1643.0,1543.0,537.0,428.0,2566.0,2429.0,-12.0,0.458,0.453,0.426,6363.0,6775.0,2913.0,2883.0,0.742,0.777,2249.0,1651.0,1668.0,1283.0,907.0,1003.0,1.25,1.1,7932.0,7423.0,0.719,0.272,0.503,625.0,635.0,75.0,3473.0,3432.0,1180.0,1192.0
San Antonio,2003,0.354,0.339,1270.0,1043.0,449.0,354.0,1.26,0.497,1636.0,1559.0,529.0,422.0,2556.0,2322.0,64.0,0.462,0.453,0.427,6297.0,6703.0,2908.0,2862.0,0.725,0.768,2194.0,1737.0,1591.0,1334.0,939.0,1029.0,1.25,1.11,7856.0,7412.0,0.713,0.288,0.511,629.0,665.0,83.0,3495.0,3351.0,1295.0,1231.0
San Antonio,2004,0.358,0.327,1140.0,951.0,408.0,311.0,1.39,0.473,1676.0,1419.0,537.0,380.0,2669.0,2459.0,-51.0,0.442,0.433,0.409,6434.0,6388.0,2842.0,2613.0,0.681,0.744,2069.0,1844.0,1409.0,1372.0,1029.0,909.0,1.17,1.08,7501.0,6909.0,0.746,0.295,0.523,661.0,635.0,52.0,3698.0,3368.0,1203.0,1254.0
San Antonio,2005,0.363,0.367,1395.0,881.0,507.0,323.0,1.57,0.492,1771.0,1385.0,543.0,421.0,2489.0,2403.0,-114.0,0.453,0.452,0.426,6450.0,6359.0,2923.0,2712.0,0.724,0.768,2120.0,1955.0,1535.0,1501.0,987.0,893.0,1.22,1.14,7888.0,7248.0,0.736,0.291,0.513,613.0,594.0,42.0,3476.0,3296.0,1126.0,1240.0
San Antonio,2006,0.385,0.339,1362.0,886.0,524.0,300.0,1.52,0.513,1717.0,1336.0,467.0,343.0,2548.0,2417.0,-10.0,0.472,0.457,0.433,6342.0,6420.0,2993.0,2782.0,0.702,0.74,1891.0,1912.0,1327.0,1414.0,851.0,886.0,1.24,1.13,7837.0,7278.0,0.742,0.26,0.507,543.0,599.0,61.0,3399.0,3303.0,1126.0,1136.0
San Antonio,2007,0.381,0.334,1561.0,1101.0,595.0,368.0,1.6,0.521,1814.0,1416.0,417.0,337.0,2577.0,2379.0,-39.0,0.474,0.471,0.443,6328.0,6463.0,2999.0,2860.0,0.751,0.74,1980.0,1756.0,1486.0,1300.0,761.0,829.0,1.28,1.14,8079.0,7388.0,0.757,0.242,0.51,587.0,580.0,61.0,3338.0,3208.0,1137.0,1176.0
San Antonio,2008,0.369,0.342,1610.0,1227.0,594.0,420.0,1.66,0.504,1718.0,1490.0,337.0,361.0,2612.0,2527.0,-23.0,0.457,0.477,0.444,6424.0,6431.0,2938.0,2857.0,0.761,0.756,1774.0,1710.0,1350.0,1293.0,771.0,776.0,1.22,1.15,7820.0,7427.0,0.771,0.234,0.506,521.0,566.0,51.0,3383.0,3303.0,1035.0,1058.0
