playerID,yearID,InnOuts,PO,A,E,playerID_2,yearID_2,InnOuts_2,PO_2,A_2,E_2
escobyu01,2009,3627.0,191.0,409.0,13.0,escobyu01,2010,3540.0,204.0,423.0,18.0
escobyu01,2010,3540.0,204.0,423.0,18.0,escobyu01,2011,3363.0,182.0,343.0,14.0
escobyu01,2011,3363.0,182.0,343.0,14.0,escobyu01,2012,3753.0,240.0,431.0,12.0
escobyu01,2012,3753.0,240.0,431.0,12.0,escobyu01,2013,3960.0,208.0,395.0,7.0
escobyu01,2013,3960.0,208.0,395.0,7.0,escobyu01,2014,3549.0,168.0,267.0,16.0
everead01,2005,3876.0,209.0,421.0,14.0,everead01,2006,3876.0,202.0,479.0,7.0
furcara01,2002,3942.0,245.0,466.0,27.0,furcara01,2003,4050.0,237.0,481.0,31.0
furcara01,2003,4050.0,237.0,481.0,31.0,furcara01,2004,3402.0,190.0,411.0,24.0
furcara01,2004,3402.0,190.0,411.0,24.0,furcara01,2005,3918.0,255.0,504.0,15.0
furcara01,2005,3918.0,255.0,504.0,15.0,furcara01,2006,4113.0,269.0,492.0,27.0
furcara01,2006,4113.0,269.0,492.0,27.0,furcara01,2007,3630.0,241.0,426.0,19.0
gagnegr01,1996,3380.0,184.0,404.0,21.0,gagnegr01,1997,3669.0,174.0,358.0,16.0
garcino01,1997,4033.0,249.0,450.0,21.0,garcino01,1998,3766.0,228.0,402.0,25.0
garcino01,1998,3766.0,228.0,402.0,25.0,garcino01,1999,3515.0,232.0,357.0,17.0
garcino01,1999,3515.0,232.0,357.0,17.0,garcino01,2000,3555.0,201.0,402.0,18.0
garcino01,2002,4023.0,220.0,467.0,25.0,garcino01,2003,4095.0,216.0,456.0,20.0
gomezch02,1996,3438.0,201.0,375.0,19.0,gomezch02,1997,3839.0,226.0,433.0,15.0
gomezch02,1997,3839.0,226.0,433.0,15.0,gomezch02,1998,3574.0,180.0,397.0,12.0
gonzaal01,1996,3948.0,279.0,465.0,21.0,gonzaal01,1997,3307.0,209.0,341.0,8.0
